StockName,precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,Matthew
1210,0.8299319727891157,0.9121621621621622,0.8711864406779661,0.871047067475639,0.8745313975338188,0.9037037037037037,0.84375,0.8711864406779661,0.8737268518518518,0.8711864406779661,0.8652482269503546,0.8766233766233766,0.8711864406779661,0.8709358017868656,0.8714177996543665,135.0,160.0,0.8711864406779661,295.0,295.0,0.7447690982218105
1231,0.6702127659574468,0.8208955223880597,0.7728813559322034,0.7455541441727533,0.7703274109079556,0.6363636363636364,0.8418367346938775,0.7728813559322034,0.7391001855287569,0.7728813559322034,0.6528497409326425,0.8312342569269522,0.7728813559322034,0.7420419989297973,0.7713696227458109,99.0,196.0,0.7728813559322034,295.0,295.0,0.4846113553315086
2344,0.7948717948717948,0.898876404494382,0.8576271186440678,0.8468740996830884,0.8597424666363916,0.8378378378378378,0.8695652173913043,0.8576271186440678,0.8537015276145711,0.8576271186440678,0.8157894736842105,0.8839779005524863,0.8576271186440678,0.8498836871183484,0.8583205602732368,111.0,184.0,0.8576271186440678,295.0,295.0,0.7005423583134354
2449,0.8411214953271028,0.9468085106382979,0.9084745762711864,0.8939650029827003,0.910982403753147,0.9,0.9128205128205128,0.9084745762711864,0.9064102564102564,0.9084745762711864,0.8695652173913043,0.9295039164490861,0.9084745762711864,0.8995345669201953,0.9091857133786515,100.0,195.0,0.9084745762711864,295.0,295.0,0.8002784962220756
2603,0.8295454545454546,0.893719806763285,0.8745762711864407,0.8616326306543698,0.8730534899473734,0.7684210526315789,0.925,0.8745762711864407,0.8467105263157895,0.8745762711864407,0.7978142076502732,0.9090909090909091,0.8745762711864407,0.8534525583705912,0.8732560391354501,95.0,200.0,0.8745762711864407,295.0,295.0,0.7081859634506746
2633,0.7714285714285715,0.7719298245614035,0.7716535433070866,0.7716791979949875,0.7716653839322717,0.8059701492537313,0.7333333333333333,0.7716535433070866,0.7696517412935323,0.7716535433070866,0.7883211678832117,0.7521367521367521,0.7716535433070866,0.7702289600099819,0.7712261683179551,67.0,60.0,0.7716535433070866,127.0,127.0,0.5413271425398092
3596,0.8503937007874016,0.8690476190476191,0.8610169491525423,0.8597206599175103,0.8608272482888791,0.8307692307692308,0.8848484848484849,0.8610169491525423,0.8578088578088578,0.8610169491525423,0.8404669260700389,0.8768768768768769,0.8610169491525423,0.8586719014734578,0.8608318138094567,130.0,165.0,0.8610169491525423,295.0,295.0,0.7175269707971483
1215,0.7661290322580645,0.8654970760233918,0.823728813559322,0.8158130541407281,0.8257498585172609,0.8050847457627118,0.8361581920903954,0.823728813559322,0.8206214689265536,0.823728813559322,0.7851239669421487,0.8505747126436781,0.823728813559322,0.8178493397929134,0.8243944143630664,118.0,177.0,0.823728813559322,295.0,295.0,0.6364163584471457
1232,0.816,0.8235294117647058,0.8203389830508474,0.819764705882353,0.8201603190428713,0.7727272727272727,0.8588957055214724,0.8203389830508474,0.8158114891243726,0.8203389830508474,0.7937743190661478,0.8408408408408408,0.8203389830508474,0.8173075799534943,0.8197805666908087,132.0,163.0,0.8203389830508474,295.0,295.0,0.6355639005926088
2345,0.9084507042253521,0.8366013071895425,0.8711864406779661,0.8725260057074473,0.8741091280150161,0.8376623376623377,0.9078014184397163,0.8711864406779661,0.8727318780510269,0.8711864406779661,0.8716216216216216,0.8707482993197279,0.8711864406779661,0.8711849604706747,0.8712042031654622,154.0,141.0,0.8711864406779661,295.0,295.0,0.7452578553230672
