StockName,precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,Matthew,10F-Score-mean,10F-Score-std
1210,0.8321678321678322,0.8947368421052632,0.864406779661017,0.8634523371365477,0.8661035663711847,0.8814814814814815,0.85,0.864406779661017,0.8657407407407407,0.864406779661017,0.8561151079136691,0.8717948717948718,0.864406779661017,0.8639549898542704,0.8646193866288977,135.0,160.0,0.864406779661017,295.0,295.0,0.729189487056072,0.8134867613909428,0.042887103991377525
1231,0.7029702970297029,0.8556701030927835,0.8033898305084746,0.7793202000612431,0.8044250834309361,0.7171717171717171,0.8469387755102041,0.8033898305084746,0.7820552463409607,0.8033898305084746,0.7099999999999999,0.8512820512820514,0.8033898305084746,0.7806410256410257,0.8038687527162103,99.0,196.0,0.8033898305084746,295.0,295.0,0.5613687837287726,0.8347571598082022,0.024632897713342372
2344,0.8035714285714286,0.8852459016393442,0.8542372881355932,0.8444086651053864,0.8545141507561623,0.8108108108108109,0.8804347826086957,0.8542372881355932,0.8456227967097533,0.8542372881355932,0.8071748878923768,0.88283378746594,0.8542372881355932,0.8450043376791584,0.8543655235585993,111.0,184.0,0.8542372881355932,295.0,295.0,0.6900303936633414,0.8358446003578501,0.03776060122105159
2449,0.8348623853211009,0.9516129032258065,0.9084745762711864,0.8932376442734538,0.9120364564784488,0.91,0.9076923076923077,0.9084745762711864,0.9088461538461539,0.9084745762711864,0.8708133971291867,0.9291338582677167,0.9084745762711864,0.8999736276984517,0.9093642104241473,100.0,195.0,0.9084745762711864,295.0,295.0,0.8019319133410855,0.7916221221238846,0.08697536711197526
2603,0.8191489361702128,0.9104477611940298,0.8813559322033898,0.8647983486821214,0.8810464446609362,0.8105263157894737,0.915,0.8813559322033898,0.8627631578947368,0.8813559322033898,0.8148148148148148,0.912718204488778,0.8813559322033898,0.8637665096517964,0.8811899942547898,95.0,200.0,0.8813559322033898,295.0,295.0,0.7275586600754929,0.8187423319577004,0.0477410715837179
2633,0.7638888888888888,0.7818181818181819,0.7716535433070866,0.7728535353535353,0.7723594209814683,0.8208955223880597,0.7166666666666667,0.7716535433070866,0.7687810945273632,0.7716535433070866,0.7913669064748201,0.7478260869565218,0.7716535433070866,0.769596496715671,0.7707964405606634,67.0,60.0,0.7716535433070866,127.0,127.0,0.541619319736598,0.7948958201602443,0.0600149349159248
3596,0.8235294117647058,0.8867924528301887,0.8576271186440678,0.8551609322974473,0.8589138245640437,0.8615384615384616,0.8545454545454545,0.8576271186440678,0.858041958041958,0.8576271186440678,0.8421052631578948,0.8703703703703703,0.8576271186440678,0.8562378167641326,0.8579145604123303,130.0,165.0,0.8576271186440678,295.0,295.0,0.7131970712777369,0.8470236673935887,0.03495746916739927
1215,0.75,0.9161290322580645,0.8372881355932204,0.8330645161290322,0.8496774193548388,0.8898305084745762,0.8022598870056498,0.8372881355932204,0.846045197740113,0.8372881355932204,0.8139534883720931,0.8554216867469879,0.8372881355932204,0.8346875875595405,0.83883440739703,118.0,177.0,0.8372881355932204,295.0,295.0,0.6789856444552742,0.8546872532823236,0.03337472651878907
1232,0.7394366197183099,0.8235294117647058,0.7830508474576271,0.7814830157415078,0.7859014505778439,0.7954545454545454,0.7730061349693251,0.7830508474576271,0.7842303402119353,0.7830508474576271,0.7664233576642334,0.7974683544303797,0.7830508474576271,0.7819458560473065,0.7835770338434939,132.0,163.0,0.7830508474576271,295.0,295.0,0.5657066848750872,0.773346116261044,0.06804675522827339
2345,0.9027777777777778,0.8410596026490066,0.8711864406779661,0.8719186902133922,0.873278582207755,0.8441558441558441,0.900709219858156,0.8711864406779661,0.8724325320070001,0.8711864406779661,0.87248322147651,0.8698630136986301,0.8711864406779661,0.8711731175875701,0.8712308509792862,154.0,141.0,0.8711864406779661,295.0,295.0,0.7443510448623035,0.8008149734380353,0.033481940234755064
