date,real_close,predict_close,Prediction_Result
109/12/03,13.155000000000001,15.412966,1.0
109/12/04,13.16,15.484336,1.0
109/12/07,13.145000000000001,15.561757,0.0
109/12/08,13.245,15.486076,1.0
109/12/09,13.325,15.907286,1.0
109/12/10,13.405000000000001,15.953703,0.0
109/12/11,13.415000000000001,15.664604,0.0
109/12/14,13.594999999999999,15.16177,1.0
109/12/15,13.844999999999999,15.517644,1.0
109/12/16,14.14,16.202515,1.0
109/12/17,14.434999999999999,16.60399,1.0
109/12/18,14.875,16.768225,1.0
109/12/21,15.485,17.250141,1.0
109/12/22,15.934999999999999,17.8917,1.0
109/12/23,16.535,18.413502,1.0
109/12/24,17.2,18.871418,1.0
109/12/25,18.14,19.461576,1.0
109/12/28,19.175,20.293226,1.0
109/12/29,20.410000000000004,21.2719,1.0
109/12/30,21.575,22.6548,1.0
109/12/31,22.93,23.663528,1.0
110/01/04,24.419999999999998,24.702732,1.0
110/01/05,25.725,26.078938,1.0
110/01/06,26.75,27.31073,1.0
110/01/07,27.305,28.05766,1.0
110/01/08,27.934999999999995,28.318947,1.0
110/01/11,28.48,28.621628,1.0
110/01/12,28.509999999999998,29.089874,0.0
110/01/13,28.119999999999997,28.855717,0.0
110/01/14,27.96,28.257393,0.0
110/01/15,27.369999999999997,27.952835,0.0
110/01/18,26.535000000000004,27.342974,0.0
110/01/19,25.520000000000003,26.60961,0.0
110/01/20,24.66,25.946133,0.0
110/01/21,24.15,24.889717,0.0
110/01/22,23.68,24.00432,0.0
110/01/25,23.125,23.463211,0.0
110/01/26,22.715,23.087816,0.0
110/01/27,22.395,22.476048,0.0
110/01/28,21.875,21.95171,0.0
110/01/29,21.515,21.646921,0.0
110/02/01,21.040000000000003,21.438663,0.0
110/02/02,20.95,21.138914,1.0
110/02/03,21.09,21.203575,1.0
110/02/04,21.2,21.33987,0.0
110/02/05,21.089999999999996,21.190784,0.0
110/02/17,21.154999999999998,21.04007,1.0
110/02/18,21.55,21.554646,1.0
110/02/19,22.029999999999998,22.474005,1.0
110/02/22,22.775,23.099936,1.0
110/02/23,23.625,24.018297,1.0
110/02/24,24.509999999999998,25.018694,1.0
110/02/25,25.265,25.661192,1.0
110/02/26,26.005000000000003,26.2811,1.0
110/03/02,26.52,26.831789,1.0
110/03/03,27.130000000000003,27.044407,1.0
110/03/04,27.425,27.227661,1.0
110/03/05,27.475,27.287266,0.0
110/03/08,27.595,27.212898,1.0
110/03/09,27.54,27.304356,1.0
110/03/10,27.514999999999997,27.368067,0.0
110/03/11,27.535000000000004,27.35006,0.0
110/03/12,27.6,27.307133,1.0
110/03/15,27.830000000000002,27.511757,1.0
110/03/16,28.125,27.972137,1.0
110/03/17,28.494999999999997,28.12228,1.0
110/03/18,29.025,28.551918,1.0
110/03/19,29.68,29.15014,1.0
110/03/22,30.585,29.81698,1.0
110/03/23,31.175,30.705502,1.0
110/03/24,31.755000000000003,31.10904,1.0
110/03/25,32.195,31.442596,1.0
110/03/26,32.68,31.746265,1.0
110/03/29,33.075,32.306244,1.0
110/03/30,33.61,33.079796,1.0
110/03/31,34.25,33.57067,1.0
110/04/01,35.075,34.18138,1.0
110/04/06,36.230000000000004,35.071556,1.0
110/04/07,37.28,36.245197,1.0
110/04/08,38.55,37.67328,1.0
110/04/09,39.445,39.169075,1.0
110/04/12,40.805,39.62555,1.0
110/04/13,41.885,40.667564,1.0
110/04/14,42.91,41.74613,1.0
110/04/15,44.040000000000006,42.58761,1.0
110/04/16,45.33,43.49826,1.0
110/04/19,46.815,44.543526,1.0
110/04/20,48.1,45.98767,1.0
110/04/21,49.735,47.500153,1.0
110/04/22,51.075,49.38597,1.0
110/04/23,52.839999999999996,51.301125,1.0
110/04/26,54.870000000000005,52.863693,1.0
110/04/27,57.59000000000001,54.61846,1.0
110/04/28,60.540000000000006,56.97238,1.0
