date,real_close,predict_close,Prediction_Result
109/12/02,141.65,141.45406,1.0
109/12/03,142.05,141.8824,1.0
109/12/04,142.55,142.9819,1.0
109/12/07,143.6,143.82387,1.0
109/12/08,144.5,145.52797,1.0
109/12/09,145.6,146.78595,1.0
109/12/10,146.55,148.00435,1.0
109/12/11,147.55,148.90189,1.0
109/12/14,148.45,149.40448,1.0
109/12/15,148.6,149.90256,0.0
109/12/16,149.2,149.8573,0.0
109/12/17,149.45,149.8496,1.0
109/12/18,149.95,149.9339,0.0
109/12/21,149.45,149.78555,0.0
109/12/22,149.2,149.60004,0.0
109/12/23,148.9,148.90778,0.0
109/12/24,148.65,148.74113,0.0
109/12/25,148.35,148.27887,0.0
109/12/28,148.05,148.15118,0.0
109/12/29,148.1,147.98148,0.0
109/12/30,147.75,147.6853,0.0
109/12/31,147.5,147.18082,0.0
110/01/04,147.2,146.6702,1.0
110/01/05,147.3,146.82881,1.0
110/01/06,147.5,146.93265,1.0
110/01/07,147.6,147.17853,1.0
110/01/08,147.7,147.6579,1.0
110/01/11,147.65,147.69557,0.0
110/01/12,147.15,147.68423,0.0
110/01/13,146.65,147.60437,0.0
110/01/14,146.0,147.1428,0.0
110/01/15,144.95,146.43149,0.0
110/01/18,144.1,145.4081,0.0
110/01/19,143.0,144.46086,0.0
110/01/20,141.55,143.22118,0.0
110/01/21,140.0,141.74689,0.0
110/01/22,138.7,140.27121,0.0
110/01/25,137.7,138.95203,0.0
110/01/26,137.0,138.19199,0.0
110/01/27,136.2,137.28711,0.0
110/01/28,135.55,136.4507,0.0
110/01/29,135.5,135.64072,0.0
110/02/01,134.95,135.5582,0.0
110/02/02,134.55,135.26791,0.0
110/02/03,134.35,134.87685,0.0
110/02/04,134.1,134.48828,0.0
110/02/05,133.8,133.96313,0.0
110/02/17,133.35,133.4427,0.0
110/02/18,133.4,133.18495,1.0
110/02/19,133.65,133.19217,1.0
110/02/22,133.95,133.4661,1.0
110/02/23,134.05,133.95348,1.0
110/02/24,134.25,134.54544,1.0
110/02/25,134.25,134.73233,1.0
110/02/26,134.7,134.98137,1.0
110/03/02,135.3,135.86855,1.0
110/03/03,136.05,136.46237,1.0
110/03/04,136.4,137.46527,1.0
110/03/05,136.3,137.61884,0.0
110/03/08,135.9,137.39676,0.0
110/03/09,135.5,137.04918,0.0
110/03/10,135.15,136.46544,0.0
110/03/11,134.85,135.79558,0.0
110/03/12,134.85,135.0898,0.0
110/03/15,134.55,134.70564,0.0
110/03/16,134.4,134.22336,0.0
110/03/17,134.0,133.98286,0.0
110/03/18,134.25,133.91956,1.0
110/03/19,134.05,134.5678,0.0
110/03/22,134.0,134.50899,1.0
110/03/23,133.9,134.58817,0.0
110/03/24,133.8,134.50674,0.0
110/03/25,133.65,134.36072,0.0
110/03/26,133.75,133.99701,1.0
110/03/29,133.75,134.12924,0.0
110/03/30,133.65,134.07047,0.0
110/03/31,133.45,134.0032,0.0
110/04/01,132.9,133.71011,0.0
110/04/06,132.95,133.38486,1.0
110/04/07,133.05,133.46237,1.0
110/04/08,133.3,133.5573,1.0
110/04/09,133.45,133.92851,0.0
110/04/12,133.55,133.83344,0.0
110/04/13,133.3,133.44577,0.0
110/04/14,133.0,133.061,0.0
110/04/15,132.65,132.70146,0.0
110/04/16,132.25,132.31476,0.0
110/04/19,131.75,131.85077,0.0
110/04/20,131.1,131.24551,0.0
110/04/21,130.45,130.52696,0.0
110/04/22,129.5,129.74834,0.0
110/04/23,128.4,128.93707,0.0
110/04/26,127.9,128.00851,0.0
110/04/27,127.45,127.95956,0.0
110/04/28,126.85,127.62361,0.0
110/04/29,126.4,127.12422,0.0
110/05/03,125.65,126.9433,0.0
110/05/04,124.45,126.198524,0.0
110/05/05,122.3,125.3512,0.0
110/05/06,120.15,123.626495,0.0
110/05/07,118.6,121.3091,0.0
110/05/10,117.05,119.0002,0.0
110/05/11,114.6,116.70237,0.0
110/05/12,111.9,114.23213,0.0
110/05/13,109.75,111.629,0.0
110/05/14,107.25,109.36716,0.0
110/05/17,105.2,107.486176,0.0
110/05/18,103.7,105.66083,0.0
110/05/19,103.45,104.34062,0.0
110/05/20,103.1,103.67589,0.0
110/05/21,102.6,103.25822,1.0
110/05/24,102.3,103.33296,1.0
110/05/25,102.65,103.49605,1.0
110/05/26,103.2,103.992195,1.0
110/05/27,103.35,104.551865,1.0
110/05/28,103.9,105.00416,1.0
110/05/31,104.55,105.72983,1.0
110/06/01,105.35,106.45485,1.0
110/06/02,105.7,107.2366,1.0
110/06/03,106.05,107.65996,1.0
110/06/04,106.3,107.81238,1.0
110/06/07,106.35,107.8892,0.0
110/06/08,106.35,107.70359,1.0
110/06/09,106.3,107.78621,0.0
110/06/10,106.55,107.43049,0.0
110/06/11,106.45,107.37372,0.0
110/06/15,106.35,107.19059,0.0
110/06/16,106.0,107.12738,0.0
110/06/17,106.05,106.95127,1.0
110/06/18,106.3,106.98923,1.0
110/06/21,106.2,107.224594,0.0
110/06/22,106.25,107.00005,0.0
110/06/23,106.35,106.814766,1.0
110/06/24,106.7,107.09573,1.0
110/06/25,106.75,107.502075,1.0
110/06/28,106.8,107.89154,1.0
110/06/29,106.65,107.93994,0.0
110/06/30,106.65,107.71697,0.0
110/07/01,106.4,107.524994,0.0
110/07/02,106.1,107.244064,0.0
110/07/05,106.15,106.99217,0.0
110/07/06,106.15,106.87546,0.0
110/07/07,105.85,106.49431,0.0
110/07/08,105.5,106.07616,0.0
110/07/09,105.2,105.869125,0.0
110/07/12,105.05,105.6929,1.0
110/07/13,106.1,105.693214,1.0
110/07/14,107.25,106.95618,1.0
110/07/15,108.15,109.76191,1.0
110/07/16,108.75,111.69748,1.0
110/07/19,109.0,112.717804,1.0
110/07/20,109.25,112.92411,0.0
110/07/21,109.55,112.66031,0.0
110/07/22,109.8,112.10417,0.0
110/07/23,110.05,111.43148,0.0
110/07/26,110.35,110.71852,0.0
110/07/27,110.05,110.233,1.0
110/07/28,109.2,110.30296,0.0
