date,real_close,0
110/02/02,931.0,905.97675
110/02/03,950.0,926.0579
110/02/04,946.0,946.4511
110/02/05,950.0,949.69464
110/02/17,980.0,960.88824
110/02/18,978.0,980.6977
110/02/19,964.0,981.2172
110/02/22,951.0,968.56
110/02/23,965.0,961.349
110/02/24,940.0,961.6305
110/02/25,944.0,954.283
110/02/26,896.0,950.76904
110/03/02,900.0,924.47363
110/03/03,930.0,930.6103
110/03/04,897.0,931.9375
110/03/05,883.0,914.84064
110/03/08,867.0,897.82935
110/03/09,879.0,884.57733
110/03/10,864.0,884.3158
110/03/11,888.0,875.67914
110/03/12,899.0,886.96594
110/03/15,907.0,900.59344
110/03/16,919.0,909.09875
110/03/17,908.0,915.3097
110/03/18,903.0,913.3911
110/03/19,885.0,911.7054
110/03/22,881.0,898.9496
110/03/23,870.0,891.8719
110/03/24,894.0,887.2327
110/03/25,949.0,889.8679
110/03/26,943.0,915.2159
110/03/29,941.0,942.9722
110/03/30,971.0,954.4461
110/03/31,969.0,965.30634
110/04/01,961.0,975.8126
110/04/06,995.0,972.6303
110/04/07,998.0,982.86017
110/04/08,1020.0,998.04663
110/04/09,999.0,1005.95746
110/04/12,960.0,1011.89233
110/04/13,961.0,983.16187
110/04/14,965.0,977.6294
110/04/15,985.0,967.68054
110/04/16,975.0,973.94
110/04/19,963.0,977.85205
110/04/20,998.0,972.8599
110/04/21,988.0,987.1074
110/04/22,984.0,995.51215
110/04/23,1035.0,995.1938
110/04/26,1070.0,1004.9836
110/04/27,1065.0,1047.9034
110/04/28,1080.0,1071.3867
110/04/29,1185.0,1080.6971
110/05/03,1105.0,1148.4583
110/05/04,1085.0,1134.184
110/05/05,1005.0,1105.3843
110/05/06,1055.0,1057.4037
110/05/07,1060.0,1054.396
110/05/10,979.0,1054.0424
110/05/11,911.0,998.2292
110/05/12,888.0,955.47876
110/05/13,873.0,919.2354
110/05/14,895.0,907.9524
110/05/17,914.0,907.88947
110/05/18,994.0,911.2814
110/05/19,943.0,950.9068
110/05/20,930.0,953.9763
110/05/21,955.0,950.51697
110/05/24,943.0,960.263
110/05/25,952.0,950.8643
110/05/26,951.0,953.3037
110/05/27,935.0,952.4805
110/05/28,961.0,942.61957
110/05/31,995.0,950.148
110/06/01,977.0,968.93384
110/06/02,959.0,981.51526
110/06/03,981.0,969.57007
110/06/04,977.0,980.79095
110/06/07,973.0,977.7791
110/06/08,966.0,968.3615
110/06/09,967.0,969.31177
110/06/10,998.0,968.8831
110/06/11,980.0,982.38934
110/06/15,989.0,986.488
110/06/16,985.0,994.43536
110/06/17,978.0,993.50726
110/06/18,965.0,982.36725
110/06/21,918.0,978.14453
110/06/22,903.0,926.73895
110/06/23,941.0,916.1821
110/06/24,929.0,934.4211
110/06/25,927.0,936.24805
110/06/28,935.0,938.181
110/06/29,935.0,936.5646
110/06/30,962.0,939.65735
110/07/01,955.0,955.0457
110/07/02,957.0,959.7505
110/07/05,957.0,961.63055
110/07/06,922.0,961.963
110/07/07,917.0,934.75323
110/07/08,920.0,924.8565
110/07/09,919.0,928.939
110/07/12,935.0,925.77344
110/07/13,926.0,933.8883
110/07/14,930.0,935.88184
110/07/15,951.0,934.1964
110/07/16,957.0,942.3285
110/07/19,919.0,951.49567
110/07/20,920.0,931.56006
110/07/21,912.0,926.8291
110/07/22,919.0,918.20166
110/07/23,933.0,922.6157
110/07/26,923.0,930.56067
110/07/27,938.0,932.9697
110/07/28,890.0,939.6021
110/07/29,933.0,910.07886
110/07/30,910.0,932.2238
110/08/02,934.0,926.9649
110/08/03,938.0,930.0937
110/08/04,950.0,935.6061
110/08/05,961.0,942.7222
110/08/06,936.0,956.6997
110/08/09,921.0,947.8726
110/08/10,922.0,933.8506
110/08/11,910.0,927.70667
110/08/12,904.0,916.06824
110/08/13,910.0,910.8297
110/08/16,901.0,914.99615
110/08/17,880.0,909.9652
110/08/18,912.0,887.69135
110/08/19,888.0,895.1783
110/08/20,873.0,896.0775
110/08/23,911.0,890.55414
110/08/24,909.0,900.70935
110/08/25,911.0,910.9244
110/08/26,888.0,915.2716
110/08/27,896.0,889.39996
110/08/30,912.0,897.1732
110/08/31,901.0,905.2535
110/09/01,927.0,907.2385
110/09/02,933.0,918.56464
110/09/03,919.0,930.83765
110/09/06,896.0,931.292
110/09/07,903.0,916.5239
110/09/08,912.0,911.6688
110/09/09,901.0,911.43506
110/09/10,925.0,910.29645
110/09/13,927.0,913.1552
110/09/14,947.0,918.9816
110/09/15,935.0,932.27045
110/09/16,936.0,941.22675
110/09/17,940.0,940.8907
110/09/22,911.0,944.5603
110/09/23,915.0,927.1424
110/09/24,920.0,923.7812
110/09/27,959.0,923.66406
110/09/28,957.0,933.13684
110/09/29,913.0,954.058
110/09/30,905.0,939.1689
110/10/01,885.0,924.41077
110/10/04,892.0,895.28076
110/10/05,867.0,896.3866
110/10/06,871.0,874.12994
110/10/07,911.0,882.02563
110/10/08,910.0,899.36755
110/10/12,887.0,911.63513
110/10/13,862.0,909.696
110/10/14,840.0,879.2583
110/10/15,857.0,855.4315
110/10/18,867.0,862.64075
110/10/19,898.0,870.68896
110/10/20,901.0,885.3591
110/10/21,913.0,899.9753
110/10/22,926.0,908.59863
110/10/25,938.0,916.2314
110/10/26,946.0,926.3857
110/10/27,942.0,940.8848
110/10/28,936.0,947.49023
110/10/29,913.0,942.1698
110/11/01,922.0,929.9225
110/11/02,928.0,927.0549
110/11/03,932.0,926.6543
110/11/04,928.0,931.14526
110/11/05,940.0,933.8772
110/11/08,980.0,936.40454
110/11/09,978.0,950.5244
110/11/10,958.0,976.7991
110/11/11,954.0,971.66473
110/11/12,983.0,962.27155
110/11/15,1025.0,967.68854
110/11/16,1035.0,992.881
110/11/17,1030.0,1023.158
110/11/18,1085.0,1038.6942
110/11/19,1090.0,1068.2727
110/11/22,1080.0,1092.406
110/11/23,1055.0,1094.8254
110/11/24,1040.0,1072.9259
110/11/25,1035.0,1047.8743
110/11/26,1005.0,1036.1573
110/11/29,1030.0,1011.40106
110/11/30,1010.0,1012.49976
110/12/01,1065.0,1028.1328
110/12/02,1080.0,1041.2496
110/12/03,1060.0,1061.499
110/12/06,1085.0,1066.795
110/12/07,1065.0,1069.9003
110/12/08,1095.0,1068.8746
110/12/09,1085.0,1083.5413
110/12/10,1075.0,1087.2665
110/12/13,1075.0,1078.4501
110/12/14,1070.0,1076.5708
110/12/15,1060.0,1068.3195
110/12/16,1090.0,1060.9336
110/12/17,1075.0,1073.5077
110/12/20,1055.0,1082.8711
110/12/21,1090.0,1070.189
110/12/22,1085.0,1082.2966
110/12/23,1095.0,1084.4851
110/12/24,1120.0,1087.931
110/12/27,1145.0,1098.2864
110/12/28,1175.0,1128.7009
110/12/29,1185.0,1161.3022
110/12/30,1190.0,1177.6111
