date,real_close,predict_close,Prediction_Result
109/12/02,44.57,46.80835,0.0
109/12/03,44.64,46.733845,1.0
109/12/04,44.690000000000005,46.76769,1.0
109/12/07,44.705,46.91236,1.0
109/12/08,44.730000000000004,47.09747,1.0
109/12/09,44.795,47.239376,1.0
109/12/10,44.87,47.397476,1.0
109/12/11,44.93,47.477005,0.0
109/12/14,44.95,47.46009,0.0
109/12/15,44.864999999999995,47.384426,0.0
109/12/16,44.9,47.26688,1.0
109/12/17,44.915,47.27078,1.0
109/12/18,44.945,47.35127,1.0
109/12/21,45.029999999999994,47.39816,1.0
109/12/22,45.084999999999994,47.4103,0.0
109/12/23,45.095,47.308876,0.0
109/12/24,45.089999999999996,47.26125,1.0
109/12/25,45.09,47.30545,1.0
109/12/28,45.2,47.421703,1.0
109/12/29,45.385000000000005,47.636944,1.0
109/12/30,45.54,47.822815,1.0
109/12/31,45.714999999999996,47.925713,1.0
110/01/04,45.875,48.022457,1.0
110/01/05,45.96,48.146706,1.0
110/01/06,46.015,48.204285,0.0
110/01/07,46.065,48.20029,1.0
110/01/08,46.165,48.20891,1.0
110/01/11,46.295,48.300587,1.0
110/01/12,46.28,48.418285,0.0
110/01/13,46.265,48.39114,0.0
110/01/14,46.24,48.35753,0.0
110/01/15,46.155,48.32469,0.0
110/01/18,46.07000000000001,48.279358,0.0
110/01/19,46.0,48.23031,0.0
110/01/20,45.925,48.19696,0.0
110/01/21,45.85,48.084175,0.0
110/01/22,45.75,47.9907,0.0
110/01/25,45.614999999999995,47.9757,0.0
110/01/26,45.5,47.960533,0.0
110/01/27,45.339999999999996,47.854633,0.0
110/01/28,45.19,47.727818,0.0
110/01/29,45.055,47.650375,0.0
110/02/01,44.935,47.622368,1.0
110/02/02,44.88,47.634445,1.0
110/02/03,44.905,47.83539,1.0
110/02/04,44.925,47.902443,0.0
110/02/05,44.925,47.717087,0.0
110/02/17,44.965,47.520416,0.0
110/02/18,45.084999999999994,47.490753,1.0
110/02/19,45.19500000000001,47.612526,1.0
110/02/22,45.31,47.71885,1.0
110/02/23,45.475,47.809734,1.0
110/02/24,45.63,47.92801,1.0
110/02/25,45.760000000000005,48.00837,1.0
110/02/26,45.834999999999994,48.080254,0.0
