date,real_close,predict_close,Prediction_Result
109/12/02,34.185,37.243893,1.0
109/12/03,34.44,37.442825,1.0
109/12/04,34.75,37.53465,1.0
109/12/07,34.955,37.660973,1.0
109/12/08,35.160000000000004,37.82549,1.0
109/12/09,35.404999999999994,37.974964,1.0
109/12/10,35.565,38.10797,1.0
109/12/11,35.61,38.17193,0.0
109/12/14,35.615,38.155308,0.0
109/12/15,35.53,38.117886,0.0
109/12/16,35.49,38.033688,0.0
109/12/17,35.475,37.954697,0.0
109/12/18,35.315,37.85027,0.0
109/12/21,35.14,37.71118,0.0
109/12/22,34.910000000000004,37.565712,0.0
109/12/23,34.65,37.405514,0.0
109/12/24,34.440000000000005,37.23974,0.0
109/12/25,34.364999999999995,37.10915,0.0
109/12/28,34.32,37.09874,1.0
109/12/29,34.295,37.17581,1.0
109/12/30,34.25,37.20388,1.0
109/12/31,34.25,37.211964,1.0
110/01/04,34.345,37.230682,1.0
110/01/05,34.435,37.29978,1.0
110/01/06,34.54,37.378998,1.0
110/01/07,34.7,37.424774,1.0
110/01/08,34.88,37.542496,1.0
110/01/11,35.015,37.684208,1.0
110/01/12,35.09,37.81963,1.0
110/01/13,35.285000000000004,37.956696,1.0
110/01/14,35.465,38.105114,1.0
110/01/15,35.61,38.243446,1.0
110/01/18,35.815000000000005,38.34114,1.0
110/01/19,36.135000000000005,38.468773,1.0
110/01/20,36.565000000000005,38.782326,1.0
110/01/21,36.95,39.164036,1.0
110/01/22,37.519999999999996,39.583027,1.0
110/01/25,38.0,40.012733,1.0
110/01/26,38.339999999999996,40.42718,1.0
110/01/27,38.61,40.64358,1.0
110/01/28,38.809999999999995,40.741547,0.0
110/01/29,38.89,40.69085,0.0
110/02/01,38.905,40.555717,0.0
110/02/02,38.855,40.339783,0.0
110/02/03,38.665,40.14563,0.0
110/02/04,38.44,39.947933,0.0
110/02/05,38.17,39.74151,0.0
110/02/17,38.095,39.67697,1.0
110/02/18,38.2,39.84355,1.0
110/02/19,38.325,40.088425,1.0
110/02/22,38.495000000000005,40.309593,1.0
110/02/23,38.720000000000006,40.49465,1.0
110/02/24,38.904999999999994,40.533676,1.0
110/02/25,39.215,40.550537,1.0
110/02/26,39.485,40.71403,1.0
110/03/02,39.79,40.811947,1.0
110/03/03,39.864999999999995,40.887665,0.0
110/03/04,39.725,40.885487,0.0
110/03/05,39.540000000000006,40.8012,0.0
110/03/08,39.334999999999994,40.65123,0.0
110/03/09,39.245000000000005,40.50359,0.0
110/03/10,39.275,40.446156,0.0
110/03/11,39.38,40.439583,1.0
110/03/12,39.279999999999994,40.49262,1.0
110/03/15,39.345,40.580452,1.0
110/03/16,39.45,40.743168,1.0
110/03/17,39.605000000000004,40.938507,1.0
110/03/18,39.87,41.114883,1.0
