date,real_close,predict_close,Prediction_Result
109/10/07,79.65,81.73582,1.0
109/10/08,79.92,82.24785,1.0
109/10/12,80.1,82.98858,1.0
109/10/13,80.62,83.79741,1.0
109/10/14,81.6,84.419365,1.0
109/10/15,82.38000000000001,85.29841,1.0
109/10/16,83.17999999999999,85.89431,1.0
109/10/19,83.8,86.27539,1.0
109/10/20,84.19000000000001,86.67964,1.0
109/10/21,84.49,86.99663,1.0
109/10/22,84.47999999999999,87.10375,0.0
109/10/23,84.6,87.04154,1.0
109/10/26,84.51,87.08013,0.0
109/10/27,84.44,86.9711,0.0
109/10/28,84.14,86.74459,0.0
109/10/29,83.83,86.45664,0.0
109/10/30,83.5,85.96786,0.0
109/11/02,83.05,85.41994,0.0
109/11/03,82.86999999999999,84.77867,0.0
109/11/04,82.85,84.59781,1.0
109/11/05,82.94000000000001,84.72942,1.0
109/11/06,82.97,85.149,1.0
109/11/09,83.31,85.77854,1.0
109/11/10,83.52000000000001,86.44167,1.0
109/11/11,83.78999999999999,86.87835,1.0
109/11/12,84.37,87.16049,1.0
109/11/13,85.11,87.70553,1.0
109/11/16,86.19,88.37743,1.0
109/11/17,86.89000000000001,89.91081,1.0
109/11/18,87.57000000000001,91.03557,1.0
109/11/19,88.19,91.67327,1.0
109/11/20,88.8,92.07791,1.0
109/11/23,89.22999999999999,92.49823,1.0
109/11/24,89.74,92.94058,1.0
109/11/25,90.17,93.21407,1.0
109/11/26,90.50999999999999,93.30552,1.0
109/11/27,90.84,93.468666,1.0
109/11/30,90.83,93.59764,0.0
109/12/01,90.97,93.53257,0.0
109/12/02,91.94,93.462265,1.0
109/12/03,92.61999999999999,94.823235,1.0
109/12/04,93.11,97.08085,1.0
109/12/07,93.92,98.12052,1.0
109/12/08,95.41,99.08948,1.0
109/12/09,97.75,101.143906,1.0
109/12/10,100.25,104.559204,1.0
109/12/11,102.12,107.20171,1.0
109/12/14,103.88,109.30958,1.0
109/12/15,105.32000000000001,110.61783,1.0
109/12/16,105.92,111.157486,1.0
109/12/17,107.33,111.43663,1.0
109/12/18,108.67999999999999,111.842384,1.0
109/12/21,109.6,111.923904,0.0
109/12/22,109.6,111.79189,0.0
109/12/23,108.9,111.23993,0.0
109/12/24,108.1,110.652794,0.0
109/12/25,107.8,110.2656,0.0
109/12/28,108.35,109.9557,1.0
109/12/29,108.75,110.34843,1.0
109/12/30,109.35,110.61611,1.0
109/12/31,109.35,111.0188,1.0
110/01/04,110.15,111.72792,1.0
110/01/05,111.3,113.07977,1.0
110/01/06,112.5,114.44183,1.0
110/01/07,113.5,115.68138,1.0
110/01/08,114.2,116.45639,1.0
110/01/11,115.2,116.689995,1.0
110/01/12,115.05,117.46799,0.0
110/01/13,115.75,117.42288,1.0
110/01/14,116.3,117.79382,1.0
110/01/15,116.6,118.12979,0.0
110/01/18,115.9,118.045944,0.0
110/01/19,115.3,117.4064,0.0
110/01/20,114.9,116.89011,0.0
110/01/21,114.7,116.56552,1.0
110/01/22,115.3,116.56995,1.0
110/01/25,115.4,117.33211,1.0
110/01/26,115.95,117.85141,1.0
110/01/27,115.8,118.193146,1.0
110/01/28,114.9,118.26986,0.0
110/01/29,113.9,117.58797,0.0
110/02/01,113.2,116.48912,0.0
110/02/02,113.0,115.000916,0.0
110/02/03,112.55,114.00188,0.0
110/02/04,111.95,113.110596,0.0
110/02/05,110.35,112.0083,0.0
110/02/17,109.45,110.78999,0.0
110/02/18,108.8,110.07149,0.0
110/02/19,108.4,109.933624,1.0
110/02/22,108.9,110.08872,1.0
110/02/23,109.55,110.578674,1.0
110/02/24,110.15,110.94097,1.0
110/02/25,109.9,111.17621,1.0
110/02/26,109.65,111.4314,0.0
110/03/02,109.35,111.25734,0.0
110/03/03,109.35,110.829666,0.0
110/03/04,108.85,110.151215,0.0
110/03/05,108.15,109.348236,0.0
110/03/08,107.25,108.710526,0.0
110/03/09,105.95,108.06232,0.0
110/03/10,104.95,107.179,0.0
110/03/11,104.8,106.39783,1.0
110/03/12,104.7,106.57155,1.0
110/03/15,104.95,107.053085,1.0
110/03/16,105.1,107.48691,1.0
110/03/17,105.4,107.970314,1.0
110/03/18,105.95,108.29055,1.0
110/03/19,106.55,108.82431,1.0
110/03/22,107.45,109.35387,1.0
110/03/23,108.55,110.04111,1.0
110/03/24,109.35,110.77555,1.0
110/03/25,109.7,111.3965,1.0
110/03/26,110.05,111.98576,1.0
110/03/29,110.4,112.35466,1.0
110/03/30,111.4,112.63414,1.0
110/03/31,112.45,113.29824,1.0
110/04/01,113.45,114.29465,1.0
110/04/06,114.45,115.387794,1.0
110/04/07,115.9,116.603424,1.0
110/04/08,117.05,118.31018,1.0
110/04/09,118.8,119.76251,1.0
110/04/12,119.85,121.32796,1.0
110/04/13,120.5,122.26506,1.0
110/04/14,121.35,122.522705,1.0
110/04/15,121.65,122.533356,0.0
110/04/16,121.95,122.2739,0.0
110/04/19,121.9,122.08159,0.0
110/04/20,122.05,121.650925,0.0
110/04/21,121.45,121.51083,0.0
110/04/22,120.6,121.10629,0.0
110/04/23,119.85,120.48124,0.0
110/04/26,119.4,120.065704,0.0
110/04/27,119.45,119.692696,1.0
110/04/28,119.45,119.71135,1.0
110/04/29,119.2,119.87498,0.0
110/06/01,118.75,119.59082,0.0
110/06/02,118.2,119.254486,0.0
110/06/03,117.45,118.636116,0.0
110/06/04,116.75,118.00906,0.0
110/06/07,116.9,117.30754,0.0
110/06/08,116.4,116.97238,0.0
110/06/09,116.4,116.493286,0.0
110/06/10,116.35,116.4249,1.0
110/06/11,116.15,117.23422,1.0
110/05/17,113.72999999999999,117.64769,0.0
110/05/18,111.81000000000002,115.291245,0.0
110/05/19,110.27000000000001,112.705894,0.0
110/05/20,108.41000000000001,110.23667,0.0
110/05/21,107.09,107.95878,0.0
110/05/24,105.4,106.177734,0.0
110/05/25,104.4,104.59003,0.0
110/05/26,102.9,103.76451,0.0
110/05/27,101.75,103.44764,1.0
110/05/28,101.05,103.803856,1.0
110/05/31,103.12,105.04242,1.0
110/08/02,106.74000000000001,106.688,1.0
110/08/03,110.47999999999999,111.07077,1.0
110/08/04,114.69000000000001,116.05669,1.0
110/08/05,118.16000000000001,120.793655,1.0
110/08/06,121.35,124.4445,1.0
110/08/09,123.85,126.66411,1.0
110/08/10,126.05,128.17699,1.0
110/08/11,127.65,128.76706,0.0
110/08/12,129.05,128.70218,0.0
110/08/13,129.55,128.38988,0.0
110/08/16,127.95,127.384964,0.0
110/08/17,125.6,126.03182,0.0
110/08/18,123.6,124.398,0.0
110/08/19,121.3,122.75328,0.0
110/08/20,119.45,120.94864,0.0
110/08/23,118.6,119.32725,0.0
110/08/24,118.45,118.53214,0.0
110/08/25,119.05,118.42885,1.0
110/08/26,119.05,119.25459,1.0
110/08/27,119.65,120.31206,1.0
110/08/30,120.55,121.25665,1.0
110/08/31,122.05,122.58712,1.0
110/09/01,124.2,123.76132,1.0
110/09/02,127.0,125.60722,1.0
110/09/03,129.5,127.54749,1.0
110/09/06,131.05,129.31721,1.0
110/09/07,132.4,130.83649,1.0
110/09/08,132.25,131.79115,1.0
110/09/09,132.95,132.01288,1.0
110/09/10,134.1,132.03859,1.0
110/09/13,134.45,132.21812,0.0
110/09/14,134.7,131.93546,0.0
110/09/15,133.15,131.42792,0.0
110/09/16,131.55,130.5121,0.0
110/09/17,130.3,129.43137,0.0
110/09/22,129.1,128.37238,0.0
110/09/23,127.55,127.22298,0.0
110/09/24,127.2,126.07594,0.0
110/09/27,126.35,125.33394,0.0
110/09/28,124.85,124.84247,0.0
110/09/29,123.5,123.93792,0.0
110/09/30,122.35,122.76726,0.0
110/10/01,121.45,121.806946,0.0
110/10/04,120.6,120.74896,0.0
110/10/05,119.75,119.783325,0.0
110/10/06,118.8,119.02652,0.0
110/10/07,119.3,118.38917,1.0
110/10/08,119.65,118.95953,1.0
110/10/12,119.45,120.08114,1.0
110/10/13,119.2,120.83902,1.0
110/10/14,119.5,121.10657,1.0
110/10/15,119.85,121.11021,1.0
110/10/18,120.45,121.38072,1.0
110/10/19,121.4,121.639175,1.0
110/10/20,122.45,122.128296,1.0
110/10/21,123.8,122.883354,1.0
110/10/22,124.45,123.93356,1.0
110/10/25,125.0,125.13919,1.0
110/10/26,125.95,126.36477,1.0
110/10/27,128.05,127.511925,1.0
110/10/28,130.45,129.2339,1.0
110/10/29,132.35,131.39497,1.0
110/11/01,134.7,133.06036,1.0
110/11/02,136.0,134.79276,1.0
110/11/03,137.25,135.74518,1.0
110/11/04,137.65,136.63608,1.0
110/11/05,137.75,136.81006,0.0
110/11/08,137.75,136.47676,0.0
110/11/09,137.75,135.80423,0.0
110/11/10,137.4,134.93774,0.0
110/11/11,136.25,134.40646,0.0
110/11/12,135.6,133.37746,0.0
110/11/15,134.65,132.61426,0.0
110/11/16,134.3,132.2869,0.0
110/11/17,133.75,132.04663,1.0
110/11/18,134.1,132.05386,1.0
110/11/19,134.8,132.34875,1.0
110/11/22,136.1,133.03021,1.0
110/11/23,137.3,134.10603,1.0
110/11/24,138.65,135.33806,1.0
110/11/25,140.0,136.99507,1.0
110/11/26,141.1,138.49757,1.0
110/11/29,142.9,139.44006,1.0
110/11/30,144.8,140.80905,1.0
110/12/01,146.55,142.26889,1.0
110/12/02,147.4,143.27954,1.0
110/12/03,148.05,143.7219,1.0
110/12/06,147.8,144.02245,1.0
110/12/07,147.75,144.13002,0.0
110/12/08,147.3,143.79034,0.0
110/12/09,147.1,143.52112,0.0
110/12/10,146.6,143.07155,0.0
110/12/13,145.65,142.20084,0.0
110/12/14,144.15,141.4742,0.0
110/12/15,142.9,140.47989,0.0
110/12/16,142.7,139.38873,0.0
110/12/17,141.7,138.88408,0.0
110/12/20,141.0,138.00174,0.0
110/12/21,140.7,137.09726,0.0
110/12/22,140.3,136.71298,0.0
110/12/23,140.2,136.67502,1.0
110/12/24,140.75,136.99345,1.0
110/12/27,141.25,137.50957,1.0
110/12/28,142.25,138.30739,1.0
110/12/29,142.8,139.20299,0.0
