date,real_close,predict_close,Prediction_Result
109/12/02,41.36,41.798363,1.0
109/12/03,41.38,41.801872,0.0
109/12/04,41.435,41.767273,0.0
109/12/07,41.42,41.75395,0.0
109/12/08,41.385000000000005,41.709644,0.0
109/12/09,41.36,41.642197,0.0
109/12/10,41.35,41.581264,1.0
109/12/11,41.305,41.61498,0.0
109/12/14,41.33,41.612556,0.0
109/12/15,41.285000000000004,41.603664,0.0
109/12/16,41.31,41.57149,1.0
109/12/17,41.33,41.59234,1.0
109/12/18,41.32,41.62191,1.0
109/12/21,41.355000000000004,41.65048,1.0
109/12/22,41.385,41.67622,1.0
109/12/23,41.394999999999996,41.6852,0.0
109/12/24,41.37,41.683083,0.0
109/12/25,41.39,41.68266,1.0
109/12/28,41.435,41.703983,1.0
109/12/29,41.61,41.75798,1.0
109/12/30,41.735,41.891598,1.0
109/12/31,41.85,42.04433,1.0
110/01/04,41.955,42.186077,1.0
110/01/05,42.059999999999995,42.31196,1.0
110/01/06,42.14,42.424774,1.0
110/01/07,42.230000000000004,42.494225,1.0
110/01/08,42.290000000000006,42.529152,1.0
110/01/11,42.355000000000004,42.529785,0.0
110/01/12,42.345,42.521812,0.0
110/01/13,42.245000000000005,42.487057,0.0
110/01/14,42.13,42.443245,0.0
110/01/15,41.989999999999995,42.367092,0.0
110/01/18,41.85,42.245205,0.0
110/01/19,41.69500000000001,42.094547,0.0
110/01/20,41.519999999999996,41.956947,0.0
110/01/21,41.35,41.79907,0.0
110/01/22,41.205,41.64115,0.0
110/01/25,41.08,41.487488,0.0
110/01/26,40.964999999999996,41.39755,0.0
110/01/27,40.845,41.31572,0.0
110/01/28,40.71,41.228985,0.0
110/01/29,40.635000000000005,41.101974,0.0
110/02/01,40.57,41.00264,0.0
110/02/02,40.525,40.910023,0.0
110/02/03,40.55,40.876923,0.0
110/02/04,40.565,40.865974,0.0
110/02/05,40.615,40.849686,1.0
110/02/17,40.685,40.889572,1.0
110/02/18,40.825,41.01882,1.0
110/02/19,40.964999999999996,41.21315,1.0
110/02/22,41.125,41.400814,1.0
110/02/23,41.295,41.558285,1.0
110/02/24,41.455,41.70567,1.0
110/02/25,41.61,41.860256,1.0
110/02/26,41.765,42.013096,1.0
110/03/02,41.934999999999995,42.135136,1.0
110/03/03,42.11,42.255707,1.0
110/03/04,42.225,42.390686,1.0
110/03/05,42.33,42.515057,1.0
110/03/08,42.485,42.643402,1.0
