date,real_close,predict_close,Prediction_Result
109/12/02,71.31,73.473305,0.0
109/12/03,71.31,73.394165,0.0
109/12/04,71.29,73.2883,0.0
109/12/07,71.22999999999999,73.21017,1.0
109/12/08,71.2,73.23449,1.0
109/12/09,71.17999999999999,73.26864,1.0
109/12/10,71.25,73.31474,1.0
109/12/11,71.25,73.406006,1.0
109/12/14,71.19,73.462875,1.0
109/12/15,71.12,73.47781,0.0
109/12/16,71.1,73.42478,0.0
109/12/17,71.1,73.347,0.0
109/12/18,71.03,73.254036,0.0
109/12/21,70.96000000000001,73.16124,0.0
109/12/22,70.87,73.079124,0.0
109/12/23,70.8,73.027855,0.0
109/12/24,70.66999999999999,72.986404,0.0
109/12/25,70.6,72.94601,1.0
109/12/28,70.83000000000001,72.97734,1.0
109/12/29,71.03999999999999,73.231064,1.0
109/12/30,71.21000000000001,73.586006,1.0
109/12/31,71.39,73.84017,1.0
110/01/04,71.69,74.01929,1.0
110/01/05,71.92,74.311356,1.0
110/01/06,72.12,74.508865,1.0
110/01/07,72.31,74.58789,1.0
110/01/08,72.54,74.606514,0.0
110/01/11,72.82000000000001,74.58577,1.0
110/01/12,72.82,74.59431,1.0
110/01/13,72.89,74.6358,1.0
110/01/14,72.95,74.64868,0.0
110/01/15,72.97,74.641,0.0
110/01/18,72.83,74.61434,0.0
110/01/19,72.72,74.5197,0.0
110/01/20,72.5,74.393456,0.0
110/01/21,72.36,74.22366,0.0
110/01/22,72.28999999999999,74.002495,0.0
110/01/25,72.07,73.836426,0.0
110/01/26,71.91,73.70009,0.0
110/01/27,71.66,73.59834,0.0
110/01/28,71.44,73.504105,0.0
110/01/29,71.25999999999999,73.386185,0.0
110/02/01,71.14000000000001,73.27906,0.0
110/02/02,71.13,73.17721,0.0
110/02/03,71.27000000000001,73.14511,1.0
110/02/04,71.32000000000001,73.21591,1.0
110/02/05,71.28999999999999,73.298676,1.0
110/02/17,71.34,73.38172,1.0
110/02/18,71.44,73.47624,1.0
110/02/19,71.63,73.59602,1.0
110/02/22,71.85,73.72988,1.0
110/02/23,72.08000000000001,73.89522,1.0
