date,real_close,predict_close,Prediction_Result
109/12/02,15.65,16.380602,1.0
109/12/03,15.815000000000001,16.542257,1.0
109/12/04,15.965,16.691757,1.0
109/12/07,16.105,16.801695,1.0
109/12/08,16.23,16.935547,1.0
109/12/09,16.4,17.082783,1.0
109/12/10,16.535,17.24673,1.0
109/12/11,16.615,17.32898,0.0
109/12/14,16.77,17.315245,1.0
109/12/15,16.925,17.407454,1.0
109/12/16,17.05,17.583128,1.0
109/12/17,17.11,17.738068,1.0
109/12/18,17.229999999999997,17.768574,1.0
109/12/21,17.445,17.815948,1.0
109/12/22,17.54,17.997622,1.0
109/12/23,17.619999999999997,18.074564,1.0
109/12/24,17.745,18.103233,1.0
109/12/25,18.01,18.185352,1.0
109/12/28,18.365000000000002,18.399397,1.0
109/12/29,18.67,18.733078,1.0
109/12/30,18.925,19.127975,1.0
109/12/31,19.225,19.386982,1.0
110/01/04,19.475,19.602318,1.0
110/01/05,19.535,19.775108,1.0
110/01/06,19.610000000000003,19.875048,0.0
110/01/07,19.585,19.867943,0.0
110/01/08,19.59,19.717558,0.0
110/01/11,19.485,19.556427,0.0
110/01/12,19.095000000000002,19.407835,0.0
110/01/13,18.735,19.185463,0.0
110/01/14,18.43,18.93313,0.0
110/01/15,18.055,18.71622,0.0
110/01/18,17.68,18.446419,0.0
110/01/19,17.34,18.133095,0.0
110/01/20,17.029999999999998,17.845135,0.0
110/01/21,16.830000000000002,17.532877,0.0
110/01/22,16.619999999999997,17.279495,0.0
110/01/25,16.419999999999998,17.099154,0.0
110/01/26,16.279999999999998,16.957748,0.0
110/01/27,16.145000000000003,16.780344,0.0
110/01/28,15.995,16.644703,0.0
110/01/29,15.904999999999998,16.554401,0.0
110/02/01,15.834999999999999,16.487482,0.0
110/02/02,15.835000000000003,16.4545,1.0
110/02/03,15.870000000000001,16.484547,0.0
110/02/04,15.88,16.47022,0.0
110/02/05,15.855,16.438734,0.0
110/02/17,15.870000000000001,16.434875,1.0
110/02/18,15.960000000000003,16.520996,1.0
110/02/19,16.014999999999997,16.65642,1.0
110/02/22,16.235,16.718176,1.0
110/02/23,16.445,16.912783,1.0
110/02/24,16.575,17.160679,1.0
110/02/25,16.689999999999998,17.294344,1.0
110/02/26,16.81,17.407335,1.0
110/03/02,16.895,17.50076,1.0
110/03/03,17.025,17.55111,1.0
110/03/04,17.119999999999997,17.616974,1.0
110/03/05,17.18,17.683552,1.0
110/03/08,17.25,17.730526,1.0
110/03/09,17.235000000000003,17.745522,1.0
110/03/10,17.2,17.838068,1.0
110/03/11,17.240000000000002,17.876287,1.0
110/03/12,17.26,17.916992,1.0
110/03/15,17.325,17.967413,1.0
110/03/16,17.405,18.041103,1.0
110/03/17,17.45,18.084036,1.0
110/03/18,17.515,18.103645,1.0
110/03/19,17.575,18.15484,1.0
110/03/22,17.770000000000003,18.197504,1.0
110/03/23,17.82,18.333725,1.0
110/03/24,17.880000000000003,18.39059,0.0
110/03/25,17.93,18.37489,1.0
110/03/26,17.995,18.38604,1.0
110/03/29,18.05,18.449873,1.0
110/03/30,18.13,18.54306,1.0
110/03/31,18.22,18.615303,1.0
110/04/01,18.325,18.67561,1.0
110/04/06,18.42,18.766882,1.0
110/04/07,18.41,18.857258,1.0
110/04/08,18.485,18.943594,1.0
110/04/09,18.56,19.04274,1.0
110/04/12,18.695,19.075497,1.0
110/04/13,18.87,19.195728,1.0
110/04/14,19.035,19.39549,1.0
110/04/15,19.175,19.568161,1.0
110/04/16,19.35,19.661634,1.0
110/04/19,19.685,19.780478,1.0
110/04/20,19.945,20.04257,1.0
110/04/21,20.4,20.275116,1.0
110/04/22,20.84,20.588842,1.0
110/04/23,21.15,21.093678,1.0
110/04/26,21.505000000000003,21.376574,1.0
110/04/27,21.77,21.618334,1.0
110/04/28,22.125,21.832256,1.0
110/04/29,22.595000000000002,22.122833,1.0
110/05/03,23.14,22.441946,1.0
110/05/04,23.23,22.91602,1.0
110/05/05,23.375,23.141073,1.0
110/05/06,23.23,23.150171,0.0
110/05/07,23.105,23.101282,0.0
110/05/10,23.29,22.991352,1.0
110/05/11,23.18,22.996635,0.0
110/05/12,22.89,22.849586,0.0
110/05/13,22.365000000000002,22.527998,0.0
110/05/14,21.814999999999998,21.938107,0.0
110/05/17,20.955000000000002,21.344475,0.0
110/05/18,20.52,20.67589,0.0
110/05/19,20.165,20.124956,0.0
110/05/20,19.805,19.795855,0.0
110/05/21,19.56,19.540018,0.0
110/05/24,19.369999999999997,19.41887,1.0
110/05/25,19.384999999999998,19.533419,1.0
110/05/26,19.695,19.806332,1.0
110/05/27,20.155,20.12778,1.0
110/05/28,20.525,20.50269,1.0
110/05/31,21.025,20.871323,1.0
110/06/01,21.4,21.177502,1.0
110/06/02,21.740000000000002,21.466822,1.0
110/06/03,22.275,21.757317,1.0
110/06/04,22.57,22.078575,1.0
110/06/07,22.695,22.245464,1.0
110/06/08,22.82,22.368801,1.0
110/06/09,22.805,22.526876,1.0
110/06/10,22.764999999999997,22.615976,1.0
110/06/11,22.76,22.638447,1.0
110/06/15,22.97,22.685555,1.0
110/06/16,23.105,22.850948,1.0
110/06/17,23.46,22.968697,1.0
110/06/18,23.965,23.175564,1.0
110/06/21,24.860000000000003,23.776726,1.0
110/06/22,26.044999999999998,24.838457,1.0
110/06/23,26.869999999999997,26.309286,1.0
110/06/24,28.064999999999998,27.407373,1.0
110/06/25,29.620000000000005,28.168163,1.0
110/06/28,31.53,29.253258,1.0
110/06/29,33.62,30.700153,1.0
110/06/30,36.190000000000005,32.69468,1.0
110/07/01,38.465,34.573715,1.0
110/07/02,40.17,36.309853,1.0
110/07/05,41.35,37.624878,1.0
110/07/06,42.260000000000005,38.4349,1.0
110/07/07,43.220000000000006,39.029686,1.0
110/07/08,44.010000000000005,39.35936,1.0
110/07/09,44.245,39.528526,0.0
110/07/12,44.105,39.497288,0.0
110/07/13,43.225,39.39112,0.0
110/07/14,41.894999999999996,39.138588,0.0
110/07/15,40.985,38.622696,0.0
110/07/16,40.595,38.22012,0.0
110/07/19,40.405,38.01735,0.0
110/07/20,39.87,37.9239,0.0
110/07/21,39.324999999999996,37.733208,0.0
110/07/22,38.559999999999995,37.440346,0.0
110/07/23,38.089999999999996,36.9712,0.0
110/07/26,37.49,36.495865,0.0
110/07/27,37.15,35.94347,0.0
110/07/28,36.765,35.295166,0.0
110/07/29,36.275,34.57396,0.0
110/07/30,35.290000000000006,34.01085,0.0
110/08/02,34.44,33.368298,0.0
110/08/03,33.845,32.819305,0.0
110/08/04,33.575,32.35778,0.0
110/08/05,33.275,32.03955,0.0
110/08/06,32.955,31.736986,0.0
110/08/09,32.879999999999995,31.560944,1.0
110/08/10,32.864999999999995,31.585049,0.0
110/08/11,32.75,31.549171,0.0
110/08/12,32.440000000000005,31.333132,0.0
110/08/13,32.379999999999995,31.189552,0.0
110/08/16,32.13,31.070707,0.0
110/08/17,31.865,30.87688,0.0
110/08/18,31.820000000000004,30.64407,0.0
110/08/19,31.845000000000006,30.533115,0.0
110/08/20,31.875,30.480707,1.0
110/08/23,32.115,30.485613,1.0
110/08/24,32.475,30.802711,1.0
110/08/25,32.95,31.382809,1.0
110/08/26,33.305,31.836542,1.0
110/08/27,33.64,32.281364,1.0
110/08/30,34.06,32.540855,1.0
110/08/31,34.410000000000004,32.825928,1.0
110/09/01,34.510000000000005,32.95755,0.0
110/09/02,34.605000000000004,32.92647,0.0
110/09/03,34.535,32.774834,0.0
110/09/06,34.04,32.53023,0.0
110/09/07,33.65,32.178185,0.0
110/09/08,33.19500000000001,31.914843,0.0
110/09/09,32.834999999999994,31.556046,0.0
110/09/10,32.545,31.289585,0.0
110/09/13,32.25,31.072115,0.0
110/09/14,32.025,30.917877,0.0
110/09/15,31.815000000000005,30.76889,0.0
110/09/16,31.585,30.641144,0.0
110/09/17,31.555,30.490398,0.0
110/09/22,31.495000000000005,30.471779,0.0
110/09/23,31.329999999999995,30.246471,0.0
110/09/24,31.294999999999998,30.12968,0.0
110/09/27,31.27,30.108084,1.0
110/09/28,31.119999999999997,30.16409,0.0
110/09/29,30.93,30.031424,0.0
110/09/30,30.919999999999998,29.87196,1.0
110/10/01,30.72,29.89003,0.0
110/10/04,30.435000000000002,29.697193,0.0
110/10/05,30.140000000000004,29.403961,0.0
110/10/06,29.859999999999996,29.06718,0.0
110/10/07,29.645000000000003,28.712578,0.0
110/10/08,29.369999999999997,28.506248,0.0
110/10/12,28.945000000000004,28.329636,0.0
110/10/13,28.575,28.002241,0.0
110/10/14,28.340000000000003,27.705223,0.0
110/10/15,27.99,27.504293,0.0
110/10/18,27.775,27.359354,0.0
110/10/19,27.764999999999997,27.140858,0.0
110/10/20,27.689999999999998,27.04126,0.0
110/10/21,27.72,27.01417,1.0
110/10/22,27.525,27.033493,0.0
110/10/25,27.419999999999998,26.929165,0.0
110/10/26,27.4,26.89912,0.0
110/10/27,27.384999999999998,26.875225,0.0
110/10/28,27.29,26.779509,0.0
110/10/29,27.23,26.695204,0.0
110/11/01,27.209999999999997,26.671524,0.0
110/11/02,27.160000000000004,26.636524,0.0
110/11/03,27.165,26.63581,1.0
110/11/04,27.125,26.703205,1.0
110/11/05,27.21,26.715473,1.0
110/11/08,27.32,26.733421,1.0
110/11/09,27.415,26.911894,1.0
110/11/10,27.564999999999998,27.03771,1.0
110/11/11,27.734999999999996,27.1566,1.0
110/11/12,27.910000000000004,27.329136,1.0
110/11/15,28.025,27.470654,1.0
110/11/16,28.285000000000004,27.481407,1.0
110/11/17,28.385,27.682842,1.0
110/11/18,28.544999999999998,27.81527,1.0
110/11/19,28.625,27.923328,1.0
110/11/22,28.72,27.934261,1.0
110/11/23,28.785000000000004,28.059425,1.0
110/11/24,28.905,28.091305,1.0
110/11/25,29.015000000000004,28.200695,1.0
110/11/26,28.955000000000002,28.30365,0.0
110/11/29,28.994999999999997,28.194508,0.0
110/11/30,28.945,28.117966,1.0
110/12/01,28.934999999999995,28.186974,1.0
110/12/02,28.994999999999997,28.194077,1.0
110/12/03,29.1,28.278599,1.0
110/12/06,29.165,28.363514,1.0
110/12/07,29.305,28.480167,1.0
110/12/08,29.4,28.594765,1.0
110/12/09,29.46,28.738022,1.0
110/12/10,29.575,28.819618,0.0
110/12/13,29.625,28.771069,0.0
110/12/14,29.525,28.71783,0.0
110/12/15,29.490000000000002,28.61821,0.0
110/12/16,29.365000000000002,28.514614,0.0
110/12/17,29.27,28.398716,0.0
110/12/20,29.095,28.287312,0.0
110/12/21,28.96,28.141006,0.0
110/12/22,28.784999999999997,28.123047,0.0
110/12/23,28.615,28.026962,0.0
110/12/24,28.525,27.919193,0.0
110/12/27,28.595,27.905762,1.0
110/12/28,28.689999999999998,28.084583,1.0
110/12/29,28.75,28.178955,0.0
