date,dividend,PE,netWorth,volume,price,open,high,low,close,diff,times,result
99/01/04,20.04,2.47,6.17,4636571,2604600924,558.00,567.00,557.00,567.00,+9.00,3218,1
99/01/05,20.08,2.47,6.18,5863778,3328992570,570.00,574.00,560.00,568.00,+1.00,3857,1
99/01/06,20.33,2.44,6.25,5398307,3065113604,568.00,575.00,562.00,575.00,+7.00,3461,1
99/01/07,19.83,2.50,6.10,4750911,2697322160,575.00,575.00,560.00,561.00,-14.00,3349,0
99/01/08,19.44,2.55,5.98,7542963,4145993650,560.00,560.00,545.00,550.00,-11.00,5131,0
99/01/11,19.72,2.51,6.07,3249468,1806950744,550.00,559.00,546.00,558.00,+8.00,2408,1
99/01/12,19.72,2.51,6.07,2728230,1519486340,557.00,559.00,555.00,558.00,0.00,2011,0
99/01/13,19.34,2.56,5.95,5783889,3177382172,555.00,555.00,543.00,547.00,-11.00,3633,0
99/01/14,20.25,2.45,6.23,7259481,4084297420,550.00,578.00,548.00,573.00,+26.00,4767,1
99/01/15,20.64,2.40,6.35,9982777,5776001933,576.00,590.00,573.00,584.00,+11.00,4847,1
99/01/18,20.71,2.39,6.37,3093021,1810714264,582.00,590.00,579.00,586.00,+2.00,2196,1
99/01/19,20.15,2.46,6.20,3547155,2041091350,588.00,588.00,569.00,570.00,-16.00,2739,0
99/01/20,20.36,2.43,6.27,4053369,2337561744,575.00,581.00,572.00,576.00,+6.00,2882,1
99/01/21,19.44,2.55,5.98,7107933,3953979650,564.00,565.00,548.00,550.00,-26.00,5002,0
99/01/22,18.49,2.68,5.69,11948407,6294652675,532.00,538.00,513.00,523.00,-27.00,7807,0
99/01/25,18.59,2.67,5.72,3946015,2069641890,518.00,530.00,518.00,526.00,+3.00,3094,1
99/01/26,18.24,2.72,5.61,6112447,3158206099,526.00,528.00,510.00,516.00,-10.00,4082,0
99/01/27,18.45,2.69,5.68,5317060,2793465320,524.00,533.00,519.00,522.00,+6.00,3567,1
99/01/28,18.49,2.68,5.69,4937673,2586507671,527.00,529.00,518.00,523.00,+1.00,3014,1
99/01/29,18.38,2.70,5.66,8011407,4077781517,511.00,520.00,500.00,520.00,-3.00,4605,0
99/02/01,17.85,2.78,5.49,3909665,1997448415,525.00,525.00,505.00,505.00,-15.00,2995,0
99/02/02,17.60,2.82,5.42,7226433,3639020596,515.00,515.00,495.00,498.00,-7.00,4874,0
99/02/03,17.99,2.75,5.54,5527633,2801023830,506.00,511.00,500.00,509.00,+11.00,3526,1
99/02/04,18.20,2.72,5.60,3398154,1740105764,510.00,515.00,507.00,515.00,+6.00,2326,1
99/02/05,18.06,2.74,5.56,6429002,3252746028,505.00,511.00,500.00,511.00,-4.00,4138,0
99/02/06,18.10,2.74,5.57,2398733,1230756029,515.00,517.00,508.00,512.00,+1.00,1914,1
99/02/08,17.89,2.77,5.50,2820444,1433988552,513.00,513.00,505.00,506.00,-6.00,2229,0
99/02/09,18.10,2.74,5.57,4844675,2492698955,506.00,522.00,506.00,512.00,+6.00,3257,1
99/02/10,18.31,2.71,5.63,3293560,1711851080,525.00,525.00,515.00,518.00,+6.00,2422,1
99/02/22,18.70,2.65,5.75,5982838,3182219302,530.00,535.00,528.00,529.00,+11.00,3805,1
