date,dividend,PE,netWorth,volume,price,open,high,low,close,diff,times,result
99/02/23,18.88,2.63,5.81,4024640,2124520760,531.00,534.00,523.00,534.00,+5.00,2387,1
99/02/24,18.66,2.66,5.74,3292790,1739015700,530.00,531.00,525.00,528.00,-6.00,2225,0
99/02/25,17.92,2.77,5.52,9321021,4770037668,523.00,523.00,504.00,507.00,-21.00,5417,0
99/02/26,17.85,2.78,5.49,10932466,5470865762,507.00,507.00,496.00,505.00,-2.00,5331,0
99/03/01,18.31,2.71,5.63,7787239,3981862302,505.00,524.00,498.00,518.00,+13.00,5272,1
99/03/02,18.24,2.72,5.61,3975682,2057344194,523.00,523.00,515.00,516.00,-2.00,2703,0
99/03/03,18.56,2.67,5.71,4492983,2340682075,522.00,525.00,517.00,525.00,+9.00,2555,1
99/03/04,18.17,2.73,5.59,2892579,1500910185,526.00,526.00,514.00,514.00,-11.00,2176,0
99/03/05,17.99,2.75,5.54,5958072,3057349008,517.00,521.00,508.00,509.00,-5.00,3641,0
99/03/08,18.66,2.66,5.74,7914600,4127718790,516.00,528.00,515.00,528.00,+19.00,4373,1
99/03/09,18.81,2.64,5.79,4264388,2262104416,528.00,535.00,525.00,532.00,+4.00,2886,1
99/03/10,19.02,2.61,5.85,4508537,2412432906,535.00,538.00,532.00,538.00,+6.00,2766,1
99/03/11,19.30,2.57,5.94,5245270,2847837150,543.00,546.00,537.00,546.00,+8.00,3545,1
99/03/12,19.02,2.61,5.85,3782630,2038717070,546.00,546.00,536.00,538.00,-8.00,2384,0
99/03/15,18.73,2.65,5.77,4206016,2236637680,536.00,539.00,528.00,530.00,-8.00,2408,0
99/03/16,18.81,2.64,5.79,3287047,1750466207,535.00,536.00,531.00,532.00,+2.00,2167,1
99/03/17,19.34,2.56,5.95,5552404,3025188180,538.00,548.00,537.00,547.00,+15.00,3854,1
99/03/18,19.12,2.59,5.88,5764825,3136749695,546.00,547.00,540.00,541.00,-6.00,3106,0
99/03/19,19.05,2.60,5.86,4125689,2231913371,544.00,546.00,538.00,539.00,-2.00,2830,0
99/03/22,18.73,2.65,5.77,3026975,1610335750,538.00,539.00,528.00,530.00,-9.00,2231,0
99/03/23,18.35,2.70,5.65,8940860,4684744920,532.00,535.00,516.00,519.00,-11.00,4576,0
99/03/24,18.38,2.70,5.66,3776279,1971502959,523.00,525.00,520.00,520.00,+1.00,2317,1
99/03/25,18.91,2.62,5.82,5665167,3002148495,523.00,538.00,520.00,535.00,+15.00,3436,1
99/03/26,19.79,2.50,6.09,12132926,6653209782,533.00,560.00,533.00,560.00,+25.00,7612,1
99/03/29,19.72,2.51,6.07,5837671,3253013076,560.00,562.00,552.00,558.00,-2.00,3631,0
99/03/30,19.44,2.55,5.98,3900707,2151786850,556.00,556.00,547.00,550.00,-8.00,2630,0
99/03/31,19.48,2.54,5.99,5792417,3208258350,550.00,558.00,548.00,551.00,+1.00,2880,1
99/04/01,20.01,2.48,6.16,7693204,4330536632,555.00,567.00,555.00,566.00,+15.00,4175,1
99/04/02,19.79,2.50,6.09,2504286,1412872874,570.00,570.00,558.00,560.00,-6.00,2001,0
99/04/06,20.15,2.46,6.20,4022540,2294481720,569.00,575.00,565.00,570.00,+10.00,2873,1
99/04/07,20.04,2.47,6.17,3356984,1907962318,569.00,575.00,565.00,567.00,-3.00,2580,0
99/04/08,19.44,2.55,5.98,4934585,2735821750,557.00,564.00,548.00,550.00,-17.00,3394,0
99/04/09,19.69,4.67,6.06,3045571,1678064047,552.00,557.00,547.00,557.00,+7.00,2282,1
99/04/12,19.44,4.73,5.98,3087826,1705793300,561.00,562.00,546.00,550.00,-7.00,2174,0
99/04/13,19.23,4.78,5.92,3764997,2044853368,550.00,550.00,540.00,544.00,-6.00,2210,0
99/04/14,19.48,4.72,5.99,3063818,1684106354,550.00,555.00,546.00,551.00,+7.00,2330,1
99/04/15,19.58,4.70,5.55,2912492,1614300568,559.00,559.00,551.00,554.00,+3.00,2229,1
99/04/16,16.22,4.77,5.47,1848434,1012838832,553.00,553.00,545.00,546.00,-8.00,1502,0
99/04/19,15.77,4.90,5.32,4583099,2459738965,540.00,545.00,530.00,531.00,-15.00,3601,0
99/04/20,15.59,4.96,5.26,8466482,4498303978,535.00,537.00,525.00,525.00,-6.00,4885,0
99/04/21,16.34,4.73,5.51,7722064,4182862136,531.00,550.00,529.00,550.00,+25.00,4855,1
99/04/22,16.63,4.65,5.61,9371335,5217897930,549.00,563.00,547.00,560.00,+10.00,5377,1
99/04/23,16.72,4.62,5.64,5867369,3312462009,565.00,571.00,558.00,563.00,+3.00,4085,1
99/04/26,17.20,4.49,5.80,6560072,3782718472,570.00,579.00,570.00,579.00,+16.00,4754,1
99/04/27,17.11,4.52,5.77,7804758,4492327156,579.00,579.00,573.00,576.00,-3.00,3178,0
99/04/28,16.90,4.57,5.70,3156677,1791475213,563.00,570.00,563.00,569.00,-7.00,2396,0
99/04/29,16.34,4.73,5.51,7188835,3982577425,563.00,568.00,549.00,550.00,-19.00,5119,0
99/04/30,15.86,4.87,4.86,11980820,6434689010,545.00,546.00,530.00,534.00,-16.00,8307,0
99/05/03,14.36,4.84,4.90,5374096,2888514032,534.00,545.00,534.00,538.00,+4.00,3981,1
99/05/04,14.42,4.82,4.92,3630165,1953101430,541.00,543.00,531.00,540.00,+2.00,2850,1
99/05/05,14.28,4.86,4.87,6935036,3680840368,530.00,538.00,522.00,535.00,-5.00,5004,0
99/05/06,13.99,4.97,4.77,4871026,2566906728,533.00,534.00,520.00,524.00,-11.00,3397,0
99/05/07,14.12,4.92,4.82,5821659,3050135270,510.00,533.00,510.00,529.00,+5.00,4091,1
99/05/10,14.23,4.88,4.86,3070371,1627139485,532.00,533.00,526.00,533.00,+4.00,2309,1
99/05/11,13.99,4.97,4.77,3439648,1831624848,536.00,538.00,524.00,524.00,-9.00,2666,0
99/05/12,13.93,4.98,4.75,2162494,1136900350,526.00,530.00,522.00,522.00,-2.00,1617,0
99/05/13,14.07,4.94,4.80,4268784,2247634952,526.00,533.00,519.00,527.00,+5.00,2647,1
99/05/14,14.01,4.96,4.78,2966589,1568890403,526.00,534.00,524.00,525.00,-2.00,2127,0
99/05/17,13.88,5.00,4.74,3012552,1571810592,522.00,528.00,518.00,520.00,-5.00,2071,0
99/05/18,13.77,5.04,4.70,3371470,1746913460,518.00,522.00,516.00,516.00,-4.00,2381,0
99/05/19,13.75,5.05,4.69,6157313,3137264821,513.00,517.00,502.00,515.00,-1.00,4144,0
99/05/20,13.43,5.17,4.58,4223171,2152419526,512.00,517.00,503.00,503.00,-12.00,2744,0
99/05/21,13.16,5.28,4.49,8405939,4163372014,493.00,501.00,492.00,493.00,-10.00,5039,0
99/05/24,13.32,5.21,4.55,3584819,1790476138,496.00,501.00,496.00,499.00,+6.00,2672,1
99/05/25,13.12,5.29,4.48,4988638,2447355840,495.00,497.50,483.00,491.50,-7.50,3485,0
99/05/26,13.48,5.15,4.60,4777273,2389833865,495.00,506.00,492.00,505.00,+13.50,3376,1
99/05/27,13.64,5.09,4.65,3946878,2001817658,501.00,512.00,500.00,511.00,+6.00,2644,1
99/05/28,13.72,5.06,4.68,4297620,2224641680,516.00,521.00,514.00,514.00,+3.00,2934,1
99/05/31,13.96,4.98,4.76,2485967,1289196741,519.00,523.00,512.00,523.00,+9.00,1900,1
99/06/01,13.77,5.04,4.70,2331384,1206316528,519.00,521.00,514.00,516.00,-7.00,1779,0
99/06/02,13.77,5.04,4.70,3340193,1718625588,510.00,519.00,510.00,516.00,0.00,2576,0
99/06/03,14.28,4.86,4.87,5617686,2989403010,528.00,535.00,528.00,535.00,+19.00,4187,1
99/06/04,14.07,4.94,4.80,3701519,1963427232,533.00,536.00,525.00,527.00,-8.00,2453,0
99/06/07,13.88,5.00,4.74,5008187,2559600240,513.00,523.00,500.00,520.00,-7.00,3762,0
99/06/08,13.75,5.05,4.69,2163813,1113194947,518.00,518.00,511.00,515.00,-5.00,1721,0
99/06/09,13.77,5.04,4.70,4444153,2297566254,513.00,520.00,512.00,516.00,+1.00,2815,1
99/06/10,13.75,5.05,4.69,2936644,1506256660,515.00,515.00,507.00,515.00,-1.00,1971,0
99/06/11,13.91,4.99,4.75,6042389,3155505039,520.00,528.00,518.00,521.00,+6.00,3203,1
99/06/14,13.80,5.03,4.71,6032632,3104591008,522.00,525.00,510.00,517.00,-4.00,3675,0
99/06/15,13.77,5.04,4.70,11047144,5659572298,511.00,518.00,508.00,516.00,-1.00,6186,0
99/06/17,13.37,5.19,4.56,11391688,5778395440,511.00,514.00,501.00,501.00,-15.00,8344,0
99/06/18,13.24,5.25,4.52,11789670,5884124830,500.00,505.00,495.00,496.00,-5.00,7587,0
99/06/21,13.53,5.13,4.62,7075728,3574775752,500.00,509.00,500.00,507.00,+11.00,4690,1
99/06/22,13.53,5.13,4.62,4421833,2223764164,503.00,507.00,498.50,507.00,0.00,3046,0
99/06/23,13.51,5.14,4.61,4166277,2095198162,500.00,507.00,500.00,506.00,-1.00,2650,0
99/06/24,13.32,5.21,4.55,5245208,2624375500,501.00,505.00,498.50,499.00,-7.00,3035,0
99/06/25,12.87,5.40,4.39,9539254,4630181837,490.00,492.00,481.50,482.00,-17.00,7023,0
99/06/28,12.41,5.60,4.24,11789041,5546410729,481.00,482.00,461.50,465.00,-17.00,8636,0
99/06/29,12.33,5.63,4.21,13145371,6121153515,465.00,470.00,462.00,462.00,-3.00,7990,0
99/06/30,12.08,5.75,4.12,10151867,4635141985,453.00,464.00,452.50,452.50,-9.50,7020,0
99/07/01,11.53,6.02,3.94,15248875,6733387875,452.50,454.00,432.00,432.00,-20.50,11437,0
99/07/02,11.36,6.12,3.88,17103557,7349238396,433.00,437.00,424.00,425.50,-6.50,12163,0
99/07/05,11.75,5.91,4.01,7001316,3054926752,429.00,441.00,429.00,440.00,+14.50,5569,1
99/07/06,12.09,5.74,4.13,10361170,4637207020,438.00,454.50,436.00,453.00,+13.00,7328,1
99/07/07,11.96,5.81,4.08,9333831,4224158943,456.00,460.00,447.50,448.00,-5.00,6693,0
99/07/08,12.12,5.73,4.14,8307047,3799557432,457.00,463.00,453.00,454.00,+6.00,6530,1
99/07/09,12.59,5.52,4.29,10546210,4916824487,454.00,473.00,453.00,471.50,+17.50,7815,1
99/07/12,12.49,5.56,4.26,8270933,3890857144,474.00,477.00,465.00,468.00,-3.50,5403,0
99/07/13,12.35,5.63,4.21,7566431,3528117415,475.00,475.00,459.00,462.50,-5.50,5693,0
99/07/14,12.68,5.48,4.33,8294595,3936930625,469.00,480.00,469.00,475.00,+12.50,6206,1
99/07/15,12.36,5.62,4.22,8125466,3793813622,470.00,473.00,462.00,463.00,-12.00,5999,0
99/07/16,12.52,5.55,4.27,8518938,3982282360,467.00,469.50,464.00,469.00,+6.00,4754,1
99/07/19,12.39,5.61,4.23,5224832,2427703262,465.00,469.00,461.00,464.00,-5.00,3724,0
99/07/20,12.49,5.56,4.26,5208009,2444410230,470.00,471.00,467.50,468.00,+4.00,3614,1
99/07/21,12.33,5.63,4.21,5976386,2780969534,472.00,473.00,459.00,462.00,-6.00,4376,0
99/07/22,12.09,5.74,4.13,6228752,2858382660,462.00,466.00,452.00,453.00,-9.00,4792,0
99/07/23,12.55,5.54,4.28,5979879,2777622130,460.00,472.00,458.00,470.00,+17.00,4318,1
99/07/26,12.81,5.42,4.37,7206798,3446790040,475.00,480.50,473.00,480.00,+10.00,5199,1
99/07/27,12.89,5.39,4.40,15381629,7417453307,482.50,488.00,473.00,483.00,+3.00,8194,1
99/07/28,11.82,5.89,4.03,20537886,9285255946,460.00,465.00,442.00,442.00,X0.00,14581,0
99/07/29,11.42,6.09,3.90,13875488,5943979304,426.00,434.00,425.00,427.00,-15.00,9784,0
99/07/30,11.60,6.00,3.96,8144193,3523334841,430.00,437.00,429.00,433.50,+6.50,6009,1
99/08/02,11.52,6.04,3.93,18337749,7731117317,420.00,432.00,413.00,430.50,-3.00,12343,0
99/08/03,11.72,5.94,4.00,14357421,6343231014,435.00,447.50,435.00,438.00,+7.50,8615,1
99/08/04,11.73,5.93,4.00,9584444,4207858248,445.00,445.00,435.50,438.50,+0.50,6112,1
99/08/05,11.72,5.94,4.00,6904242,3039946480,442.00,444.00,437.50,438.00,-0.50,4985,0
99/08/06,11.89,5.85,4.06,8815464,3913213408,440.00,447.00,439.00,444.50,+6.50,5735,1
99/08/09,12.39,5.62,4.23,11714893,5371050459,446.00,467.00,446.00,463.00,+18.50,8874,1
99/08/10,12.12,5.74,4.13,9322525,4254588090,464.00,464.00,452.00,453.00,-10.00,6146,0
99/08/11,12.17,5.72,4.15,8582875,3925293125,453.00,461.50,452.00,455.00,+2.00,5601,1
99/08/12,12.28,5.67,4.19,6138529,2805864869,460.00,460.00,452.50,459.00,+4.00,3824,1
99/08/13,12.31,5.65,4.20,7128496,3286812515,459.00,464.00,457.50,460.00,+1.00,4239,1
99/08/16,12.31,5.65,4.20,4960896,2272151556,459.00,463.50,454.00,460.00,0.00,3418,0
99/08/17,12.20,5.70,4.16,5428370,2497837720,461.50,465.00,456.00,456.00,-4.00,3581,0
99/08/18,12.23,5.69,4.17,9810485,4497678630,460.00,463.00,455.00,457.00,+1.00,5118,1
99/08/19,12.25,5.68,4.18,5570272,2557592140,457.00,461.50,456.00,458.00,+1.00,3225,1
99/08/20,12.12,5.74,4.13,4224032,1927751124,457.00,461.50,453.00,453.00,-5.00,3122,0
99/08/23,11.99,5.81,4.09,5790043,2608104807,450.00,455.00,446.00,448.00,-5.00,4326,0
99/08/24,11.96,5.82,4.08,4429523,1997261850,453.00,456.00,447.00,447.00,-1.00,3052,0
99/08/25,11.53,6.03,3.93,10436862,4559373608,446.00,446.00,431.00,431.00,-16.00,6614,0
99/08/26,11.72,5.94,4.00,4825347,2115114027,433.00,443.50,433.00,438.00,+7.00,3616,1
99/08/27,11.76,5.96,4.01,4939682,2160976216,441.00,444.00,433.00,436.50,-1.50,4015,0
99/08/30,11.73,5.97,4.00,6882030,2973440300,435.00,436.50,428.00,435.50,-1.00,5187,0
99/08/31,11.76,5.96,4.59,6213614,2699682933,430.50,441.50,428.00,436.50,+1.00,4794,1
99/09/01,11.82,5.95,4.60,7202002,3151804876,436.50,440.50,433.00,437.50,+1.00,4300,1
99/09/02,12.02,5.84,4.68,5905866,2623924370,445.00,445.50,441.50,445.00,+7.50,4602,1
99/09/03,12.83,5.48,5.00,20590725,9694807375,452.00,476.00,452.00,475.00,+30.00,13322,1
99/09/06,12.89,5.45,5.02,10207503,4897053931,480.50,484.00,475.00,477.00,+2.00,7594,1
99/09/07,12.75,5.51,4.96,7497663,3587065099,480.50,483.00,472.00,472.00,-5.00,5859,0
99/09/08,12.62,5.57,4.91,6757636,3187974148,473.00,479.50,467.00,467.00,-5.00,5163,0
99/09/09,12.47,5.64,4.85,6984236,3260046108,470.00,474.50,461.50,461.50,-5.50,5111,0
99/09/10,12.83,5.48,5.00,8254724,3869266400,466.00,476.00,460.00,475.00,+13.50,6133,1
99/09/13,12.97,5.42,5.05,9155676,4384171480,479.50,483.00,472.00,480.00,+5.00,6902,1
99/09/14,13.10,5.36,5.10,14946723,7341242655,484.50,498.50,484.50,485.00,+5.00,10522,1
99/09/15,12.92,5.44,5.03,13711831,6634068711,492.00,494.00,476.50,478.00,-7.00,9603,0
99/09/16,12.83,5.48,5.00,8188349,3893532624,478.00,479.50,470.50,475.00,-3.00,5466,0
99/09/17,12.93,5.44,5.03,12130911,5846814869,480.00,488.50,475.00,478.50,+3.50,7508,1
99/09/20,12.79,5.49,4.98,6068474,2883121650,476.00,477.50,473.00,473.50,-5.00,3867,0
99/09/21,12.75,5.51,4.96,8682270,4129364480,475.50,483.00,472.00,472.00,-1.50,5987,0
99/09/23,12.56,5.59,4.89,10978200,5124370258,472.00,472.00,464.00,465.00,-7.00,7196,0
99/09/24,12.05,5.83,4.69,17365454,7863727676,460.00,463.50,445.00,446.00,-19.00,12257,0
99/09/27,12.21,5.75,4.75,8431962,3800961824,450.00,455.00,446.50,452.00,+6.00,6214,1
99/09/28,12.28,5.72,4.78,8342859,3819591505,454.00,463.00,454.00,454.50,+2.50,6066,1
99/09/29,12.13,5.79,4.72,9429581,4255493912,458.00,458.50,448.00,449.00,-5.50,6321,0
99/09/30,11.86,5.92,4.62,10386104,4608119234,451.00,452.00,438.00,439.00,-10.00,7281,0
99/10/01,12.13,5.79,4.72,13576575,5981471993,437.00,449.00,430.50,449.00,+10.00,9777,1
99/10/04,11.56,6.08,4.50,14274110,6214366240,449.00,449.00,423.00,428.00,-21.00,10302,0
99/10/05,11.23,6.26,4.37,15657585,6549409330,423.00,425.00,412.00,415.50,-12.50,10246,0
99/10/06,11.15,6.31,4.34,11858389,4945218558,424.00,424.00,412.50,412.50,-3.00,8549,0
99/10/07,11.20,6.28,4.36,9755533,4047352865,412.50,419.00,412.00,414.50,+2.00,6086,1
99/10/08,11.08,6.34,4.31,19542227,7956982029,414.50,416.00,401.50,410.00,-4.50,11216,0
99/10/11,11.08,6.34,4.31,6473179,2663137748,410.00,414.50,408.50,410.00,0.00,4214,0
99/10/12,10.83,6.49,4.22,10008158,4050299674,410.00,413.00,401.00,401.00,-9.00,6811,0
99/10/13,10.94,6.42,4.26,9210860,3718080020,401.00,407.00,401.00,405.00,+4.00,5844,1
99/10/14,10.92,6.44,4.25,9367684,3823729704,409.00,412.00,404.00,404.00,-1.00,5570,0
99/10/15,10.54,6.67,4.10,13374829,5272925126,401.00,403.00,390.00,390.00,-14.00,9522,0
99/10/18,10.16,6.92,3.95,13682502,5224026260,390.00,392.50,376.00,376.00,-14.00,10264,0
99/10/19,10.28,6.84,4.00,11006612,4203866284,376.00,388.00,372.00,380.50,+4.50,7780,1
99/10/20,10.61,6.63,4.13,11725254,4559846076,380.00,394.00,378.50,392.50,+12.00,8327,1
99/10/21,10.46,6.72,4.07,9435865,3675093620,394.00,395.00,386.00,387.00,-5.50,6346,0
99/10/22,10.46,6.72,4.07,7146883,2771465394,392.50,392.50,382.50,387.00,0.00,4775,0
99/10/25,10.67,6.58,4.15,6582630,2589838110,390.00,396.50,389.00,395.00,+8.00,4715,1
99/10/26,10.62,6.62,4.13,4277923,1680229085,396.00,396.50,390.00,393.00,-2.00,3308,0
99/10/27,10.35,6.79,4.03,8172843,3159225055,391.00,392.00,382.50,383.00,-10.00,6414,0
99/10/28,10.56,6.65,4.11,8635935,3364232620,385.00,392.00,385.00,391.00,+8.00,5498,1
99/10/29,10.40,6.76,4.05,7817027,3023729422,389.50,391.00,384.50,385.00,-6.00,5473,0
99/11/01,10.63,6.61,3.90,14517968,5681196351,380.00,399.00,380.00,393.50,+8.50,10631,1
99/11/02,11.88,6.71,3.84,15188732,5849656416,388.00,391.00,380.00,387.50,-6.00,9855,0
99/11/03,12.05,6.62,3.90,13680862,5365303105,390.00,397.00,385.00,393.00,+5.50,9644,1
99/11/04,12.32,6.47,3.99,12689578,5118550356,397.00,408.00,396.00,402.00,+9.00,9561,1
99/11/05,12.14,6.57,3.93,14874643,5946621914,408.00,408.00,396.00,396.00,-6.00,8670,0
99/11/08,11.80,6.76,3.82,10593329,4100101931,391.00,393.00,385.00,385.00,-11.00,7864,0
99/11/09,11.73,6.80,3.80,6257133,2415211125,385.00,391.00,382.00,382.50,-2.50,4934,0
99/11/10,11.68,6.83,3.78,6593788,2521353311,384.50,385.00,380.50,381.00,-1.50,4736,0
99/11/11,11.71,6.81,3.79,6450484,2475436856,381.00,387.00,381.00,382.00,+1.00,4780,1
99/11/12,11.59,6.88,3.75,6552489,2484395521,381.00,381.50,376.50,378.00,-4.00,4830,0
99/11/15,11.65,6.84,3.77,4657187,1775267505,378.00,384.00,378.00,380.00,+2.00,3377,1
99/11/16,11.80,6.76,3.82,8804433,3417109638,382.00,393.00,382.00,385.00,+5.00,6534,1
99/11/17,11.74,6.79,3.80,5558852,2132940425,383.00,387.00,381.00,383.00,-2.00,4105,0
99/11/18,11.66,6.84,3.78,7465262,2813402346,385.00,387.00,380.00,380.50,-2.50,4543,0
99/11/19,11.73,6.80,3.80,8365721,3217243469,382.00,388.00,381.00,382.50,+2.00,6142,1
99/11/22,12.14,6.57,3.93,11764899,4572522401,384.00,396.00,381.50,396.00,+13.50,8735,1
99/11/23,12.23,6.52,3.96,24229974,9779382600,398.00,410.00,398.00,399.00,+3.00,16489,1
99/11/24,12.26,6.50,3.97,12048520,4845372020,399.00,405.00,399.00,400.00,+1.00,7764,1
99/11/25,12.17,6.55,3.94,9713015,3872648451,403.00,404.00,395.00,397.00,-3.00,7320,0
99/11/26,12.20,6.54,3.95,10175815,4090295030,402.00,406.00,398.00,398.00,+1.00,7537,1
99/11/29,12.11,6.58,3.92,7727602,3068600994,401.00,403.50,395.00,395.00,-3.00,5691,0
99/11/30,11.97,6.66,3.87,9800778,3877468032,396.00,401.50,390.50,390.50,-4.50,6669,0
99/12/01,12.00,6.64,3.88,6347377,2487050038,391.50,395.50,390.00,391.50,+1.00,4924,1
99/12/02,12.11,6.58,3.92,10379385,4127516075,395.00,402.00,394.00,395.00,+3.50,7613,1
99/12/03,12.95,6.16,4.19,32647779,13503347561,402.00,422.50,402.00,422.50,+27.50,22884,1
99/12/06,12.98,6.14,4.20,21020234,8993585716,430.00,433.50,423.00,423.50,+1.00,14414,1
99/12/07,12.86,6.20,4.16,9579206,4007407291,419.00,422.00,415.00,419.50,-4.00,7320,0
99/12/08,13.00,6.13,4.21,12966076,5541688224,420.00,432.50,420.00,424.00,+4.50,9665,1
99/12/09,13.06,6.11,4.23,9424864,4034131455,430.00,431.50,425.50,426.00,+2.00,6815,1
99/12/10,12.81,6.22,4.15,9570150,4025098500,426.00,429.00,416.00,418.00,-8.00,7364,0
99/12/13,13.12,6.08,4.25,8285990,3528068720,421.00,429.50,418.50,428.00,+10.00,6424,1
99/12/14,13.21,6.03,4.28,13759498,5944819138,431.00,436.50,427.00,431.00,+3.00,9838,1
99/12/15,13.09,6.09,4.24,7887662,3367597139,433.00,434.50,423.00,427.00,-4.00,6058,0
99/12/16,12.92,6.17,4.18,5983928,2533637044,428.00,428.00,421.00,421.50,-5.50,4559,0
99/12/17,13.24,6.02,4.29,11474660,4937299960,426.00,436.00,424.50,432.00,+10.50,8632,1
99/12/20,13.18,6.05,4.27,6307558,2721629186,437.00,437.00,428.00,430.00,-2.00,4703,0
99/12/21,13.30,5.99,4.31,4562232,1976536920,435.00,435.00,430.50,434.00,+4.00,3546,1
99/12/22,13.14,6.07,4.25,8916811,3835665230,434.00,436.00,428.00,428.50,-5.50,6337,0
99/12/23,13.23,6.03,4.28,5122043,2201503519,430.00,433.00,426.00,431.50,+3.00,4137,1
99/12/24,12.98,6.14,4.20,6707022,2865637830,433.50,435.00,423.50,423.50,-8.00,5288,0
99/12/27,12.66,6.30,4.10,8432357,3510259660,423.00,424.00,412.00,413.00,-10.50,6637,0
99/12/28,12.69,6.28,4.11,6103756,2532716996,413.50,418.50,411.00,414.00,+1.00,4390,1
99/12/29,12.57,6.34,4.07,6311061,2604619571,415.00,417.50,410.00,410.00,-4.00,4645,0
99/12/30,12.49,6.38,4.04,5667902,2319510320,412.00,414.00,407.00,407.50,-2.50,4362,0
99/12/31,12.80,6.23,4.14,6674112,2775192337,410.00,421.50,409.00,417.50,+10.00,5291,1
100/01/03,12.72,6.27,4.12,4763737,1986414266,421.50,422.50,414.00,415.00,-2.50,3724,0
100/01/04,12.81,6.22,4.15,6886501,2897279920,421.00,423.50,418.00,418.00,+3.00,5211,1
100/01/05,12.88,6.19,4.17,9170212,3864159220,421.50,424.00,418.00,420.00,+2.00,6000,1
100/01/06,12.60,6.33,4.08,7965075,3279385050,421.00,421.50,407.50,411.00,-9.00,6368,0
100/01/07,11.96,6.67,3.87,21251588,8397624404,409.00,409.00,385.00,390.00,-21.00,16348,0
100/01/10,11.80,6.76,3.82,6862508,2628486104,385.00,385.50,378.00,385.00,-5.00,5420,0
100/01/11,12.20,6.54,3.95,8616229,3415311329,390.00,401.00,389.00,398.00,+13.00,6619,1
100/01/12,12.72,6.27,4.12,12242917,5051021555,408.00,416.00,406.00,415.00,+17.00,9528,1
100/01/13,12.60,6.33,4.08,8590357,3502446804,415.00,417.50,410.50,411.00,-4.00,4537,0
100/01/14,12.43,6.41,4.02,5575463,2266820608,411.00,411.50,403.50,405.50,-5.50,4250,0
100/01/17,12.19,6.54,3.94,6784328,2714280372,405.00,405.00,397.50,397.50,-8.00,4811,0
