,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1427,315868,11139997,34.085,194,86.15854031,78.56763767,63.38583238,86.36785246528376,92.08685301385488,0.5877761402365548,0.0,0.0,1
184,693622,20996094,29.704999999999995,345,57.46860786,58.60222075,60.86944655,56.246964030514256,53.264462211683295,0.6255524123954057,-65.85365853658541,-52.94117647058828,1
2332,85270,3357468,39.135000000000005,51,86.96602447,81.12518603,69.44350914,78.30140302615062,91.1846255007384,0.1197379407876405,0.0,0.0,1
823,613497,16661469,26.615,284,65.12832482,60.55148835,51.39781541,61.974211271620405,70.68022138652891,0.0032667484644961,-6.666666666666761,-6.666666666666761,1
1726,42005,1484723,35.575,37,26.89739604,41.54910129,70.8525118,38.58959339596394,30.744658143766685,-0.0255777704352404,-100.0,-100.0,0
1670,1440106,52701122,34.63,862,42.38630977,25.25012396,-9.022247672,82.20345945215108,92.39200006516757,-0.112894652518665,0.0,0.0,1
101,76102,1768354,23.38,33,48.35232514,45.74312508,40.52472495,40.6992917476702,40.140116317889024,-0.2134057158351389,-59.99999999999991,-68.42105263157897,0
173,488523,14188536,29.05,184,33.37537859,37.52504047,45.82436423,53.54363050958983,45.54437240618989,0.8816679507363506,-100.0,-64.86486486486478,0
924,149707,4079839,27.22,72,47.93060602,49.10409682,51.45107842,49.84598538294339,49.1984818653556,-0.037406077077814,-100.0,-66.66666666666707,1
1738,114434,4073168,35.365,93,59.82024822,47.9434369,24.18981426,57.02237572230048,65.83700989863746,-0.0651535072693769,0.0,0.0,1
164,348482,9829214,29.005000000000003,168,18.61281464,29.18203222,50.3204674,54.253725509351305,43.33968827782,1.257384577538195,-100.0,-100.0,0
286,210105,6811502,32.970000000000006,109,29.10906619,31.10670637,35.10198671,40.07037873457565,41.18763275901532,-0.2696350461041716,-6.249999999999667,-65.11627906976743,0
2351,38736,1429758,37.015,33,48.93421382,54.3548356,65.19607917,31.12342374779693,28.705639031824536,-0.4377675228693881,-100.0,-71.42857142857115,0
2344,144860,5356812,37.12,98,26.49338749,19.31658239,4.962972197,31.97729064952877,34.88215606052686,-0.37583215339219,0.0,-91.52542372881356,0
191,1164228,32957308,29.589999999999996,312,14.74550615,22.09283,36.7874777,40.16095986333051,28.050967162733187,0.3958030678891774,-100.0,-100.0,0
2247,80637,3181519,38.739999999999995,72,90.04228355,89.95549105,89.78190604,89.21651093736115,91.95075644096774,0.661150262574902,0.0,0.0,1
2160,128900,4487970,35.019999999999996,65,44.70195503,35.62171257,17.46122766,36.69134083800365,39.85028317652654,-0.5770802689717024,0.0,-51.89873417721525,0
1953,74110,3202634,43.325,57,32.08934846,25.76667334,13.1213231,48.718476118841295,52.1988402292701,0.034943731106303,0.0,-44.11764705882346,0
1882,233078,9377328,40.005,143,85.82907133,89.6583279,97.31684104,71.67534312175698,75.51544582781537,0.316869934827505,-50.0,-13.043478260869456,1
1892,176699,7319468,40.55499999999999,107,81.94979438,69.28039424,43.94159394,82.8918438194502,91.28705841817327,0.4217818577322574,0.0,0.0,1
