,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1702,7944627,803778118,101.65,3684,17.09207811,13.70582544,6.933320088,24.56547278174492,31.177240020260506,-1.5444904385260003,0.0,-83.33333333333334,0
1365,9665318,941372976,98.4,5678,35.60929589,54.57487739,92.50604039,47.489724454020994,39.44167926060037,0.3063432916412967,-100.0,-100.0,0
1562,6400953,715760736,110.85,3918,91.91420919,79.90735866,55.89365761,63.87341771480217,74.90513374610636,0.3069160682196821,0.0,0.0,1
2479,9024036,972349388,108.4,5297,41.65928238,43.06539079,45.87760759,39.16842691064325,35.001379323812515,-0.2666632161713033,-100.0,-100.0,0
133,34135256,2349215272,68.06,7121,94.79933579,89.43427711,78.70415973,80.69402594461422,84.35912907677286,1.0272522054769344,0.0,0.0,1
1721,43850060,4387490260,101.6,20076,18.40558533,19.26270737,20.97695145,33.40034604942426,28.210194941447973,-0.6982363707137322,-100.0,-100.0,0
2344,4174497,447525401,107.15,2340,35.6296722,29.57465422,17.46461828,33.70113240404978,37.24653663778194,-1.3847701788445423,-50.0,-66.66666666666666,0
2622,6115661,655120974,107.8,2883,34.68896184,41.1470284,54.06316153,36.166979739016085,33.16564356411222,-0.3209783276794155,-100.0,-100.0,0
2315,2981840,337836309,113.45,1599,71.75609952,72.28353798,73.33841492,55.654962928029775,55.16206503704568,0.473321601608095,0.0,-33.33333333333333,0
1725,10738768,1080147568,100.95,5025,22.84006075,20.81532086,16.76584109,40.400406376012086,40.59887110381138,-0.7278464925735111,-50.0,-75.0,0
561,12265943,1117842470,90.55,4209,45.6844356,43.826485,40.11058381,48.91633361218816,48.08228834728544,-0.1058500836161662,-55.000000000000426,-57.14285714285743,0
1630,13331413,1503309348,113.7,7638,22.91051137,31.60712525,49.00035301,33.9125805954502,24.457907119031457,-0.5414323913733855,-100.0,-100.0,0
2573,5930117,647988274,109.7,3308,13.05401618,18.48596422,29.3498603,32.03435363876724,23.39390681858768,-0.6097435361108919,-100.0,-100.0,0
2243,7158092,771467436,107.65,3831,71.94959898,75.65416054,83.06328367,59.26717665782773,62.61202194222621,0.1803452858735948,0.0,0.0,1
2143,8396946,898366649,108.35,3458,25.1449395,32.7171284,47.8615062,38.62603901889543,33.903107601937585,0.0266082895124775,-83.33333333333334,-83.33333333333334,0
1417,5592257,559369000,100.19,2967,65.97350363,70.53849849,79.66848822,62.8531161345777,62.47886716032435,0.5527973572102933,0.0,0.0,1
1100,11029479,1015335468,95.09,4904,29.12172648,41.15391545,65.21829338,14.909564381049432,6.37445676132594,-0.1417984956029914,-100.0,-100.0,0
1118,6124196,563569632,91.67999999999999,2063,73.88360572,58.85040673,28.78400875,44.59947135174738,54.409390302562734,-0.9066399361918857,-28.571428571428864,-18.1818181818183,1
1199,3897502,361051197,92.67999999999999,1838,63.59757554,54.85597269,37.372767,50.38616265460152,48.142474589866254,0.1532423698239613,-100.0,-37.49999999999978,1
504,42448097,3946546604,94.24,19128,34.29229392,34.39358171,34.5961573,25.33225857794213,19.536321060731773,-1.215168410241239,-100.0,-100.0,0
263,9552988,846396683,88.07000000000001,3545,74.40944493,66.85190271,51.73681826,70.56448104756477,70.31637852001991,2.7312549606331977,0.0,0.0,1
677,8472715,770343254,91.95,3266,30.2071372,32.68648898,37.64519255,33.10428834479266,21.43366203903296,0.06574929281712,-100.0,-100.0,0
1584,23232831,2817179491,116.8,8182,89.70804403,87.52620833,83.16253694,81.74208167468858,85.94444861006212,1.4778887674568897,0.0,0.0,1
819,15458125,1483286862,97.21000000000001,5551,31.7875097,50.26547316,87.22140006,41.77149006750893,28.198137850615417,0.8908299011980068,-100.0,-100.0,0
1565,6746490,757769593,111.5,3114,82.17211137,84.44918883,89.00334376,58.11330405599394,56.62259424149656,0.4512907280144824,-100.0,-33.33333333333333,1
956,3244101,299417521,92.35,1650,55.90011917,57.4728088,60.61818804,48.502278314159575,47.15067431442179,-0.1312599362948607,-100.0,-54.545454545454895,1
1828,8231127,891942215,108.5,3534,80.37191383,78.87896483,75.89306683,53.64969960666841,51.24461922749924,0.508343917463378,-50.0,-50.0,1
1067,6206010,596823312,96.17,3326,78.46219035,83.18750143,92.63812358,63.60314548616659,61.76486335657012,0.5898458224827084,-28.571428571428864,-17.647058823529214,1
333,19805163,1967811406,97.55,6362,77.07340786,73.73497814,67.0581187,76.94551648421437,76.74820061672945,1.4231400453437824,-15.384615384615552,-9.523809523809652,1
847,12725924,1265122117,98.64,4220,57.95064176,55.68091592,51.14146423,62.15743603384325,64.33143815709317,0.702653446653578,0.0,-42.62295081967208,1
736,6200927,586373084,94.31,2313,80.94605099,78.21596153,72.7557826,56.54180976499271,58.87324080130241,0.2019740488560983,-11.111111111111988,-11.111111111111988,1
63,10997918,677030862,61.56,3158,57.6245237,56.38115607,53.89442083,49.467131472120016,44.69305101133131,0.1674678459679899,-100.0,-57.14285714285728,1
1337,6601550,650537443,97.95,3149,92.96480817,88.49128621,79.54424228,66.43942838721559,77.79037700509703,0.0277873560238308,0.0,0.0,1
2429,14318414,1583292954,111.75,5097,13.93616512,14.85556997,16.69437966,33.6196599415819,27.533747751927347,-0.2471856386464931,-100.0,-100.0,0
1906,5802497,597537191,102.75,2743,14.84711151,17.21940818,21.96400152,42.46904408065394,41.63144251624541,-0.2706170595320127,-100.0,-100.0,0
1220,6128385,570166229,92.99,2053,42.95774516,57.75351148,87.3450441,50.95477897830637,49.31229309296718,0.1284753489405633,-80.0000000000002,-80.0000000000002,1
2260,5801469,634838272,109.35,2792,48.62864618,52.39946175,59.94109287,58.19414179968733,58.20577728454922,0.5111625907568488,0.0,-50.0,0
1449,4257773,417846625,98.4,2292,18.16531544,23.41908004,33.92660924,39.84249382653584,34.17445852151036,-0.1875268814386909,-71.42857142857115,-83.33333333333314,0
631,5432161,491570151,90.22,3017,83.13140574,79.5618099,72.42261823,55.43027862077048,63.6929705247552,-0.3283663336988872,0.0,0.0,1
2617,10510656,1127329378,108.5,6591,24.04430395,49.67807368,100.9456131,25.662557686223813,11.331416760919112,-0.1860901495518213,-100.0,-100.0,0
1007,6424065,592217974,91.67999999999999,2959,78.91207076,75.17627657,67.70468819,61.14774695883235,66.77004394463299,-0.05592586113421,0.0,0.0,1
634,4183189,376989975,90.22999999999999,2175,49.44634244,63.39058241,91.27906235,48.08130677109183,45.94367868022171,-0.2207834347115773,-100.0,-66.66666666666666,1
2269,6580800,727665361,110.05,1870,80.69008113,79.89197742,78.29577001,62.92588249766124,66.77805488265321,0.5667979089498132,0.0,0.0,1
2086,11196224,1178051536,109.85,5502,19.83555327,34.77738102,64.66103653,17.82935214105231,7.550611287361177,0.0213978924588402,-100.0,-100.0,0
2224,8435027,897409889,106.6,3191,21.32330968,24.79870873,31.74950683,46.87878714493907,47.39337220939734,-0.1747897100666126,-50.0,-50.0,0
2438,6051645,672593595,110.8,2265,59.52761181,44.58121229,14.68841325,45.89039481725701,48.53830378691432,-0.4904962768090011,-50.0,-33.33333333333333,0
2084,15925245,1689763215,111.25,6974,36.05856628,50.16244406,78.37019963,21.50776477876549,9.85136526064429,0.374025091336906,-100.0,-100.0,0
808,14029851,1359097447,95.72,5487,93.25683527,90.98409727,86.43862128,83.13989572188841,89.67683331542032,0.6947747083322433,0.0,0.0,1
675,5309794,489150948,92.19,2054,40.63812347,33.49705231,19.21490998,44.14584706300735,38.90186834892478,0.1667736006396288,-100.0,-79.99999999999972,0
1774,7398521,759812163,103.5,4915,32.380359,44.90142876,69.94356829,43.98432904208811,41.03033416655492,0.1317376662458767,-75.0,-75.0,0
645,6948318,631232638,90.41,3444,87.04693296,75.10891306,51.23287326,62.16899210798458,75.56572180457938,-0.0052110387209379,0.0,0.0,1
855,13271827,1275063363,98.14,4328,34.87864128,48.19264472,74.82065159,44.34404553525768,39.63285558467796,0.5725981840985176,-75.00000000000007,-76.08695652173922,0
1010,9733560,903775680,91.97999999999999,3650,88.25228584,83.4111377,73.72884144,68.95289833798824,78.06307258369432,0.0644106505997292,0.0,0.0,1
1613,15132919,1718964966,115.2,6109,17.68549152,31.67084493,59.64155174,35.27439121396831,25.18671842062135,-0.4415755938660419,-100.0,-100.0,0
800,9598055,912888840,94.14999999999999,3799,84.92022364,84.90629551,84.87843924,71.53979721387914,74.93882962362703,0.3698109430516801,0.0,0.0,1
997,4596571,421243423,90.8,2393,77.6505547,58.89888467,21.39554461,60.04830026846653,74.67823484313772,-0.3708866356644111,0.0,0.0,1
361,18208449,1795566800,104.4,7919,27.94367921,48.98774748,91.07588402,42.73972096776147,36.122391409471774,1.902664184068332,-85.7142857142857,-85.7142857142857,0
1765,2764774,287861837,104.15,1078,53.49420853,47.13421492,34.41422769,51.35428918065884,48.34637555852595,0.5070767590699244,-33.33333333333333,-50.0,0
2446,5737892,628623120,110.0,2447,30.44338799,30.56703348,30.81432446,40.46121916187749,40.74819401669666,-0.6103796724613625,-50.0,-80.0,0
1717,12931316,1310847049,101.95,5568,11.92827572,22.0297551,42.23271386,36.45970727163304,32.05629445097895,-0.7671060043169781,-100.0,-100.0,0
1983,10321511,1127152329,108.0,4646,74.74122982,59.57466371,29.2415315,58.18948090620978,62.6782167006826,0.2468597507656478,0.0,0.0,1
2363,9780716,1084298976,109.65,4871,93.47114387,88.37288337,78.17636238,70.34005872863472,82.6866134462222,0.0236608997403901,0.0,0.0,1
254,11834996,1040106253,87.58000000000001,5459,44.22516868,48.73005477,57.73982694,70.3330760525299,66.46014671830616,3.3384146738322653,0.0,-60.0,0
2283,4813837,534516407,110.6,2037,60.33231478,55.20254355,44.94300108,56.40573573893509,57.11497691041377,0.4414794254186389,-33.33333333333333,-33.33333333333333,0
1001,5239043,479798903,91.31,2363,82.28515989,78.07577044,69.65699155,50.191272148604384,51.29612533637496,-0.2333137988915304,-79.9999999999983,-36.36363636363578,1
2044,5779504,637021940,109.25,3111,61.54533911,48.03992043,21.02908306,48.46992216998021,57.04066710519031,-0.6492288273214016,0.0,0.0,1
1201,4166580,383427394,92.55,2386,30.28579115,44.57095974,73.14129692,37.60250092498365,27.59534648717305,0.1038790153698891,-100.0,-100.0,0
2298,4822206,548735814,112.75,2201,95.85924484,91.26858397,82.08726223,75.72032516262584,86.37958698196323,0.6943816001567801,0.0,0.0,1
2596,6699286,730566674,109.05,3245,60.06863473,64.71637993,74.01187034,48.24170453018265,49.75691715364771,-0.3780497954960795,-100.0,-50.0,1
682,6612365,608766969,91.78,2925,68.30750343,52.84992873,21.93477932,54.79061319297508,62.70212282956723,-0.0966644428625903,0.0,0.0,1
1163,4466068,407476199,91.2,2465,41.92815636,44.6133501,49.98373756,45.70167305663853,47.22474490646654,-0.2582886889083136,-33.33333333333373,-33.33333333333373,0
50,8818887,543316785,61.75,3066,54.25393284,61.75080211,76.74454066,53.85454929674064,45.22054077092278,0.3596510234098631,-100.0,-74.99999999999977,1
1743,6810628,700377184,101.85,2768,70.38018533,65.78170313,56.58473875,62.700981468858416,71.84001546497437,-0.0615578462308407,0.0,0.0,1
1625,9088468,1040943820,114.75,3721,35.23661635,37.10901926,40.85382507,47.16774952024216,50.72401003508114,-0.4915709903958359,0.0,-57.14285714285714,0
2032,9308608,1033404134,111.7,3673,37.30477777,44.91899927,60.14744228,36.35362778059941,26.63719750773398,0.194242789574478,-100.0,-100.0,0
1137,5257406,483640596,92.41,2086,26.02462177,37.07926871,59.18856259,40.4405730464149,35.478872667099346,-0.1277855977901871,-100.0,-100.0,0
926,8626221,805147728,92.9,4510,80.65767275,73.94096934,60.50756254,49.73178835282373,49.547065730376346,-0.2749878079580649,-92.85714285714322,-32.49999999999993,1
2119,11367017,1233941267,108.15,5761,54.14547159,57.95760986,65.5818864,55.4155905933302,58.46456455340554,0.0289764424779211,0.0,0.0,1
2293,10693361,1200990595,112.05,3913,87.3061405,79.85224202,64.94444506,63.99394449823574,68.16968458944133,0.5631678587680885,0.0,0.0,1
2323,3762182,423820566,113.35,1763,38.04850299,56.26193072,92.68878617,40.99297041732484,29.33884176681857,0.3130653789658362,-100.0,-100.0,0
2238,4257075,458970014,107.15,2537,80.74226722,74.30333625,61.4254743,61.06896289907296,67.01816978976855,0.021680743019551,0.0,0.0,1
283,10798693,982851163,89.69,4397,92.91641459,85.55731305,70.83910997,75.35297548391853,81.87081207093009,1.1860935326194455,-9.999999999999432,-5.128205128204848,1
697,6177431,574348292,92.6,3361,86.79826503,79.63867574,65.31949715,59.848029964192406,69.51046550235826,0.1089239581192387,0.0,0.0,1
614,7345452,647724802,89.00999999999999,3733,16.38621399,15.2850213,13.08263593,27.98247105771573,24.17701075232657,-0.5978387387780965,-69.99999999999886,-79.99999999999923,0
1555,5629233,620840724,110.3,2652,52.47168359,47.80612419,38.47500539,52.09323873152631,52.91654590940142,0.3269341412489546,0.0,-33.33333333333333,0
600,12779000,1220447434,94.47,4904,96.93100138,96.47465456,95.56196094,81.35400480198173,90.22160411880948,0.9436334059466682,0.0,0.0,1
1889,7326477,760982608,103.55,3334,52.97012865,45.14817736,29.50427478,46.1740588587123,44.66262837232834,-0.095263304451318,-66.66666666666666,-66.66666666666666,0
1604,7395956,856765340,115.5,3160,60.06618505,40.50406346,1.379820294,49.39376135906041,54.020846621722285,0.1116561111574089,0.0,0.0,0
2248,2743405,296873740,108.0,1896,68.59692936,67.77512837,66.13152639,60.05392604673511,61.99001282246378,0.2761266248726594,0.0,0.0,1
1909,10331987,1057640174,102.6,5298,11.80655156,16.90859843,27.11269216,38.359859419803975,34.249772623754495,-0.2711299869469996,-100.0,-100.0,0
2276,7319926,811737286,110.8,2735,71.65447206,71.11062826,70.02294067,68.73768649334916,74.66646748496146,0.6159726919591011,0.0,0.0,1
2478,7553751,822981359,108.6,3564,54.15559024,43.76844499,22.99415448,46.40407124547617,45.72983913025598,-0.2622331129219324,-75.0,-75.0,0
1787,6213295,651029782,103.75,2476,74.62566685,71.88311079,66.39799866,57.36652917774416,60.6501421977586,0.0630591473434726,-33.33333333333333,-16.666666666666664,1
1707,8346661,868696544,101.9,4288,77.0185923,55.15450562,11.42633227,64.53749673710657,85.20827936687044,-1.333536830024918,0.0,0.0,1
2452,7200798,788526780,109.45,3640,55.07321925,45.88894898,27.52040844,43.5340135263555,46.09711648294699,-0.6069263323379249,0.0,-50.0,0
1258,8444506,825317896,97.75,3227,29.86470879,42.8538272,68.83206401,58.64471943332632,50.96534749286582,0.8413448930313169,-62.50000000000022,-70.00000000000028,0
1852,5302847,540428288,102.1,2556,35.8614753,28.33164599,13.27198738,27.635975684913436,29.79806070990695,-1.4646119184329616,-100.0,-100.0,0
334,13924049,1381008296,97.92999999999999,4343,75.19179572,74.220584,72.27816057,76.94551648421437,76.74820061672943,1.4947868441078558,-25.00000000000022,-12.121212121212253,1
566,8618628,786899871,90.59,3504,71.27668836,60.53980648,39.06604271,55.45057530535698,58.71057319653804,-0.0026091252250688,-9.090909090909795,-5.000000000000426,1
332,24876692,2469026208,97.11,6642,76.47967701,72.06576328,63.23793582,82.13438349478477,85.75870133085061,1.3381701282643406,0.0,0.0,1
2595,4642834,507001906,109.05,3397,65.1029521,67.04025254,70.91485341,48.24170453018265,49.756917153647706,-0.4119002382064105,-100.0,-50.0,1
2488,24679658,2611256248,106.75,7872,50.8903846,44.39577473,31.40655498,44.183060329073925,46.487868071962815,-0.6268072404775702,-25.0,-57.14285714285714,0
1098,23757275,2272001211,95.83,7765,50.21776213,51.97494452,55.48930931,41.54166133998252,33.38913803349296,0.0423819445416679,-100.0,-100.0,0
313,16332960,1516966380,92.38,3708,64.36091873,66.06876177,69.48444785,63.41651667912183,64.68457627552382,0.630185422923919,-39.999999999999616,-23.999999999999773,1
2378,3990286,445310365,111.5,2701,60.34991134,56.85157639,49.8549065,56.31798942609626,53.18391735817988,0.6442510952957212,-25.0,-40.0,0
94,18032411,1131120505,61.9,4470,80.34234891,72.44677951,56.65564071,66.99280159155504,77.42863744504591,0.0940508853928997,0.0,0.0,1
1506,11082047,1185322942,106.1,4044,93.27120389,89.45953381,81.83619365,73.18599263453461,81.37572283915667,1.0386107033033385,0.0,0.0,1
2498,8796428,945382724,107.2,3269,62.27228741,64.81507907,69.9006624,50.8953137143765,53.02210149862293,-0.4037437588308908,-33.33333333333333,-20.0,1
1776,5585239,576676179,103.4,2997,36.61349289,38.80963027,43.20190502,49.665316764980666,52.17992026697919,0.0510827235925286,0.0,-50.0,0
2380,3800146,426502878,111.5,2378,77.93329393,66.11178546,42.46876852,63.98818115386469,66.98189191563687,0.6425187299276349,0.0,0.0,1
2370,11268115,1264195380,111.25,2935,95.99909497,93.5200933,88.56208995,80.06634018888393,93.3894713848044,0.618815093805596,0.0,0.0,1
1679,5563294,598068752,105.95,3724,61.59629356,44.74149647,11.03190228,49.40115249002079,59.371228054635935,-1.345111941097546,0.0,0.0,1
1302,4513119,443892374,98.84,2377,30.53262171,37.10286919,50.24336415,42.35305512174979,32.51139590220259,0.1006911891746339,-100.0,-100.0,0
1266,8285841,821622066,98.49000000000001,3975,89.61433488,81.93961896,66.59018712,72.5817809421569,76.76034762266973,0.7728002913806534,0.0,0.0,1
1195,4154488,384100351,92.82,2289,33.73220668,40.65957537,54.51431274,51.35167723192663,50.87934647283513,0.2022647449437909,-37.49999999999978,-64.28571428571406,0
1800,10351461,1116612288,106.5,4914,84.56957541,82.43634984,78.16989871,78.46192793379156,89.07129409421788,0.7305584722101788,0.0,0.0,1
2105,14856294,1605388325,107.1,7246,76.70239806,70.38461362,57.74904473,61.25794969071245,74.68769350572954,-0.6945437842153217,0.0,0.0,1
2094,5492955,584393685,105.75,3755,48.31040517,32.84385384,1.910751173,38.19191243251513,46.294208747814594,-1.0798668411184429,0.0,0.0,0
862,9996245,952986942,95.85,3326,34.89420321,30.81339389,22.65177524,43.422264140881445,42.5205627868838,-0.1143306119534348,0.0,-66.66666666666627,0
