,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
187,1756975,76483787,43.38,904,82.41532989,84.92723214,89.95103663,60.51910231587829,57.65828913997808,0.3339344777649148,-58.33333333333344,-31.818181818181905,1
1184,3601701,218836587,59.49000000000001,1838,86.47488935,77.72915589,60.23768895,63.83315287879224,79.19991374337391,-0.5415003081339744,0.0,0.0,1
1501,5250892,364951103,67.83000000000001,3148,82.31344107,79.11017496,72.70364273,68.89265246713607,78.5557004231285,-0.0171977425434354,0.0,0.0,1
717,5224047,363020559,68.3,1841,82.17468728,70.69477715,47.73495688,57.32808785863547,67.39875813905381,-0.8090986809416587,-20.000000000000284,-5.405405405405478,1
99,3104039,118344939,37.99,1048,77.86552547,75.4514297,70.62323818,52.31672962325865,52.118347284344765,-0.0109200141876946,-66.6666666666672,-50.00000000000059,1
2534,2681938,176986608,66.4,1463,28.65907777,42.15015031,69.1322954,47.73908930374478,40.389158705823206,0.40914643089401,-100.0,-100.0,0
172,4622734,196191697,41.62,1504,78.7365105,69.00189986,49.53267857,67.07134380951577,84.02998287601302,-0.2798192167126114,0.0,0.0,1
271,3901542,170463708,43.075,1606,88.1281667,87.72177568,86.90899364,73.94894049579042,81.65359856109383,0.1454078235836673,0.0,0.0,1
2467,2195125,148074450,68.11,1342,20.13023481,19.43432348,18.04250082,24.048969931681523,25.64906246745134,-1.138320102360979,-42.85714285714228,-89.18918918918905,0
1971,814429,59074734,72.05,483,78.27283728,71.53346851,58.05473098,55.7967925447352,57.36307189928688,0.0783133613652238,-24.9999999999997,-16.666666666666536,1
2567,4179681,288805553,68.74,2121,70.13994045,69.69121267,68.7937571,58.05184805411058,54.79349930763351,0.6620568268057127,-100.0,-34.99999999999979,1
1559,4661998,341475843,72.59,2389,86.07121006,78.98571647,64.81472928,64.70499247620758,70.05006711328343,0.5190625369072662,0.0,0.0,1
1576,1738685,131408479,75.17999999999999,1017,81.87701774,79.36864421,74.35189714,64.4492198814866,66.20402037335802,0.850927125726076,0.0,0.0,1
1507,4859590,337356135,68.91,2693,73.55613798,73.30160997,72.79255395,63.32406144389456,67.09918325443486,0.3879739459142568,-13.333333333332575,-8.333333333332888,1
