,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2417,7243786,2786058610,372.8,5136,77.37508239,60.50751203,26.77237133,62.99978922612191,71.92991342549327,2.2246521630378715,0.0,0.0,1
2201,7644178,1873734039,230.35,4199,76.68595126,62.94615985,35.46657701,67.49875922041375,76.51589446774794,0.5615372455477451,0.0,0.0,1
825,5951839,2178980235,362.2,4311,82.0909833,77.78409074,69.17030563,64.1409759058291,67.20426161760196,5.141413020873475,0.0,0.0,1
162,6882030,2973440300,446.0,5187,18.62678281,22.70153974,30.85105362,38.17430098407666,31.579537175599544,-4.500023939261633,-71.875,-83.33333333333334,0
401,8499729,2255494569,249.7,6201,76.15785373,62.91856475,36.43998679,51.09574121077263,57.004932749677685,-10.214498253806507,-38.095238095238095,-9.411764705882351,1
1572,4367405,886625620,200.4,3319,45.26563634,31.74860072,4.714529485,39.11282392045008,43.6220681286594,-8.380827101846537,0.0,-4.166666666666666,1
490,10079049,2697017643,258.9,6949,45.53587948,32.31324455,5.867974692,48.65058731095506,58.25993707534012,-12.617602224448826,0.0,-1.96078431372549,1
845,9909940,3644398180,369.15,5151,31.25272371,30.63976691,29.41385332,55.72962177769838,59.12040415004737,3.4647133577258926,0.0,-45.45454545454545,0
1980,5147465,1554053895,294.4,3812,76.44508214,73.44992972,67.4596249,56.42550514553694,63.53325150510722,-4.624063211453968,-33.33333333333333,-11.11111111111111,1
895,2941324,1029896694,355.75,1871,30.89401205,43.74785225,69.45553264,50.74880156443773,47.89674255028443,1.969031331032037,-37.5,-80.76923076923077,0
61,4934585,2735821750,556.7,3394,70.063873,76.75776147,90.1455384,51.82249202282188,45.75565719805532,7.168504749127043,-100.0,-57.14285714285714,1
641,26827520,7250986168,247.7,15259,70.9005315,45.31701376,-5.850021716,66.36176069163365,79.69621840815712,-5.273160700506833,0.0,0.0,1
828,12405469,4656467956,365.55,6474,81.11337777,80.51379212,79.31462082,70.30380382275602,76.3908944590945,6.024904267008873,0.0,0.0,1
1814,5413087,1156333031,213.6,3322,42.10373477,38.43907549,31.10975695,42.599288380389154,40.34263173018499,-1.19902286398011,-54.54545454545454,-66.66666666666666,0
2057,4831038,1591581711,328.05,2729,41.75132108,33.14327083,15.92717034,48.00008306197021,49.40610547416651,0.509905829176485,0.0,-48.837209302325576,0
2217,1674367,375607809,230.85,1173,21.21197031,28.89916853,44.27356496,42.43260724642879,36.38254132812524,0.4168551216244294,-84.61538461538461,-86.20689655172413,0
1040,4588444,2074827132,460.9,3417,29.91730453,45.49914315,76.66282038,53.31005390693537,45.433455942510754,9.850531033887895,-87.5,-89.58333333333334,0
1014,6018758,2461627863,404.0,3961,59.65322909,49.369034,28.8006438,48.16492258072287,54.72589166923812,-5.416084144953064,0.0,-20.37037037037037,1
2011,11706432,3550979916,296.05,5596,80.23727946,71.81413424,54.96784381,53.80369825270706,59.65434640915631,-2.0651610721235447,0.0,-9.30232558139535,1
1684,4405990,1056618596,238.75,2750,40.20502638,39.32689222,37.5706239,49.66948447745026,53.13100406947287,-1.4283159300426749,-54.54545454545454,-40.0,0
483,5762826,1518068238,272.25,4376,26.01263312,26.65435676,27.93780404,30.903417920022903,29.924246549071874,-11.788015237292177,-38.46153846153847,-87.5,0
409,18758033,5394532592,268.55,12986,88.4211113,82.5357927,70.76515552,67.39026944568994,80.70239985371086,-3.0260426183395057,0.0,0.0,1
1525,4603442,1078557073,234.5,3365,68.16992895,78.39265854,98.83811771,59.38433814839584,58.53428554362375,2.39673254338464,-83.33333333333334,-38.46153846153847,1
552,5117476,1516495107,302.9,3759,9.473205731,14.50399338,24.56556869,38.05816370226715,24.831701402201197,1.7457941406683783,-100.0,-100.0,0
102,3701519,1963427232,513.75,2453,83.64528885,74.09148276,54.98387057,54.27769894300495,60.19904648432366,-7.132568033625843,-42.10526315789473,-18.39080459770115,1
1745,18328764,3758954734,212.45,10828,29.8222432,30.70660929,32.47534147,30.927412082806622,25.19111340529242,-2.610093792389944,-100.0,-100.0,0
1180,7305393,3332254279,453.9,5356,46.51204292,33.33403635,6.978023215,37.33929086111967,40.3676342382706,-11.804714925737704,-95.45454545454544,-50.0,0
779,1852908,605343942,325.5,1413,71.76652319,72.0144671,72.51035492,61.94368545302169,66.01898816685674,1.7983746745940936,-16.666666666666664,-16.666666666666664,1
1675,3931393,943326880,241.05,2229,32.21412014,31.16679439,29.07214289,45.61889633671311,46.84735231780545,-1.2405959235684092,-22.22222222222222,-66.66666666666666,0
1480,3318680,854649724,256.85,2445,34.04244717,33.82452862,33.38869151,42.89435533183864,40.49683381130088,-2.92430983356978,-92.3076923076923,-80.0,0
2122,2071377,569773832,270.75,1461,86.09226276,77.8933098,61.49540387,49.1786471749672,53.87176362801141,-6.963754310600766,-66.66666666666666,-12.76595744680851,1
13,7107933,3953979650,565.2,5002,50.47657995,59.09681605,76.33728826,42.07184873352594,35.971336273402486,0.6909222876815281,-100.0,-92.3076923076923,0
194,9367684,3823729704,414.95,5570,7.286127655,8.552806755,11.08616496,28.362072876027423,24.41845466605969,-11.135894543216727,-66.66666666666666,-93.75,0
2269,4761736,1319015608,273.5,3111,61.55812501,55.2237407,42.55497206,61.23458483981475,61.92401503797146,7.196270430979393,-14.285714285714285,-4.761904761904762,1
1458,10339568,2814997792,267.6,7088,38.50592889,29.64179947,11.91354064,48.42821845846428,48.11153954296012,0.8369427034919364,-41.17647058823529,-41.17647058823529,0
