,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1510,517446,10238378,19.925,265,55.75043398,65.41372371,84.74030317,46.92752805639869,41.962877955,0.0272103404463925,-100.0,-88.88888888888872,0
2008,1094891,36072461,32.67,713,49.47180011,38.92809474,17.84068401,41.89343717946512,44.75006054532148,-0.2514207051587694,-30.769230769230937,-51.35135135135147,0
985,396961,10345132,26.05,176,39.7717893,37.50203505,32.96252657,50.95408913563077,50.60816934918514,0.0042447680334619,-66.66666666666588,-66.66666666666588,0
1243,1909718,51605536,27.21,901,57.00541226,66.79918582,86.38673294,45.7446490426006,39.304994402770575,-0.0183725104413343,-100.0,-72.22222222222229,1
2609,2963392,138281795,45.985,1986,68.2121819,57.64421922,36.50829384,63.15928971129684,68.81565076022035,0.5599769373999599,0.0,0.0,1
261,2449736,78952948,31.93,978,26.71002951,24.4425882,19.9077056,53.93251676395404,56.57246385993624,0.0623699321973999,0.0,-68.18181818181841,0
2338,3555445,139730672,39.605000000000004,1949,45.5755664,57.75514001,82.11428724,49.594044565105534,41.25236861967278,0.6215508924134113,-100.0,-76.74418604651162,1
392,8173815,307455570,37.56,2106,79.32419462,85.24229506,97.07849596,61.82236601615272,56.24682351653315,1.2406125812942823,-100.0,-33.33333333333333,1
1577,1611324,38578733,23.564999999999998,858,83.71510725,79.99871659,72.56593526,69.39192973059642,72.70657943977295,0.4119028962250249,0.0,0.0,1
508,896040,24744191,27.714999999999996,469,34.02303729,40.55978057,53.63326714,44.93070905238361,41.008421597988985,-0.1498845537930468,-100.0,-88.88888888888872,0
2076,1310599,52022604,39.255,698,49.03216742,37.85212763,15.49204804,57.24183644718528,54.84571305080506,0.772998842895812,-27.27272727272697,-27.27272727272697,0
631,1945214,58062986,29.32,641,85.64813646,83.81727122,80.15554076,75.46920469180046,82.57148362402971,0.2962412702274986,0.0,0.0,1
972,714435,18736160,25.98,387,72.17357162,72.07372306,71.87402595,53.54257515773604,54.36492367656511,-0.0888463440216724,-75.0000000000003,-45.00000000000029,1
