,volume,price,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
1824,6518531,192318649,29.380000000000003,2490,58.82785472,53.62538108,43.22043378,57.13605223305199,52.31391755875391,0.431915089947392,-71.42857142857186,-50.0,1
313,8507848,136368652,16.244999999999997,3100,29.65523422,45.61260016,77.52733205,42.52414114709522,39.04338079830092,-0.2596773101321304,-100.0,-100.0,0
2556,19391160,601690052,33.28,10181,17.62919045,23.80923794,36.16933291,34.25753864068269,30.57329952111345,-0.1037350722896683,-59.9999999999999,-87.30158730158729,0
1385,3242586,66823786,20.915,1479,33.59859524,34.69198335,36.87875959,35.10802267061767,40.1553642750933,-1.4107454999573723,0.0,-80.64516129032255,0
2554,46274456,1472737560,34.290000000000006,21867,20.65688832,30.1804348,49.22752775,39.22958767932479,37.93402734376294,0.21863729339347,-61.90476190476196,-68.25396825396831,0
1274,10419110,278853861,26.68,3671,29.46719383,31.69304161,36.14473716,49.729959095332326,46.93089174800975,0.1601576011409004,-62.49999999999967,-78.57142857142824,0
1355,5186086,144926417,27.330000000000002,2155,57.78296413,49.28689349,32.29475221,53.74603751879643,56.77852626454717,-0.0378507274583097,-41.17647058823539,-31.818181818181905,1
1228,2306583,58299536,25.615,1091,41.47644728,58.39156067,92.22178746,49.5889669811018,41.05085122043931,0.3041044323991139,-100.0,-84.00000000000006,0
1134,8316011,208296324,26.155,3492,26.06339045,28.26911968,32.68057815,38.53929950323163,37.55555511000905,-0.2562366897346663,-65.78947368421058,-74.50980392156865,0
669,7482525,121554366,16.09,2145,73.30895651,76.82862798,83.86797093,69.91680657256622,70.15108842121023,0.4956949179045503,0.0,0.0,1
2160,5456495,114194263,20.564999999999998,2058,60.75374114,48.43729418,23.80440027,53.54116948100174,67.11686853884655,-0.6313013156470663,0.0,0.0,1
62,5684696,87943868,15.615,1531,33.26919741,41.11645024,56.8109559,50.57969052709318,45.5116806672801,0.1687233731081916,-85.71428571428557,-83.33333333333339,0
1316,5139277,143734491,27.55,2221,67.58527627,50.53231994,16.42640727,51.38759817366771,63.60915431782252,-0.1806860728735298,0.0,0.0,1
2194,2111252,43354315,20.085,998,88.54545554,87.2640402,84.70120953,63.47710310332671,66.2222626056811,0.0533435076810152,-100.0,-16.6666666666667,1
1975,5083172,152254334,29.384999999999998,2306,62.4454472,53.04527036,34.24491667,57.160799638605,68.33794474881985,-0.4166755974595038,0.0,0.0,1
1477,15969528,354822737,20.935000000000002,5377,70.61282908,59.00739997,35.79654175,64.61422205018785,68.63164535884498,-0.0098733911335446,-21.874999999999893,-14.583333333333254,1
705,3280570,52245894,16.05,1133,30.09890091,38.13988669,54.22185825,47.30588643113902,44.39302828495656,0.06202497920534,-24.99999999999989,-66.6666666666666,0
640,7901677,105062013,13.415000000000001,1561,22.87612078,21.53303904,18.84687555,36.98401048594204,32.7100621634514,-0.0747820403959983,-100.0,-89.47368421052634,0
476,6995100,74252362,10.366,1826,42.84940546,31.33480661,8.305608921,48.50674801184111,55.98491673267687,-0.2832311905117329,0.0,-32.37410071942443,0
2008,2400443,73095461,30.325,1456,67.24677813,59.04617404,42.64496587,49.8346730085169,50.972436250884,-0.0390172915986427,-52.380952380952415,-52.380952380952415,1
802,2935629,59109574,20.130000000000003,1181,42.0030619,36.26395813,24.78575059,57.647509697123546,56.286045499763816,0.3732067955232478,0.0,-22.222222222222573,0
1201,3629193,87038182,23.975,1606,56.73234659,55.50610014,53.05360723,43.96840076931535,44.101149347262535,-0.4561197154582162,-100.0,-40.0,1
367,4469019,66156468,15.125,1444,7.859617063,9.828405964,13.76598376,34.94903418297984,33.113552355654306,-0.2093201632553196,-33.33333333333314,-87.09677419354831,0
2122,19522520,482232305,26.095,9450,9.25481147,12.25286792,18.24898082,18.69554553035484,10.580455137997705,-0.4364550093469855,-100.0,-100.0,0
2179,2248598,40355814,18.45,1289,36.27428788,30.98744492,20.413759,28.68641845726929,31.47053416126076,-0.6906301256345256,-33.33333333333307,-79.99999999999994,0
1509,6118557,137617887,21.589999999999996,2608,86.01371627,85.91260559,85.71038422,71.84539657949689,85.71477208890646,0.1178006584073514,0.0,0.0,1
1125,15892203,415541078,27.65,5755,10.9524712,19.21120287,35.7286662,32.95933166152316,20.489813544079013,0.3225148110718892,-100.0,-100.0,0
