X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,109/10/21,397192,26881856,67.9,67.9,67.5,67.8,0.3999999999999915,340,1,72.40210721,72.03430204,71.29869171,55.74214541176959,63.72345833340082,-0.2651523935852961,0.0,0.0,1
2659,109/10/22,798620,54670202,67.9,69.0,67.6,69.0,1.2000000000000028,523,0,81.60140481,75.2233363,62.46719928,67.23529493187466,80.64739445374039,-0.2012612445984754,0.0,0.0,1
2660,109/10/23,442404,30371876,69.0,69.0,68.3,68.7,-0.2999999999999971,358,1,82.73426987,77.72698082,67.71240273,62.75381432532999,70.74595436995276,-0.1342065654528099,-18.74999999999989,-15.789473684210328,1
2661,109/10/26,485814,33425294,68.7,68.9,68.7,68.8,0.0999999999999943,401,0,85.15617991,80.20338052,70.29778173,63.64238309828054,72.11536284693743,-0.0667828384694582,-12.500000000000222,-11.764705882353088,1
2662,109/10/27,448856,30854460,68.8,68.8,68.5,68.8,0.0,339,1,86.77078661,82.39251588,73.63597443,63.64238309828054,72.11536284693743,-0.0025100510343328,-16.666666666666863,-12.500000000000222,1
2663,109/10/28,756135,52264904,69.0,69.3,68.9,69.1,0.2999999999999971,629,0,88.28197368,84.35566848,76.50305808,66.5400051471366,76.80577215794429,0.0612105485130758,0.0,0.0,1
2664,109/10/29,510360,35153787,68.7,69.1,68.2,69.1,0.0,452,0,89.28943173,86.00025623,79.42190524,66.5400051471366,76.80577215794429,0.1211051970468659,0.0,0.0,1
2665,109/10/30,351562,24179280,69.1,69.1,68.6,68.7,-0.3999999999999915,328,1,84.16396898,85.38816048,87.83654348,58.95909662643057,58.056062337493366,0.1688042475360532,-100.0,-23.52941176470554,1
2666,109/11/02,581561,39973142,68.9,68.9,68.6,68.8,0.0999999999999943,420,1,80.18338673,83.6532359,90.59293424,60.20587727992286,60.918236753147234,0.207569572963011,-75.00000000000088,-17.647058823529363,1
2667,109/11/03,977813,67787584,68.8,69.8,68.7,69.6,0.7999999999999972,577,1,83.75862145,83.68836442,83.54785034,68.60015478396765,76.38686450224161,0.2509937099001784,0.0,0.0,1
2668,109/11/04,596574,41577573,69.6,70.0,69.4,69.9,0.3000000000000113,435,1,87.32056245,84.89909709,80.05616638,71.11366568733244,79.9567779755352,0.2992757939731913,0.0,0.0,1
2669,109/11/05,559618,39210232,70.0,70.3,69.6,70.1,0.1999999999999886,449,1,88.37243846,86.05687755,81.42575573,72.71533661460778,82.11937993833008,0.3505804916865574,0.0,0.0,1
2670,109/11/06,1157910,81735243,70.3,70.8,70.1,70.7,0.6000000000000085,672,1,90.96624102,87.69333204,81.14751407,76.93557867975207,87.12168853888657,0.4098638337577657,0.0,0.0,1
2671,109/11/09,793146,56491223,71.0,71.4,71.0,71.3,0.5999999999999943,578,1,92.93582735,89.44083048,82.45083673,80.28921106220902,90.35847965528752,0.4796787917765764,0.0,0.0,1
2672,109/11/10,1007218,71812048,71.3,71.5,70.8,71.4,0.1000000000000085,640,1,94.28045056,91.05403717,84.6012104,80.80100234236235,90.81993684193424,0.5529371037768853,0.0,0.0,1
2673,109/11/11,2720456,197325704,72.0,72.9,71.9,72.5,1.0999999999999943,1742,0,93.08619184,91.73142206,89.0218825,85.39085741550069,94.37417257616109,0.6408029236179413,0.0,0.0,1
2674,109/11/12,2110530,150820470,72.8,72.8,70.3,71.0,-1.5,1397,1,80.66211239,88.04165217,102.8007317,62.85204271392707,57.77246856233378,0.7078262314960209,-83.33333333333347,-39.47368421052634,1
2675,109/11/13,1270971,91460780,71.5,72.4,71.2,72.1,1.0999999999999943,809,1,80.75886858,85.61405764,95.32443576,69.37308557946014,68.51735873207171,0.7742089625022769,-26.666666666667044,-10.810810810810956,1
2676,109/11/16,842777,61034090,72.4,72.7,72.3,72.4,0.3000000000000113,629,0,82.41067429,84.54626319,88.81744099,70.90529232591814,70.93754298182003,0.839732045838112,-6.666666666666288,-3.448275862068763,1
2677,109/11/17,770955,55473333,72.5,72.5,71.7,71.9,-0.5,572,0,78.17277276,82.42176638,90.91975362,64.94834639355098,61.48447588524881,0.8913903631980421,-39.999999999999616,-23.07692307692291,1
2678,109/11/18,778952,55880051,72.0,72.0,71.6,71.7,-0.2000000000000028,533,0,71.16280089,78.66877788,93.68073187,62.633077513089454,57.78809901462464,0.9264279573537554,-50.0,-33.33333333333314,1
2679,109/11/19,2139452,151791231,71.7,71.7,70.4,70.6,-1.1000000000000083,1459,1,51.2880211,69.54185896,106.0495347,51.52146865673063,41.37223658800237,0.9295499013576856,-100.0,-100.0,0
2680,109/11/20,827056,58742694,71.0,71.4,70.7,71.4,0.8000000000000114,572,1,48.29457817,62.45943203,90.78913974,57.54671104063108,53.0194480034234,0.9231489772016436,-55.5555555555552,-57.89473684210479,1
2681,109/11/23,753686,54156725,71.5,72.0,71.5,71.9,0.5,572,0,52.70920596,59.20935667,72.2096581,60.88866463226308,59.111713318646885,0.9169880155171556,0.0,-31.578947368420657,1
2682,109/11/24,545766,39153630,72.0,72.2,71.5,71.7,-0.2000000000000028,474,0,53.80613731,57.40828355,64.61257604,58.850261189524375,55.64792828636117,0.9060195410871502,-15.384615384615469,-42.10526315789446,1
2683,109/11/25,550771,39423698,71.8,71.9,71.3,71.6,-0.1000000000000085,479,0,53.26206255,56.02620988,61.55450455,57.78626274742808,53.75788896216813,0.8889523529609302,-23.076923076923748,-44.4444444444448,1
2684,109/11/26,824817,58714118,71.6,71.6,70.9,71.1,-0.5,673,1,45.65296924,52.568463,66.39945053,52.559787613113976,44.65736871746312,0.8589539892392274,-100.0,-72.2222222222224,0
2685,109/11/27,391518,27882564,71.2,71.4,70.9,71.4,0.3000000000000113,381,0,46.3083287,50.48175157,58.82859731,55.23214479308278,50.67003768821652,0.825251773865337,-62.49999999999911,-55.5555555555552,0
2686,109/11/30,577181,41367341,71.6,71.9,71.4,71.4,0.0,475,0,49.39073765,50.11808026,51.57276548,55.23214479308278,50.67003768821652,0.7891138661276481,-49.99999999999882,-38.461538461538126,1
2687,109/12/01,561304,39876147,71.4,71.5,70.6,71.1,-0.3000000000000113,489,0,45.8901214,48.70876064,54.34603913,51.70771703190111,43.81523268797227,0.7467588475336484,-100.0,-61.538461538461874,0
