X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,109/10/21,17269649,436252610.0,25.45,25.75,24.85,25.3,0.0500000000000007,6555,0,77.59492977,74.64399384,68.74212197,68.02008455603922,70.44142749134994,1.030794146993118,0.0,0.0,1
2659,109/10/22,5884019,144578063.0,25.0,25.2,24.2,24.45,-0.8500000000000014,2571,1,71.93197339,73.73998702,77.3560143,60.065081007683766,56.17703579392075,1.0566979122680549,-48.571428571428655,-39.53488372093026,1
2660,109/10/23,6370876,158245694.0,24.6,25.2,24.55,24.6,0.1500000000000021,2418,1,66.54439251,71.34145552,80.93558153,60.95156692347609,57.978995665046085,1.0710981020467478,-39.99999999999996,-32.55813953488366,1
2661,109/10/26,30613780,798511900.0,24.8,27.05,24.8,26.85,2.25,11578,0,75.98685997,72.88992367,66.69605107,71.41970925560445,75.85198762359394,1.110989378484303,0.0,0.0,1
2662,109/10/27,10242682,269626504.0,26.5,26.8,26.0,26.1,-0.75,5491,1,75.87158186,73.88380973,69.90826548,65.02772095349431,64.82334072770163,1.150268826077731,-31.24999999999997,-22.727272727272723,1
2663,109/10/28,12151080,323471008.0,26.3,27.4,26.1,26.15,0.0499999999999971,5409,1,74.11046634,73.95936193,73.65715313,65.25575630650461,65.2278024178352,1.1852817231233266,-29.16666666666676,-21.212121212121293,1
2664,109/10/29,8907695,235149913.0,25.6,26.95,25.4,26.7,0.5500000000000007,3769,0,77.25011481,75.05627956,70.66860905,67.79653164735811,69.80987205273182,1.2218584269932502,-6.666666666666761,-4.545454545454609,1
2665,109/10/30,6899684,182136126.0,26.7,26.8,26.05,26.2,-0.5,2823,1,74.83340988,74.98198966,75.27914924,63.1765593296208,61.035772586880576,1.246735812938817,-86.66666666666694,-19.69696969696976,1
2666,109/11/02,25006277,686930044.0,26.8,28.3,26.3,27.0,0.8000000000000007,10197,1,72.65316756,74.20571563,77.31081177,67.12000861150781,68.61056082901497,1.272898149040773,0.0,0.0,1
2667,109/11/03,25635685,721721348.0,27.2,28.9,27.15,28.6,1.6000000000000014,10357,1,79.6411188,76.01751669,68.77031246,73.38944508623138,78.59668107931307,1.3211202672820357,0.0,0.0,1
2668,109/11/04,15321443,433385740.0,28.45,28.9,27.65,28.9,0.2999999999999971,6569,1,86.42741253,79.48748197,65.60762084,74.39635934662915,80.02640441426298,1.3824163709397723,0.0,0.0,1
2669,109/11/05,10523187,304373883.0,28.7,29.35,28.35,28.95,0.0500000000000007,4778,1,88.02120542,82.33205645,70.95375851,74.57275154059977,80.289730235136,1.4463406665848904,0.0,0.0,1
2670,109/11/06,7452409,216901619.0,29.0,29.4,28.75,29.35,0.4000000000000021,3127,1,91.59747028,85.42052773,73.06664262,76.02619227864342,82.50407543462686,1.5116465082815331,0.0,0.0,1
2671,109/11/09,16500422,523056814.0,30.75,32.25,30.65,32.25,2.8999999999999986,5666,0,94.39831352,88.41312299,76.44274194,83.53285571469154,91.15205267311822,1.617217294244536,0.0,0.0,1
2672,109/11/10,68534346,2148987119.0,32.0,33.6,29.1,29.8,-2.4499999999999997,27591,1,80.81838788,85.88154462,96.00785811,64.70474214714625,60.72338458490063,1.6997168877331346,-73.1343283582089,-40.16393442622949,1
2673,109/11/11,48011264,1489443375.0,30.4,32.7,29.0,32.45,2.650000000000002,20033,0,82.13499589,84.63269504,89.62809335,72.16851392656216,72.59685995593804,1.8018363434019449,0.0,0.0,1
2674,109/11/12,21969931,691612294.0,32.0,32.45,30.7,31.2,-1.2500000000000036,9596,0,77.13109315,82.13216108,92.13429694,65.03289121877168,61.98949976423393,1.8868501085312068,-40.32258064516139,-20.00000000000005,1
2675,109/11/13,24372293,759303619.0,31.4,32.45,30.35,30.6,-0.5999999999999979,9798,1,69.25018613,77.83816943,95.01413603,61.80625172478816,57.17738217867097,1.9428126335353864,-69.81132075471697,-33.94495412844037,1
2676,109/11/16,18774915,594692154.0,31.6,32.25,31.1,31.55,0.9499999999999992,7706,1,68.01553025,74.56395637,87.66080861,64.84419377397576,62.68159009710471,1.988361388185084,-33.96226415094345,-23.376623376623424,1
2677,109/11/17,31627272,1034490719.0,31.55,34.1,31.25,33.35,1.8000000000000007,12952,1,74.32919408,74.48570227,74.79871866,69.84349984525542,71.12132833129607,2.049181323250484,0.0,0.0,1
2678,109/11/18,51747718,1827068870.0,33.1,36.6,32.85,36.4,3.049999999999997,21085,1,82.03687249,77.00275901,66.93453206,76.1618677287568,80.21803019141421,2.1603751267707296,0.0,0.0,1
2679,109/11/19,65137644,2405700484.0,36.25,38.25,35.5,37.45,1.0500000000000045,28725,0,85.14169877,79.71573893,68.86381925,77.91421043778456,82.49584589150602,2.309141537054157,0.0,0.0,1
2680,109/11/20,27322021,1021973202.0,37.2,38.0,36.75,36.75,-0.7000000000000028,11391,1,84.68906044,81.37351277,74.74241742,73.9288970875566,75.53756413500551,2.457228056480155,-11.86440677966106,-9.150326797385656,1
2681,109/11/23,25979303,980307827.0,37.75,38.4,37.2,37.45,0.7000000000000028,10716,0,86.42391264,83.05697939,76.3231129,75.31765002674182,77.78598796324067,2.6026930648199493,0.0,0.0,1
2682,109/11/24,19540433,730836481.0,38.3,38.35,36.65,37.2,-0.25,9251,1,85.98033099,84.03142993,80.13362779,73.77380945240401,74.83801201242031,2.7289687767373145,-23.809523809523714,-3.6496350364963495,1
2683,109/11/25,51761959,2033254977.0,38.2,40.9,37.6,40.9,3.699999999999996,21263,0,90.65355399,86.23880462,77.40930586,80.33580874809132,84.9606623505172,2.8894088951116483,0.0,0.0,1
2684,109/11/26,79504077,3328702225.0,41.5,44.2,39.95,40.65,-0.25,35836,1,84.73595712,85.73785545,87.74165211,78.86911677798386,82.27688396453988,3.052277914130872,-6.024096385542171,-2.427184466019418,1
2685,109/11/27,35534110,1485129897.0,41.0,43.35,40.25,43.0,2.3500000000000014,16672,1,86.73516832,86.07029307,84.74054258,82.22469485163843,86.9329206179942,3.238667576627638,0.0,0.0,1
2686,109/11/30,33222963,1436148544.0,43.6,44.2,42.7,43.7,0.7000000000000028,13548,0,89.6883501,87.27631208,82.45223605,83.10383998192864,88.05464649813545,3.433815181329011,0.0,0.0,1
2687,109/12/01,36476225,1527517521.0,43.5,43.7,41.05,41.1,-2.6000000000000014,16270,0,81.2481721,85.26693209,93.30445207,69.13368539260539,63.68692003311425,3.574914293760993,-85.2459016393442,-35.61643835616438,1
