volume,price,open,high,low,close,times,Prediction_Result
0.15892434105058684,0.07611539253866417,0.08167770419426049,0.07914438502673797,0.08710033076074973,0.08387096774193549,0.03456310517737975,0
0.10110586983147474,0.0491112845087623,0.08498896247240618,0.0855614973262032,0.09371554575523705,0.08924731182795699,0.02746041207291098,0
0.11440351454716835,0.055429938981554155,0.08609271523178808,0.08449197860962566,0.0926130099228225,0.0913978494623656,0.020095119399438952,0
0.12753612593588348,0.0628585196649684,0.09050772626931568,0.09304812834224599,0.09922822491730982,0.0989247311827957,0.03468398434406379,0
0.18190610247406178,0.09093177407963972,0.09823399558498896,0.10160427807486631,0.10694597574421169,0.10967741935483871,0.03947746854015481,0
0.12251828101400529,0.061140124287137325,0.10044150110375276,0.09839572192513368,0.10804851157662625,0.1053763440860215,0.026214106181927314,0
0.09369458187465496,0.046733392708116814,0.10375275938189846,0.09946524064171124,0.10694597574421169,0.1010752688172043,0.015489206324064541,0
0.3523231278144643,0.17258273474947816,0.09271523178807947,0.09518716577540107,0.09481808158765159,0.1010752688172043,0.06597918377384758,0
0.11175571360779607,0.05492828416479718,0.09161147902869757,0.09411764705882353,0.09812568908489526,0.1010752688172043,0.03192460474596618,0
0.11112911854618507,0.05447905035940615,0.09271523178807947,0.09090909090909091,0.09922822491730982,0.0967741935483871,0.029615395837588418,0
0.17426969356271066,0.0852920260394855,0.09713024282560706,0.09304812834224599,0.09812568908489526,0.0956989247311828,0.03895643764927535,0
0.13880910000540242,0.06775367716662559,0.09602649006622517,0.09197860962566845,0.09481808158765159,0.0935483870967742,0.03437136580953611,0
0.2929062889189456,0.13888439861351168,0.07505518763796909,0.07593582887700535,0.08269018743109151,0.07956989247311828,0.07621223047072015,0
0.2128936028829816,0.09972783129847437,0.0673289183222958,0.07058823529411765,0.07717750826901874,0.07634408602150537,0.03824366739055225,0
0.1631309555379203,0.07848766706907305,0.08167770419426049,0.08449197860962566,0.08930540242557883,0.09247311827956989,0.03946913204590074,0
0.15615485198633927,0.07409389210151292,0.08057395143487858,0.07807486631016043,0.08269018743109151,0.07956989247311828,0.04506708793750964,0
0.19473560595483103,0.09175677382854837,0.0706401766004415,0.07593582887700535,0.07938257993384785,0.07741935483870968,0.04419592428795918,0
0.07945493544810141,0.03809278812602812,0.08057395143487858,0.08128342245989305,0.08710033076074973,0.08172043010752689,0.022295953882513788,0
0.0,0.0,0.08057395143487858,0.08021390374331551,0.08820286659316427,0.08494623655913978,0.0007502844828664202,0
0.09151432888794449,0.04371531233683573,0.08278145695364239,0.08021390374331551,0.08489525909592062,0.08279569892473118,0.019682462933862423,0
0.19109640662341743,0.08971114595020871,0.0706401766004415,0.07058823529411765,0.0782800441014333,0.07741935483870968,0.04602161652960081,0
0.18903107241096634,0.08978691251402214,0.08167770419426049,0.07807486631016043,0.08158765159867695,0.07956989247311828,0.0425494666727801,0
0.12853508867677255,0.06126740706533917,0.0739514348785872,0.08021390374331551,0.08158765159867695,0.08064516129032258,0.040361136931086374,0
0.10782325485399519,0.05162758818798858,0.07836644591611479,0.07914438502673797,0.08820286659316427,0.08602150537634409,0.027443739084402837,0
0.10010300329329798,0.04745277496125012,0.08278145695364239,0.07914438502673797,0.08269018743109151,0.07956989247311828,0.019461545836129534,0
0.09695796062402236,0.04582000892206418,0.0772626931567329,0.07379679144385026,0.08269018743109151,0.07849462365591398,0.013838580461758418,0
0.10681819317144693,0.05001595119828204,0.0706401766004415,0.06951871657754011,0.0782800441014333,0.07634408602150537,0.02587230991751039,0
0.2322847013969436,0.10717993828714385,0.0706401766004415,0.06844919786096257,0.06835722160970231,0.06451612903225806,0.0673255275958801,0
0.2442195174272927,0.11218774285756271,0.06291390728476821,0.06417112299465241,0.06615214994487321,0.06451612903225806,0.04127815129903422,0
0.1757721927583089,0.08249440142870963,0.0684326710816777,0.07058823529411765,0.07607497243660419,0.07849462365591398,0.03650550833857838,0
0.7492334763503511,0.3321894411769262,0.037527593818984545,0.0427807486631016,0.047409040793825796,0.04516129032258064,0.18390306324481365,0
0.4052002934563921,0.17661659076434869,0.03421633554083885,0.034224598930481284,0.040793825799338476,0.03978494623655914,0.0826104898107199,0
0.2468231010396358,0.1071983410783719,0.03090507726269316,0.034224598930481284,0.040793825799338476,0.04086021505376344,0.04893938951852578,0
0.2691792700485235,0.11635994340340619,0.03200883002207505,0.031016042780748664,0.03858875413450937,0.03655913978494624,0.053799565668649366,0
0.2644421900245829,0.11330674185144508,0.03090507726269316,0.029946524064171122,0.03197353914002205,0.030107526881720432,0.05845549770954821,0
0.1829655622072649,0.07787747275639234,0.03090507726269316,0.029946524064171122,0.03197353914002205,0.03333333333333333,0.035971972706317815,0
