X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,109/10/21,74868602,1115529626,14.9,15.15,14.6,15.15,0.5,13750,1,59.1455679,60.09695047,61.9997156,69.23894738282787,74.1584752985008,0.3935117783136419,0.0,0.0,1
2659,109/10/22,293901225,4542472009,15.3,15.85,15.0,15.85,0.6999999999999993,49489,1,72.76371194,64.31920429,47.430189,76.02749745480499,83.50256858150532,0.4191592694235853,0.0,0.0,1
2660,109/10/23,379859991,6386868574,16.0,17.4,15.95,17.4,1.549999999999999,79425,1,81.84247462,70.1602944,46.79593396,84.40842598466313,91.58638621725488,0.4747274006276645,0.0,0.0,1
2661,109/10/26,457258594,8325419446,17.5,18.9,17.3,18.6,1.2000000000000028,98348,0,85.69718088,75.33925656,54.62340792,87.98549220622643,94.2183619046857,0.5641995354957118,0.0,0.0,1
2662,109/10/27,265033706,4740103198,18.3,18.5,17.5,17.8,-0.8000000000000007,61886,0,82.4061792,77.69489744,68.27233393,75.31433968705966,75.35908960683994,0.6561823082443984,-23.188405797101463,-19.51219512195123,1
2663,109/10/28,179843837,3111908173,17.65,17.7,17.0,17.2,-0.6000000000000014,38877,0,75.81657368,77.06878952,79.57322121,67.31637108430822,63.855571343330006,0.733848589450548,-50.90909090909095,-34.14634146341468,1
2664,109/10/29,144544085,2468518023,16.85,17.35,16.7,17.2,0.0,29548,0,71.14363339,75.09373748,82.99394565,67.31637108430822,63.855571343330006,0.7967975869384298,-100.0,-34.14634146341468,1
2665,109/10/30,97878624,1676866345,17.1,17.5,16.9,16.95,-0.25,22270,0,66.15568069,72.11438521,84.03179427,63.89542736003376,58.497781332023926,0.8414175187814495,-100.0,-40.74074074074079,1
2666,109/11/02,58563212,994643228,17.1,17.25,16.8,16.95,0.0,13595,1,62.32084139,68.8498706,81.90792904,63.89542736003376,58.497781332023926,0.8702923360865593,-100.0,-41.77215189873422,1
2667,109/11/03,158065171,2779140790,17.3,17.9,17.15,17.6,0.6500000000000021,32800,1,63.76944981,67.15639701,73.93029139,68.87204764528549,68.41871472533857,0.8961715530907483,0.0,-28.9855072463768,1
2668,109/11/04,125189051,2225652529,17.8,18.1,17.5,17.75,0.1499999999999985,26981,0,62.85194959,65.7215812,71.46084442,69.924390652256,70.3795115034392,0.9191671606888048,0.0,-30.909090909090946,1
2669,109/11/05,65613317,1146520630,17.75,17.85,17.3,17.35,-0.3999999999999986,15615,0,51.74978458,61.06431566,79.69337783,63.61578904795927,58.71420964194501,0.9306731757577889,-49.99999999999978,-75.75757575757565,1
2670,109/11/06,104006316,1837537410,17.7,18.1,17.3,17.35,0.0,23724,1,46.53689342,56.22184158,75.5917379,63.61578904795927,58.71420964194501,0.9322533800738628,-49.99999999999978,-75.75757575757565,0
