X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,109/10/21,1757374,79793616,45.35,45.5,45.3,44.855,0.25,1066,0,93.02685101,87.63388555,76.84795462,66.34184605771017,79.38617151682253,-0.0374454226752268,0.0,0.0,1
2659,109/10/22,4124341,186881412,45.45,45.55,44.55,44.970000000000006,-0.25,1430,1,87.9438266,87.73719923,87.32394449,61.79955709846234,67.06817607542303,0.0284211427919909,-33.33333333333333,-26.31578947368413,1
2660,109/10/23,992257,45036855,45.55,45.55,45.25,45.045,0.0499999999999971,543,1,85.78971156,87.08803667,89.6846869,62.36642949694469,68.25051794017995,0.0857946412260798,-80.00000000000114,-22.222222222222573,1
2661,109/10/26,2369560,107904588,45.35,45.8,45.3,45.114999999999995,0.3000000000000042,1188,0,85.39826925,86.52478086,88.7778041,65.72347786435138,74.77195582401411,0.1394280176332257,0.0,0.0,1
2662,109/10/27,1643077,74691649,45.5,45.55,45.35,45.2,-0.1499999999999985,714,1,81.29115386,84.78023853,91.75840787,62.6497581500745,66.56799725266116,0.1851946607471366,-42.85714285714228,-17.647058823529214,1
2663,109/10/28,2430654,110911818,45.5,45.8,45.4,45.28,0.25,1334,0,84.86076924,84.8070821,84.69970782,65.59928672578891,72.58412244723422,0.2271979326747075,0.0,0.0,1
2664,109/10/29,1109052,50436809,45.5,45.7,45.3,45.35,-0.25,679,0,80.57384616,83.39600345,89.04031804,60.35634748135171,59.693771624616055,0.2601340814951499,-62.49999999999911,-26.31578947368413,1
2665,109/10/30,1763745,79734783,45.45,45.6,44.9,45.37,-0.5,898,0,64.38256411,77.05819034,102.4094428,51.33074933989575,41.85451761534931,0.2770904596971852,-100.0,-100.0,0
2666,109/11/02,1809428,81105464,45.0,45.3,44.65,45.330000000000005,-0.1000000000000014,1013,1,50.9217094,68.34603003,103.1946713,49.69583240267932,39.05348174759648,0.2809151590880395,-100.0,-100.0,0
2667,109/11/03,1220237,54865454,44.9,45.2,44.9,45.295,0.0499999999999971,726,0,43.2811396,59.99106655,93.41092045,50.56188189006841,41.40624855198856,0.2764661378677222,-94.11764705882388,-94.11764705882388,0
2668,109/11/04,1078615,48352486,44.95,44.95,44.55,45.235,0.0,680,1,38.1874264,52.7231865,81.7947067,50.561881890068406,41.40624855198856,0.2664344116494039,-91.66666666666715,-94.11764705882388,0
2669,109/11/05,954401,43084845,45.15,45.4,45.0,45.22500000000001,0.25,576,0,41.45828427,48.96821909,63.98808873,55.22551829665947,54.15010396207237,0.2568107798286286,0.0,-64.70588235294157,0
2670,109/11/06,956718,43125545,45.2,45.35,44.95,45.19500000000001,-0.1499999999999985,609,1,39.63885618,45.85843145,58.297582,51.98871875951213,46.81849233010953,0.2449689342446011,-50.0,-82.35294117647078,0
2671,109/11/09,1246666,56180377,45.2,45.25,44.9,45.15,0.1499999999999985,803,1,42.42590412,44.71425567,49.29095879,54.89660819952184,54.25140696482652,0.2341923530008438,0.0,-64.70588235294157,0
2672,109/11/10,2258693,103350861,45.25,46.05,45.2,45.195,0.75,1383,1,58.28393608,49.23748248,31.14457527,66.16697622685972,75.11756855868506,0.2360804252253039,0.0,0.0,1
2673,109/11/11,2060078,95304154,45.9,46.45,45.85,45.27,0.5500000000000043,1402,0,72.18929072,56.88808522,26.28567423,71.84262129736561,82.24424029685865,0.2540443347543137,0.0,0.0,1
2674,109/11/12,1735383,80171024,46.6,46.6,46.0,45.339999999999996,-0.3000000000000042,896,1,74.14245398,62.63954147,39.63371647,65.2727401909005,69.2600077227139,0.2757772266305127,-20.68965517241405,-18.75000000000025,1
2675,109/11/13,3043283,142231550,46.5,47.1,46.4,45.505,0.4500000000000028,1667,1,76.22568827,67.16825707,49.05339468,69.8257243385145,76.0624272038095,0.3052841046165564,0.0,0.0,1
2676,109/11/16,3000351,140614914,46.95,47.1,46.55,45.685,0.0499999999999971,1366,1,78.26810591,70.86820668,56.06840824,70.30161656177411,76.74846803545833,0.3382186837579559,0.0,0.0,1
2677,109/11/17,2671446,124507061,46.9,46.9,46.35,45.875,0.1499999999999985,1182,0,80.96661606,74.23434314,60.76979731,71.77082649917395,78.9230696849336,0.3731974881157949,0.0,0.0,1
2678,109/11/18,1175241,55075740,46.8,47.05,46.7,46.06,-0.0499999999999971,826,0,82.00804707,76.82557778,66.46063922,70.49214262363198,76.07702538734868,0.4059756131486757,-7.692307692307272,-2.7777777777776245,1
2679,109/11/19,1080902,50343210,46.6,46.8,46.35,46.184999999999995,-0.3500000000000014,812,0,77.39930411,77.01681989,76.25185146,61.98829176594356,58.38997971661337,0.4291467654105739,-100.0,-22.22222222222218,1
2680,109/11/20,1267235,58557066,46.3,46.4,46.05,46.3,-0.25,909,1,68.26620274,74.09994751,85.76743705,56.62143003136475,48.68769157800014,0.4401150668930886,-100.0,-39.39393939393934,1
