,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,440640,9722707,22.05,22.15,22.0,22.145,212,53.85551639,64.63378012,86.19030758,50.89117419723889,52.99158763431121,-0.1160414092954648,-39.99999999999915,-57.14285714285671,1
2659,580337,12733014,22.05,22.1,21.75,22.11,227,35.9036776,55.05707928,93.36388265,41.83098372132985,35.99021417508409,-0.1078827632350586,-100.0,-100.0,0
2660,439738,9623855,21.85,22.0,21.8,22.07,244,33.02669415,47.71361757,77.0874644,46.335018550575725,45.0559346978494,-0.1019211950618145,-66.66666666666693,-72.72727272727302,0
2661,328527,7220371,22.0,22.05,21.9,22.035,207,34.13900822,43.18874779,61.28822692,47.81656116085965,48.00174459310335,-0.0966192081806318,-42.857142857143295,-55.55555555555565,0
2662,207915,4559978,21.9,22.0,21.9,22.015,133,36.09267215,40.82338924,50.28482343,47.81656116085965,48.00174459310335,-0.0917883582690305,-42.857142857143295,-55.55555555555565,0
2663,164242,3609319,22.05,22.05,21.9,21.985,131,35.17289254,38.93989034,46.47388594,46.27089247111135,44.56137572349147,-0.0880945655798391,-25.000000000000444,-66.66666666666693,1
2664,234387,5103679,21.8,21.9,21.6,21.96,155,37.33748392,38.40575487,40.54229677,44.6821100391872,41.032344013777845,-0.0859040285087326,-100.0,-77.77777777777743,0
2665,317639,6923371,21.8,21.95,21.7,21.935,217,30.4472115,35.75290708,46.36429823,40.1344517222756,31.92926369072668,-0.0869679042446913,-100.0,-100.0,0
2666,269312,5864773,21.8,21.9,21.7,21.884999999999998,175,26.35874706,32.62152041,45.1470671,40.1344517222756,31.92926369072668,-0.0898175953100428,-100.0,-100.0,0
2667,5629249,122203623,21.8,22.0,21.8,21.875,153,40.90583137,35.3829574,24.33720944,50.3294516630714,55.580255068793136,-0.0894438988557814,0.0,-37.500000000000334,1
2668,326879,7213206,22.0,22.15,21.95,21.875,183,57.57358455,42.77983311,13.19233024,55.34817663547613,64.46880983917515,-0.0844724122059627,0.0,0.0,1
2669,181419,3996162,22.1,22.1,21.95,21.905,145,65.65511697,50.40492773,19.90454925,53.37088698395258,59.69105013565517,-0.0774849243640326,-12.50000000000011,-12.50000000000011,1
2670,289534,6371467,22.1,22.1,21.95,21.915,195,68.01250223,56.27411923,32.79735324,51.35287195071675,54.816163372017456,-0.0702212586717771,-25.00000000000022,-25.00000000000022,1
2671,519102,11495147,22.1,22.3,22.05,21.93,256,69.15119196,60.56647681,43.3970465,55.08879057567688,62.22102183050976,-0.0614097733633646,0.0,0.0,1
2672,863901,19291677,22.25,22.5,22.1,21.985,400,79.43412797,66.85569386,41.69882564,66.4316563090612,78.85470966423989,-0.0455683256487681,0.0,0.0,1
2673,4640821,104523564,22.45,22.75,22.45,22.055,438,81.52751389,71.74630054,52.18387384,68.61171563963293,81.32184799008388,-0.0244517675298101,0.0,0.0,1
2674,1809701,41415539,22.75,23.0,22.7,22.16,690,85.12090669,76.20450259,58.37169438,74.15144564907425,86.84666796671677,0.0037062180352878,0.0,0.0,1
2675,795676,18229547,22.9,23.05,22.8,22.29,324,88.74727113,80.38542544,63.66173405,75.72251768125692,88.23827105469401,0.0363885401511681,0.0,0.0,1
2676,2147150,49934116,23.2,23.45,23.1,22.435000000000002,789,85.83151409,82.20078832,74.93933679,77.93531443454093,90.1198252484584,0.0725035929853357,0.0,0.0,1
2677,1192617,27769001,23.25,23.4,23.2,22.57,462,87.22100939,83.87419534,77.18056725,79.94594704297853,91.7110340325326,0.1111049162225974,0.0,0.0,1
2678,1208852,28270535,23.35,23.5,23.3,22.695,465,88.25486648,85.33441905,79.49352421,80.59433499901809,92.2126943556414,0.1497855306511319,0.0,0.0,1
2679,3648646,85168126,23.4,23.4,23.25,22.82,324,87.57220983,86.08034931,83.09662827,77.82642140809006,85.96912219654274,0.1853490292166309,-14.285714285714432,-3.703703703703753,1
2680,845135,19567035,23.25,23.25,23.0,22.935,328,83.38147322,85.18072395,88.77922541,69.9039010401742,69.12089291286021,0.2142788722640493,-100.0,-16.000000000000227,1
2681,843248,19662383,23.15,23.4,23.15,23.06,356,84.15907739,84.8401751,86.20237051,73.81360159468818,76.49219014618609,0.2402368166679869,0.0,0.0,1
2682,604343,14122088,23.35,23.45,23.3,23.15,220,85.27271826,84.98435615,84.40763193,74.71682984174038,78.06318248541021,0.263221446735934,0.0,0.0,1
2683,2458510,57508073,23.4,23.45,23.3,23.23,268,85.41990741,85.1295399,84.54880489,74.71682984174038,78.06318248541021,0.2825376337709562,0.0,0.0,1
2684,492725,11529308,23.45,23.45,23.3,23.285,237,86.94660494,85.73522825,83.31247487,75.72976376033233,79.98891121248106,0.2986956857185007,0.0,0.0,1
2685,965546,22801685,23.5,23.7,23.45,23.35,443,88.91678425,86.79574691,82.55367225,79.3669510974018,85.92125841882006,0.3145373432966591,0.0,0.0,1
2686,1674945,39667777,23.65,23.9,23.55,23.389999999999997,606,79.64822653,84.41324012,93.94326729,73.32333889636774,72.94618873899142,0.3270379093211411,-39.99999999999915,-19.999999999999574,1
2687,2215753,52089742,23.5,23.55,23.4,23.405,311,69.76548436,79.53065487,99.06099589,67.65628040784858,61.75530057700141,0.3344482164165159,-79.99999999999972,-39.99999999999986,1
2688,778500,18267575,23.35,23.6,23.35,23.419999999999998,278,65.02884142,74.69671705,94.03246831,68.97510917967996,64.97891300662285,0.3383150329475278,-74.99999999999956,-29.99999999999972,1
2689,705421,16580903,23.5,23.6,23.45,23.445,301,61.13033873,70.17459094,88.26309538,70.30693128377904,68.1958100012156,0.3397847857329878,-49.99999999999911,-19.999999999999574,1
2690,803388,19043190,23.6,23.8,23.5,23.5,410,62.97578137,67.77498775,77.37340051,73.9913405416615,76.09932388735396,0.3412937826669946,0.0,0.0,1
2691,722361,17064990,23.75,23.75,23.55,23.53,283,61.42829869,65.65942473,74.12167681,70.77144150889193,69.21882259969632,0.3411726745951924,-20.000000000000284,-16.666666666666863,1
2692,456580,10762339,23.6,23.65,23.5,23.544999999999998,212,54.84108802,62.05331249,76.47776145,64.58792699611205,56.87681539433792,0.3376631538383954,-74.99999999999956,-49.9999999999994,1
2693,515487,12147167,23.55,23.65,23.5,23.56,231,48.68193747,57.59618749,75.42468752,64.58792699611205,56.87681539433792,0.3314442139025552,-100.0,-59.99999999999943,1
2694,1552839,37042390,23.55,24.0,23.5,23.61,732,63.22385575,59.47207691,51.96851922,75.11249135690609,78.72595016594705,0.3294794075972211,0.0,0.0,1
2695,2080474,50115967,24.0,24.3,23.85,23.639999999999997,805,63.20186874,60.71534085,55.74228507,75.11249135690608,78.72595016594705,0.3295330580116919,0.0,0.0,1
2696,2595825,63792827,24.0,24.9,24.0,23.755000000000003,1184,71.16683723,64.19917298,50.26384448,85.13538449228297,91.0160392154732,0.3420637650196717,0.0,0.0,1
2697,1907043,46807976,24.65,24.9,24.2,23.889999999999997,836,78.47904091,68.95912895,49.91930504,85.96442059463479,91.77618705190068,0.3625737780949156,0.0,0.0,1
2698,4546624,114993648,24.8,25.7,24.8,24.064999999999998,1843,78.83451212,72.25092334,59.08374579,89.00096450533322,94.35527749777016,0.3933630050497526,0.0,0.0,1
2699,1254859,31641341,25.25,25.5,25.0,24.235000000000003,569,79.07149293,74.52444654,65.43035376,89.00096450533322,94.35527749777016,0.4280844681114318,0.0,0.0,1
2700,2484634,63786566,25.25,25.85,25.25,24.445,1074,85.33844209,78.12911172,63.71045098,91.66709404462428,96.36283805741604,0.471249661796136,0.0,0.0,1
