,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,44000,574800,13.05,13.15,13.0,13.215,29,28.18559959,29.5081582,32.15327543,41.92955630762993,45.26926616406951,-0.1731549609516471,0.0,-80.00000000000007,0
2659,19413,254410,13.15,13.15,13.1,13.180000000000001,12,28.31420925,29.11017522,30.70210716,39.90555418950127,40.34751357013871,-0.1714267454378786,-50.00000000000089,-90.00000000000021,0
2660,37688,494312,13.1,13.15,13.1,13.135,20,32.20947283,30.14327442,26.0108776,39.90555418950127,40.34751357013872,-0.1689629160547474,-50.00000000000089,-85.714285714286,0
2661,28000,366900,13.15,13.15,13.05,13.1,15,31.47298189,30.58651024,28.81356696,37.70335756331527,34.88581541267268,-0.1665797962914054,-100.0,-100.0,0
2662,76501,994961,13.05,13.05,12.95,13.094999999999999,45,30.98198793,30.71833614,30.19103256,37.70335756331527,34.885815412672684,-0.163992521778679,-100.0,-100.0,0
2663,81178,1051645,13.15,13.15,12.9,13.084999999999999,36,27.32132528,29.58599919,34.11534699,35.34333760378485,29.194918945877607,-0.1618368648977091,-100.0,-100.0,0
2664,40100,515350,12.9,13.0,12.75,13.054999999999998,24,23.34242198,27.50480679,35.82957639,29.2926093467666,18.393219945995515,-0.1620890441240838,-100.0,-100.0,0
2665,40000,514800,12.9,12.9,12.85,13.030000000000001,22,23.89494799,26.30152052,31.11466558,29.292609346766607,18.393219945995515,-0.1634677550044511,-100.0,-100.0,0
2666,22000,282300,12.85,12.85,12.8,13.005,12,24.26329866,25.62211323,28.33974238,29.292609346766607,18.393219945995515,-0.1651077037186531,-100.0,-100.0,0
2667,19002,246274,12.85,13.0,12.85,12.995,15,32.84219911,28.02880852,18.40202736,38.6172709350018,42.78120750564799,-0.1648536669745288,-33.33333333333373,-66.66666666666686,0
2668,24001,314463,13.1,13.15,13.0,12.99,18,51.06146607,35.70636104,4.996150978,49.58697622700697,62.7948245231423,-0.1606569366169583,0.0,0.0,1
2669,10001,130913,13.1,13.1,13.0,12.99,7,63.20764405,44.87345538,8.205078032,49.58697622700697,62.7948245231423,-0.1538428321691531,0.0,0.0,1
2670,8079,105834,13.1,13.1,13.1,12.99,8,71.30509603,53.68400226,18.44181472,49.58697622700697,62.79482452314229,-0.1453947760297602,0.0,0.0,1
2671,18045,237339,13.2,13.2,13.15,13.0,13,77.16636032,61.51145495,30.2016442,53.29046562514813,69.03360888038944,-0.1352363467849306,0.0,0.0,1
2672,29241,383688,13.2,13.2,13.05,13.004999999999999,23,77.37016614,66.79769201,45.65274376,49.30607868304169,57.46943106073278,-0.1250279002679663,-100.0,-16.666666666666863,1
2673,61841,802984,13.05,13.05,12.95,13.0,38,64.08011076,65.89183159,69.51527326,39.54824973050885,35.84995083035326,-0.1174314460468083,-100.0,-66.66666666666686,0
2674,26193,339709,12.95,13.05,12.95,13.01,17,55.22007384,62.33457901,76.56358935,39.54824973050885,35.84995083035326,-0.1116027066573004,-100.0,-66.66666666666686,1
2675,11003,142486,12.95,12.95,12.95,13.02,9,46.33719208,57.0021167,78.33196593,39.54824973050886,35.84995083035326,-0.1069331236848987,-100.0,-66.66666666666686,1
2676,73004,959401,13.05,13.2,13.05,13.05,50,57.55812806,57.18745382,56.44610534,55.26109620942532,65.63532523577504,-0.099800259343573,0.0,0.0,1
2677,63001,829413,13.15,13.2,13.1,13.069999999999999,34,65.03875204,59.80455322,49.3361556,55.26109620942532,65.63532523577503,-0.0912699095186067,0.0,0.0,1
2678,69363,915923,13.3,13.3,13.05,13.079999999999998,54,67.16869183,62.25926609,52.44041461,58.522356351985664,70.55678366212108,-0.0813050745163292,0.0,0.0,1
2679,61138,803371,13.15,13.2,13.1,13.09,39,68.5886517,64.3690613,55.92988049,58.522356351985664,70.55678366212109,-0.0707781944012887,0.0,0.0,1
2680,24265,318498,13.1,13.2,13.05,13.095000000000002,18,64.77338685,64.50383648,63.96473574,53.77887510196765,58.49381908685959,-0.0610872747243903,-100.0,-19.999999999999574,1
2681,44000,578250,13.1,13.2,13.1,13.094999999999999,24,62.22987695,63.74584997,66.77779601,53.77887510196765,58.49381908685959,-0.0522891026220409,-100.0,-19.999999999999574,1
2682,118098,1564439,13.2,13.5,13.1,13.105,68,56.63809978,61.37659991,70.85360015,57.90715413039831,66.69364869502184,-0.0435948038843249,0.0,0.0,1
2683,80038,1067497,13.35,13.4,13.25,13.15,52,65.03146046,62.59488676,57.72173935,69.7823718677904,82.90467771388711,-0.0321311358984206,0.0,0.0,1
2684,60824,816141,13.4,13.5,13.35,13.205000000000002,39,76.68764031,67.29247127,48.50213321,73.84130628822535,86.76868394818729,-0.0178639503843697,0.0,0.0,1
2685,59001,794063,13.6,13.6,13.4,13.26,27,78.39782081,70.99425445,56.18712174,73.84130628822535,86.76868394818727,-0.0025467682804579,0.0,0.0,1
