,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,9228274,98688136,10.7,10.75,10.65,10.690000000000001,2545,22.43291737,22.8708955,23.74685176,39.570167235124046,39.70055511700234,-0.1433449839140201,-49.99999999999911,-66.66666666666627,0
2659,13604015,144827527,10.65,10.7,10.6,10.675,4796,14.95527825,20.23235642,30.78651275,37.275177421027614,34.188497865090234,-0.1424862232705284,-100.0,-100.0,0
2660,19260982,208549507,10.6,10.95,10.6,10.690000000000001,3692,38.54161407,26.3354423,1.923098763,54.638829198308045,67.08855255328452,-0.1366265298496783,0.0,0.0,1
2661,26255886,292283827,10.95,11.25,10.95,10.73,6743,53.89953758,35.52347406,-1.228652984,63.81972281290502,78.05776888126705,-0.1236395199731158,0.0,0.0,1
2662,9823418,108605414,11.15,11.15,11.0,10.77,2325,59.00994813,43.35229875,12.03699999,58.60106429720224,67.29225131292318,-0.1081796888586427,-18.18181818181809,-18.18181818181809,1
2663,16114343,177784744,11.1,11.25,10.9,10.8,3072,59.85278594,48.85246115,26.85181157,56.07894019143376,62.1493671621125,-0.0925315285962465,-27.272727272727305,-27.272727272727305,1
2664,11836429,128595764,10.9,10.95,10.75,10.82,2813,52.72237011,50.1424308,44.98255218,49.10468522026316,48.73948116345445,-0.0797678940130758,-100.0,-54.54545454545461,1
2665,8697420,94382335,10.85,10.95,10.8,10.84,1601,45.404657,48.56317287,54.88020461,46.9631431556503,44.86711422360812,-0.0700972286907301,-100.0,-63.63636363636349,1
2666,6079067,65455234,10.85,10.9,10.75,10.85,2107,40.52618159,45.88417577,56.60016415,46.9631431556503,44.86711422360812,-0.0627123630731138,-100.0,-63.63636363636349,1
2667,7265358,79095981,10.85,10.95,10.8,10.875,1627,44.96617234,45.57817463,46.80217921,54.21189126449212,58.95484995880893,-0.0546112227316972,-25.000000000000444,-36.36363636363651,1
