X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10
0,1999/1/4,9025258,243844072,26.5,27.5,26.3,27.2,0.0,2784,0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
1,1999/1/5,5223984,139306668,27.9,27.95,26.0,26.1,-1.0999999999999979,1840,0,35.04273504,45.01424501,64.95726496,0.0,0.0,-0.013710826210826038,0.0,0.0
2,1999/1/6,2708468,70520940,26.25,26.6,25.65,25.65,-0.45000000000000284,1022,0,23.36182336,37.79677113,66.66666667,0.0,0.0,-0.026698618047976557,0.0,0.0
3,1999/1/7,3778479,96910817,26.0,26.3,24.9,25.0,-0.6499999999999986,1299,1,16.66744508,30.75366245,58.92609718,0.0,0.0,-0.0437996770440406,0.0,0.0
4,1999/1/8,3016625,76010418,25.5,25.6,24.8,25.45,0.4499999999999993,1030,1,17.98993693,26.49908728,43.51738796,4.284196860616076,8.782867985904035,-0.05305675816204247,-79.54545454545458,0.0
5,1999/1/11,1989255,51197506,25.6,26.0,25.5,25.6,0.15000000000000213,696,0,20.45889975,24.48569144,32.5392748,5.764515866652746,11.878698999633414,-0.056493486424510145,-45.454545454545396,0.0
6,1999/1/12,2276489,58589362,25.9,26.1,25.0,25.4,-0.20000000000000284,766,0,19.98847285,22.98661857,28.98291002,5.636658771380353,11.26687796202648,-0.059348552782456064,-38.461538461538545,0.0
7,1999/1/13,1816208,46157508,25.2,25.8,25.1,25.4,0.0,696,1,19.67485492,21.88269736,26.29838223,5.636658771380353,11.26687796202648,-0.06144032617018643,-33.33333333333373,0.0
8,1999/1/14,2493910,64676134,25.5,26.25,25.4,25.7,0.3000000000000007,954,0,22.64037947,22.13525806,21.12501524,9.288411773765384,20.150341843692164,-0.05933474145406209,0.0,0.0
9,1999/1/15,2345660,60912042,26.0,26.2,25.65,25.7,0.0,887,1,24.61739584,22.96263732,19.65312028,9.288411773765384,20.150341843692164,-0.055093974904162665,0.0,-68.1818181818182
10,1999/1/18,5610820,147707890,25.5,27.0,25.5,27.0,1.3000000000000007,1500,0,49.74493056,31.8900684,-3.81965592,24.589940921299057,50.85309591123911,-0.03471914456889288,0.0,0.0
11,1999/1/19,13161277,363270939,27.4,28.15,26.8,26.8,-0.1999999999999993,3834,0,53.06378455,38.94797378,10.71635225,23.907468687089978,47.482506889080064,-0.009216445301916494,-12.499999999999945,-9.999999999999964
12,1999/1/20,3346233,87727476,26.95,26.95,25.9,26.1,-0.6999999999999993,1267,0,48.31117975,42.06904244,29.58476781,21.5994903159944,37.14272351293855,0.009134055341044276,-69.23076923076908,-44.99999999999993
13,1999/1/21,3351568,84858161,25.8,26.1,25.0,25.1,-1.0,1089,0,33.26565423,39.1345797,50.87243065,18.754400561893767,27.046277863190138,0.010075482436377707,-100.0,-100.0
14,1999/1/22,1697890,41719682,24.5,24.8,24.3,24.7,-0.40000000000000213,680,1,25.64030628,34.63648856,52.62885312,17.72699867911657,23.924647022886138,-0.004126246512189797,-100.0,-100.0
15,1999/1/25,1156796,28790207,24.1,25.15,24.1,24.85,0.15000000000000213,473,0,23.26637703,30.84645138,46.00660009,19.545081740116803,27.68077445307305,-0.02453306197246098,-92.85714285714276,-93.47826086956512
16,1999/1/26,2461409,60234742,25.1,25.4,23.5,23.95,-0.9000000000000021,869,1,18.73672447,26.80987574,42.9561783,17.057308361884164,20.421213157014613,-0.05877955252882229,-100.0,-100.0
17,1999/1/27,1429299,34569697,23.95,24.6,23.6,24.15,0.1999999999999993,612,1,17.15064785,23.59013311,36.46910364,19.560101806053222,25.62285421889251,-0.09666888708146303,-82.608695652174,-93.4426229508197
18,1999/1/28,1097988,27100205,24.3,24.9,24.2,24.65,0.5,484,0,19.67749283,22.28591969,27.50277339,25.72364129203763,37.81663870503925,-0.12786841657687123,-22.222222222222484,-77.04918032786888
19,1999/1/29,1788907,42587384,24.0,24.2,23.5,23.6,-1.0499999999999972,673,0,13.83517443,19.4690046,30.73666494,21.85528002962341,26.76067487662609,-0.16677530940429944,-100.0,-100.0
20,1999/2/1,1252748,28991699,23.6,23.85,22.8,22.8,-0.8000000000000007,544,0,9.223449623,16.05381961,29.71455958,19.409075313647655,21.116324694685424,-0.21852445738600654,-100.0,-100.0
21,1999/2/2,1629824,36689428,23.25,23.35,21.7,21.85,-0.9499999999999993,674,1,7.285330052,13.13098976,24.82230917,16.933334309253127,16.236327645492853,-0.28763735956372105,-100.0,-100.0
22,1999/2/3,1064022,23408283,22.6,22.6,21.55,22.1,0.25,446,1,9.618791463,11.96025699,16.64318805,19.89127375767163,21.933551693486752,-0.359581942830864,-91.07142857142856,-92.3076923076923
23,1999/2/4,570007,12714157,22.1,22.55,22.0,22.3,0.1999999999999993,263,0,12.90603414,12.27551604,11.01447985,22.325297292007086,26.718457828722848,-0.4257535895544546,-74.28571428571432,-85.00000000000001
24,1999/2/5,1514108,32013608,21.6,21.95,20.75,21.0,-1.3000000000000007,550,0,10.39613745,11.64905651,14.15489463,18.340832202019353,18.07642182272855,-0.5019049127027353,-100.0,-100.0
25,1999/2/6,1234000,24611199,20.5,21.0,19.55,20.0,-1.0,519,0,9.734496619,11.01086988,13.5636164,15.934476095688158,13.920278600110416,-0.5930603525326041,-100.0,-100.0
26,1999/2/8,630731,12637164,20.2,20.3,19.55,20.0,0.0,363,1,9.293402731,10.43838083,12.72833703,15.934476095688158,13.920278600110416,-0.6872684125669193,-100.0,-100.0
27,1999/2/9,1303597,26893944,19.45,21.25,19.45,21.0,1.0,494,1,17.0727948,12.64985215,3.803966858,27.45182953924318,35.33119907421714,-0.7624063878125171,-56.5217391304348,-78.49462365591397
28,1999/2/10,1436709,31578028,21.6,22.3,21.6,22.0,1.0,522,0,30.70004502,18.66658311,-5.400340711,36.953280854214896,50.19654984379388,-0.8054361579149998,0.0,-44.444444444444464
29,1999/2/22,877068,19425514,23.0,23.0,21.7,21.8,-0.1999999999999993,358,1,40.55216677,25.96177766,-3.219000546,35.918370367267336,47.57206769594919,-0.8271844074679597,-9.999999999999964,-35.7142857142857
30,1999/2/23,707599,15578347,21.9,22.3,21.8,22.25,0.4499999999999993,278,0,53.32585766,35.08313766,-1.402302333,40.0722415274308,54.05762056006178,-0.8259854930940008,0.0,-2.173913043478291
31,1999/2/24,984507,22112729,22.25,22.8,22.0,22.25,0.0,435,0,61.84165158,44.0026423,8.324623737,40.0722415274308,54.05762056006178,-0.8086047341059339,0.0,-2.173913043478291
32,1999/2/25,687801,15295152,22.3,22.55,21.8,21.9,-0.3500000000000014,460,1,64.23246256,50.74591572,23.77282204,37.76821820029926,47.479412137504845,-0.7853494258470782,-77.77777777777821,-17.391304347826175
33,1999/2/26,327331,7181779,22.0,22.5,21.65,22.0,0.10000000000000142,217,1,66.76530368,56.08571171,34.72652776,38.87281123257701,49.58290816711084,-0.7563481208069182,-55.55555555555565,-11.11111111111111
34,1999/3/1,410571,9176059,22.0,22.5,22.0,22.35,0.3500000000000014,181,0,71.7402494,61.30389094,40.43117401,42.78281588198465,56.84257847516964,-0.7183000120804239,0.0,0.0
35,1999/3/2,765413,17154417,22.35,22.6,22.25,22.3,-0.05000000000000071,271,1,74.58739631,65.73172606,48.02038556,42.357057430489036,55.47325527961648,-0.6756982180604435,-11.1111111111112,-2.1276595744681144
36,1999/3/3,950712,21495418,22.5,22.8,22.35,22.6,0.3000000000000007,356,1,73.53445469,68.3326356,57.92899744,45.90974392553464,62.05471865106153,-0.6264057535430684,0.0,0.0
37,1999/3/4,1550040,35293851,22.6,23.0,22.4,22.75,0.14999999999999858,486,0,76.18346362,70.94957827,60.48180759,47.68317696530702,65.14578337825353,-0.5718077120102188,0.0,0.0
38,1999/3/5,818347,18709325,22.95,23.15,22.7,22.75,0.0,307,1,75.23342019,72.37752558,66.66573636,47.68317696530702,65.14578337825353,-0.5154505131690238,0.0,0.0
39,1999/3/8,1062262,24420472,22.85,23.2,22.85,22.9,0.14999999999999858,341,0,77.03733389,73.93079502,67.71771727,49.67947903397519,68.80507302901428,-0.45748341931362346,0.0,0.0
40,1999/3/9,811039,18390591,22.8,22.85,22.5,22.6,-0.29999999999999716,300,1,71.78833012,73.21664005,76.07325991,45.83199900624631,54.95734700158077,-0.4051076614729615,-100.0,-29.999999999999716
41,1999/3/10,1409102,31952603,22.3,22.95,22.3,22.7,0.09999999999999787,440,1,70.43953191,72.29093734,75.99374819,47.32772770269279,58.313297432171616,-0.356522017187608,-66.66666666666707,-19.99999999999993
42,1999/3/11,1255263,28880620,22.95,23.2,22.8,23.0,0.3000000000000007,478,0,74.73746572,73.1064468,69.84440896,51.726511729855474,67.12980134469804,-0.3074226786472241,0.0,0.0
43,1999/3/12,532114,12164835,23.0,23.1,22.8,22.85,-0.14999999999999858,213,0,70.87760872,72.36350077,75.33528487,49.45495750943508,59.570504661561294,-0.2621967332501014,-37.49999999999978,-21.428571428571246
44,1999/3/15,4445589,99404643,22.7,23.1,22.25,22.5,-0.3500000000000014,261,0,56.02366897,66.91689017,88.70333257,44.44532910785583,45.29042935266377,-0.2265958765325704,-100.0,-71.4285714285715
45,1999/3/16,457796,10268748,22.8,22.8,22.3,22.4,-0.10000000000000142,168,1,42.61227054,58.8153503,91.2215098,43.07401888275175,41.85076678883078,-0.19992905263334243,-100.0,-100.0
46,1999/3/17,1039980,23741889,22.4,23.0,22.4,22.95,0.5500000000000007,540,1,52.96958387,56.86676149,64.66111672,52.028636153192934,61.26609154310903,-0.17124564743956447,-8.333333333333432,-8.333333333333432
47,1999/3/18,1455059,33516503,23.1,23.2,22.9,23.05,0.10000000000000142,497,1,63.38323135,59.03891811,50.35029162,53.49181002560768,63.896191423005966,-0.14085480243002432,0.0,0.0
48,1999/3/19,1943221,44981936,22.9,23.6,22.85,23.5,0.4499999999999993,632,0,73.1196851,63.73250711,44.95815112,59.59252558871766,73.58263211332752,-0.10364154569442326,0.0,0.0
49,1999/3/22,1572327,36806600,23.55,23.65,23.1,23.5,0.0,542,0,78.50836149,68.6577919,48.95665272,59.59252558871765,73.58263211332752,-0.06387044893982594,0.0,0.0
50,1999/3/23,2210493,52365633,23.8,23.95,23.3,23.3,-0.1999999999999993,699,0,72.92714296,70.08090892,64.38844085,55.66569785551073,62.799448304431934,-0.027570945593251,-36.36363636363619,-18.181818181818095
51,1999/3/24,1183780,27437607,23.5,23.6,22.95,22.95,-0.3500000000000014,457,0,62.3435855,67.50180111,77.81823234,49.399509714291234,48.021173115582094,-0.0007784629426033877,-100.0,-50.0
52,1999/3/25,797578,18164035,22.9,22.95,22.6,22.9,-0.05000000000000071,312,1,54.30748837,63.10369687,80.69611386,48.540856397679065,46.15905165811826,0.017867133401522323,-100.0,-54.54545454545461
