X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10
0,103/08/25,127425102,3563210910,25.15,30.1,25.15,30.0,0.0,55180,1,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
1,103/08/26,103894399,3615465063,30.1,40.0,30.1,38.5,8.5,37770,0,63.2996633,54.4332211,36.7003367,0.0,0.0,0.10594729344729517,0.0,0.0
2,103/08/27,76202290,2940662430,39.0,42.0,36.0,36.6,-1.8999999999999986,36400,0,64.85061628,57.90568616,44.01582591,97.81357882623706,95.72072072072072,0.13796778772334412,0.0,0.0
3,103/08/28,40244169,1405612405,36.0,36.2,34.0,35.05,-1.5500000000000043,17695,1,62.81831392,59.54322875,52.9930584,95.93138084758196,91.87202766969304,0.13208080209473153,0.0,0.0
4,103/08/29,31312339,1115065139,35.55,36.3,34.5,35.55,0.5,13522,0,62.45256536,60.51300762,56.63389213,95.95897320928147,91.99659429544486,0.12356333202655587,-34.70588235294121,0.0
5,103/09/01,16591755,585553353,35.55,35.75,34.9,35.0,-0.5499999999999972,7071,0,61.12070134,60.71557219,59.9053139,95.17795069158419,90.17241667083938,0.10841628676693778,-100.0,0.0
6,103/09/02,35699266,1194509641,35.0,35.25,32.6,33.3,-1.7000000000000028,13819,1,56.86978507,59.43364315,64.56135932,92.61501171360004,83.99487557408807,0.07251760257929159,-100.0,0.0
7,103/09/03,36900605,1293165727,33.5,35.6,33.5,35.6,2.3000000000000043,13467,1,58.58579143,59.15102591,60.28149487,92.89956176610578,85.59686327709417,0.05717837495122695,0.0,0.0
8,103/09/04,31406265,1131998690,35.4,37.0,34.9,36.0,0.3999999999999986,12279,1,60.52109142,59.60771441,57.7809604,92.95151700618526,85.89157144190047,0.05726929875769207,0.0,0.0
9,103/09/05,13533033,487442689,36.0,36.5,35.45,36.15,0.14999999999999858,6044,0,57.29417299,58.83653394,61.92125584,92.97272770304606,86.02029134938279,0.06665011310806751,0.0,-27.64705882352943
10,103/09/09,9178615,333578553,36.5,36.65,36.05,36.05,-0.10000000000000142,4247,0,50.43015788,56.03440859,67.24291,92.76800833148681,85.39698777898653,0.07885986357241546,-3.5087719298246096,-47.11538461538464
11,103/09/10,7456470,266003920,36.0,36.05,35.3,35.65,-0.3999999999999986,3626,1,56.72616586,56.26499434,55.34265131,91.8778507992903,82.52664264313816,0.08681707708981327,-90.90909090909139,-28.787878787878835
12,103/09/11,27465045,1017711310,35.8,38.0,35.8,37.05,1.3999999999999986,11435,0,65.28657971,59.27218947,47.24340898,92.16721549686679,84.68820149351873,0.10835898741787289,0.0,0.0
13,103/09/12,15143257,556952980,36.9,37.35,36.3,36.5,-0.5499999999999972,6320,1,67.59846055,62.04761316,50.94591838,90.76974376539265,80.02146678954094,0.12934866880159593,-39.28571428571412,-14.666666666666591
14,103/09/15,15907586,594982504,36.8,37.9,36.5,37.4,0.8999999999999986,6781,1,74.69526999,66.26349877,49.39995632,91.01496542224612,81.97218428347017,0.1594551493614523,0.0,0.0
15,103/09/16,15212041,575815032,37.4,38.35,37.4,37.6,0.20000000000000284,7191,0,77.97554082,70.16751279,54.55145672,91.07293948221434,82.42967194062615,0.19522341974819377,0.0,0.0
16,103/09/17,12926519,483035073,37.9,38.15,36.85,37.1,-0.5,5670,0,73.23973253,71.19158603,67.09529305,89.48513309423818,76.59822620171788,0.2254462109213582,-45.454545454545396,-25.0
17,103/09/18,5915964,219663809,37.4,37.5,36.85,37.0,-0.10000000000000142,2595,1,67.40572332,69.9296318,74.97744874,89.14321728976677,75.31940221488132,0.24874200346254607,-54.54545454545461,-30.7692307692308
18,103/09/19,9472064,357224451,37.2,38.15,37.2,37.55,0.5499999999999972,3937,1,69.52731282,69.79552547,70.33195078,89.38851849582784,77.76900108999205,0.27306148853484047,-8.333333333334023,-2.5641025641027793
19,103/09/22,10678539,401523765,37.5,38.1,36.9,37.8,0.25,4594,0,73.67394625,71.0883324,65.91710469,89.50705873086544,78.91072105586588,0.2992717921715393,0.0,0.0
20,103/09/23,6141530,232803800,38.05,38.25,37.6,37.6,-0.19999999999999574,2985,0,72.64537593,71.60734691,69.53128886,88.63573153761166,75.20300029243751,0.3217902969844507,-24.999999999999556,-9.302325581395158
21,103/09/24,7019901,262513554,37.3,37.7,37.1,37.15,-0.45000000000000284,2717,0,62.25138883,68.48869422,80.96330498,86.55043210184553,66.73659912925693,0.33394457623409346,-81.25000000000011,-50.0
22,103/09/25,9936338,368571838,37.5,37.65,36.85,37.0,-0.14999999999999858,3271,0,50.5099349,62.49577444,86.46745354,85.81019658374473,63.86080333629359,0.3361938641245926,-100.0,-61.538461538461455
23,103/09/26,7169104,265958187,37.0,37.35,36.9,37.0,0.0,2906,1,37.00662326,53.99939072,87.98492562,85.81019658374473,63.86080333629359,0.3313969947463693,-100.0,-100.0
24,103/09/29,6998396,263811880,37.8,37.95,37.3,37.85,0.8500000000000014,3016,0,48.48060599,52.15979581,59.51817545,86.59622944236446,73.26247908205335,0.33357025964688836,0.0,0.0
25,103/09/30,5790401,215944543,37.85,37.85,36.9,37.3,-0.5500000000000043,2854,0,43.0346897,49.11809377,61.28490191,83.31145545306384,60.95047198480835,0.3314232879198365,-64.70588235294157,-64.70588235294157
26,103/10/01,3649038,135677069,37.0,37.55,37.0,37.05,-0.25,1950,0,33.4516979,43.89596181,64.78448965,81.76077779665285,55.83255416564838,0.32237570068016025,-94.11764705882388,-94.11764705882388
27,103/10/02,8038211,290735729,36.9,37.0,35.5,36.2,-0.8499999999999943,3919,0,30.78598042,39.52596802,57.00594321,76.43961093656125,41.585664926520394,0.29658301441952367,-100.0,-100.0
28,103/10/03,3931070,142272947,36.2,36.5,35.85,36.2,0.0,2007,0,29.00883543,36.02025715,50.0431006,76.43961093656125,41.585664926520394,0.2610382609260497,-100.0,-100.0
