X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10
0,105/10/27,79716801,1762148850,20.6,24.8,20.5,24.05,0.0,26176,0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
1,105/10/28,49799509,1150206748,24.5,24.5,22.05,22.15,-1.9000000000000021,20184,0,46.12403101,48.70801034,53.87596899,0.0,0.0,-0.023682336182334986,0.0,0.0
2,105/10/31,20287411,426853504,21.8,21.8,20.65,20.85,-1.2999999999999972,7930,0,33.4625323,43.62618432,63.95348837,0.0,0.0,-0.05275913146955334,0.0,0.0
3,105/11/01,13016520,270558774,20.8,21.2,20.1,20.4,-0.45000000000000284,5570,0,24.43601444,37.22946103,62.81635421,0.0,0.0,-0.07967303275271183,0.0,0.0
4,105/11/02,19289510,373167831,20.0,20.05,19.0,19.05,-1.3499999999999979,7994,1,16.57803262,30.34565156,57.88088944,0.0,0.0,-0.11652816535591531,-100.0,0.0
5,105/11/03,10086548,197745413,19.15,20.0,19.15,19.6,0.5500000000000007,4585,0,14.50029761,25.06386691,46.19100551,3.160762589834872,6.676783004552355,-0.14433500290962314,-82.258064516129,0.0
6,105/11/04,4551205,88126292,19.6,19.6,19.2,19.35,-0.25,2089,0,11.67835932,20.60203105,38.44937449,3.111587640784944,6.442166910688144,-0.16769469708777726,-83.3333333333333,0.0
7,105/11/07,6248331,119784034,19.35,19.4,19.1,19.2,-0.15000000000000213,2787,0,8.93499817,16.71302009,32.26906392,3.0799618556790183,6.283201005312162,-0.1878871626191541,-88.88888888888897,0.0
8,105/11/08,3767780,72278287,19.1,19.45,19.1,19.1,-0.09999999999999787,1656,0,6.53137809,13.31913942,26.89466208,3.057175176985409,6.16156750277271,-0.20530601925165706,-90.90909090909079,0.0
9,105/11/09,14353745,265831967,19.1,19.2,18.2,18.45,-0.6500000000000021,5339,1,5.677003383,10.77176074,20.96127546,2.9035806885855324,5.353246111110031,-0.22678113875542022,-100.0,-100.0
10,105/11/10,5802598,108427775,18.7,18.95,18.5,18.6,0.15000000000000213,2373,0,7.488372626,9.677298037,14.05514886,4.126296139731608,8.671121969068887,-0.2463664849360064,-83.33333333333314,-95.9459459459459
11,105/11/11,5445900,99165366,18.4,18.5,18.15,18.2,-0.40000000000000213,2154,1,5.538696504,8.297764193,13.81589957,3.9793051065458633,7.796529535724626,-0.26756341507683196,-100.0,-100.0
12,105/11/14,3097917,57007107,18.2,18.6,18.2,18.5,0.3000000000000007,1424,0,9.832815214,8.809447866,6.762713172,6.720688204104183,15.469869979163441,-0.2839267195274921,-66.66666666666666,-86.36363636363633
13,105/11/15,2390376,44298945,18.5,18.65,18.35,18.5,0.0,1085,1,12.86151645,10.16013739,4.757379284,6.720688204104183,15.469869979163441,-0.29571243289039373,-25.00000000000022,-78.57142857142856
14,105/11/16,4346156,82464586,18.65,19.2,18.6,18.95,0.4499999999999993,2094,0,26.9651489,15.76180789,-6.644874109,11.316118755911706,28.349670635592876,-0.2977901308537712,0.0,-46.42857142857151
15,105/11/17,2019568,38045345,19.05,19.05,18.75,18.75,-0.1999999999999993,1168,1,33.36138132,21.62833237,-1.837765526,11.049977360708263,26.219017535197235,-0.29573893264338996,-26.666666666666572,-52.173913043478294
16,105/11/18,2071003,38996082,18.8,18.95,18.65,18.8,0.05000000000000071,1076,0,38.90758754,27.38808409,4.349077193,11.621579521820644,27.845866367136175,-0.28996019819372293,-33.33333333333307,-39.99999999999986
17,105/11/21,2171960,40820224,18.85,18.9,18.7,18.75,-0.05000000000000071,981,0,44.98601074,33.25405964,9.790157444,11.540006502428984,27.128067337842143,-0.2821876201525955,-44.44444444444436,-38.88888888888896
18,105/11/22,2529675,47429707,18.8,18.8,18.7,18.75,0.0,1082,0,49.03829288,38.51547072,17.46982641,11.540006502428986,27.128067337842143,-0.2729510424450947,-100.0,-26.666666666666572
19,105/11/23,2775450,51822828,18.75,18.8,18.6,18.65,-0.10000000000000142,1313,1,48.56521112,41.86538419,28.46573032,11.347259456491251,25.253278383630708,-0.2639922661245647,-100.0,-40.0000000000001
20,105/11/24,6059205,115363795,19.0,19.2,18.9,19.0,0.3500000000000014,2853,0,59.04347408,47.59141415,24.6872943,16.703605307901796,42.06834995661158,-0.2503880629782364,0.0,0.0
21,105/11/25,2623900,49497920,19.0,19.0,18.8,18.8,-0.1999999999999993,1428,0,57.00937488,50.7307344,38.17345343,16.092447746283703,36.4462045175776,-0.2367777367762443,-57.142857142856705,-39.99999999999986
22,105/11/28,2697280,50614913,18.8,18.85,18.65,18.75,-0.05000000000000071,1182,1,46.33958325,49.26701735,55.12188554,15.932141728781584,35.041296101227445,-0.2240261772889083,-71.42857142857115,-50.0
23,105/11/29,3676046,69618602,18.75,19.15,18.7,19.0,0.25,1433,1,53.11527772,50.54977081,45.41875697,20.29885777829314,47.24314984005728,-0.20851355352733825,0.0,0.0
24,105/11/30,2546522,48536318,19.05,19.2,19.0,19.05,0.05000000000000071,1020,0,60.41018515,53.83657559,40.68935646,21.199344841801583,49.51891972271307,-0.190938080312793,0.0,0.0
25,105/12/01,2528882,48232746,19.15,19.2,19.0,19.05,0.0,1380,0,65.27345677,57.64886931,42.39969441,21.199344841801583,49.518919722713065,-0.17257876104530154,0.0,0.0
26,105/12/02,1448564,27448570,19.05,19.05,18.85,18.9,-0.15000000000000213,732,1,60.18230451,58.49334771,55.11543412,20.364153617897006,41.7405074351504,-0.15644391640030436,-50.00000000000059,-37.500000000000334
27,105/12/05,2111109,40102171,18.9,19.05,18.9,19.0,0.10000000000000142,955,0,62.34375856,59.776818,54.64293686,22.600319799165675,48.244317156886595,-0.1407585072595001,-33.33333333333333,-12.50000000000011
28,105/12/06,2875700,54308438,19.0,19.0,18.8,18.9,-0.10000000000000142,1571,0,56.71402086,58.75588562,62.83961513,21.923159779112446,42.54490651487707,-0.1273057360464946,-100.0,-37.500000000000334
29,105/12/07,1644037,30996022,18.85,18.95,18.8,18.85,-0.04999999999999716,707,1,49.93055936,55.8141102,67.58121187,21.567738018648594,39.72885203903396,-0.11639278499882227,-100.0,-66.66666666666627
30,105/12/08,2304843,43615887,18.9,19.0,18.85,18.9,0.04999999999999716,790,1,48.43855473,53.35559171,63.18966567,22.94194326571202,44.163819395259715,-0.10664275685639908,-66.66666666666825,-50.00000000000059
31,105/12/09,2128500,40442281,19.1,19.15,18.9,18.95,0.05000000000000071,918,0,48.95903648,51.8900733,57.75214693,24.39900205727056,48.694142342636496,-0.09715243407953295,-33.333333333334124,-33.33333333333373
32,105/12/12,2557718,48151433,18.95,19.0,18.75,18.75,-0.1999999999999993,953,0,32.63935766,45.47316809,71.14078894,22.524974361989738,35.04555647156774,-0.09106620803190564,-100.0,-100.0
33,105/12/13,2739701,51390329,18.85,18.9,18.7,18.7,-0.05000000000000071,1168,0,21.75957177,37.56863598,69.1867644,22.059041572853225,32.32723537523257,-0.08796474587400677,-100.0,-100.0
34,105/12/14,1256560,23532010,18.7,18.8,18.65,18.7,0.0,544,0,17.83971451,30.99232882,57.29755745,22.059041572853225,32.32723537523257,-0.08669094239753236,-100.0,-100.0
35,105/12/15,2351800,43823700,18.65,18.7,18.6,18.65,-0.05000000000000071,936,0,14.92344604,25.63603456,47.06121161,21.520406281173653,29.07925387834461,-0.08718027423308115,-100.0,-100.0
36,105/12/16,5472521,100874872,18.65,18.65,18.3,18.5,-0.14999999999999858,2027,0,17.79210128,23.02139014,33.47996784,19.915624329177856,21.35512384619311,-0.09081295941767834,-100.0,-100.0
37,105/12/19,2134350,39061490,18.45,18.5,18.2,18.25,-0.25,1019,0,13.61578682,19.88618903,32.42699345,17.520376599301297,13.946232631060166,-0.09980545848709196,-100.0,-100.0
38,105/12/20,1685955,30806468,18.25,18.4,18.2,18.25,0.0,770,1,10.83157718,16.86798508,28.94080088,17.520376599301297,13.946232631060166,-0.11145015891229963,-100.0,-100.0
39,105/12/21,1856163,34165444,18.3,18.5,18.3,18.45,0.1999999999999993,801,0,15.99298128,16.57631714,17.74298888,26.121407037605938,38.518614207282084,-0.12083037215615677,-50.0,-71.4285714285715
40,105/12/22,2620039,47814556,18.4,18.45,18.2,18.2,-0.25,899,1,10.66198752,14.60487394,22.49064677,22.845660886298987,26.967771287735886,-0.13185403479469462,-100.0,-100.0
41,105/12/23,1607880,29322001,18.2,18.3,18.15,18.25,0.05000000000000071,719,1,11.55243612,13.58739466,17.65731175,24.917124227350655,31.871043481969302,-0.1422558975924513,-79.99999999999972,-90.90909090909079
42,105/12/26,1365924,25016893,18.35,18.4,18.25,18.35,0.10000000000000142,526,0,17.95803434,15.04427456,9.216754991,29.104648499072937,41.32541598699563,-0.1498535676728954,-39.99999999999915,-69.99999999999957
43,105/12/27,1098396,20154635,18.35,18.4,18.3,18.35,0.0,572,0,24.09323501,18.06059471,5.995314099,29.104648499072933,41.32541598699564,-0.15495206542928813,-39.99999999999915,-69.99999999999957
44,105/12/28,1205900,22121554,18.35,18.4,18.3,18.35,0.0,523,0,29.39549001,21.83889314,6.725699408,29.104648499072933,41.32541598699563,-0.15786224378177255,0.0,-66.66666666666615
45,105/12/29,1009087,18509297,18.3,18.4,18.3,18.35,0.0,498,1,38.64461239,27.44079956,5.033173897,29.104648499072933,41.32541598699563,-0.15888724915917632,0.0,-49.9999999999994
46,105/12/30,1839367,33813622,18.3,18.45,18.3,18.4,0.04999999999999716,791,1,49.57259873,34.81806595,5.30900038,31.885616638137737,48.70558105429528,-0.1575358644238177,0.0,-20.000000000000284
47,106/01/03,4731840,88870527,18.4,19.0,18.4,18.85,0.45000000000000284,1832,0,60.49937955,43.37850382,9.13675235,50.93829653604699,78.2506813304941,-0.1473920183087176,0.0,0.0
48,106/01/04,7970370,148774338,18.85,18.85,18.65,18.8,-0.05000000000000071,925,1,65.82311578,50.86004114,20.93389185,49.25441107173772,72.66973713952248,-0.13271560133238766,-10.000000000000142,-7.692307692307776
49,106/01/05,13423711,258979728,18.85,19.7,18.85,19.2,0.3999999999999986,4794,1,66.46272235,56.06093487,35.25735993,60.68990435933045,83.77722625364541,-0.10941068042863467,0.0,0.0
50,106/01/06,5951855,115040984,19.2,19.4,19.2,19.4,0.1999999999999993,2021,0,70.74526317,60.95571097,41.37660657,65.02480759934332,86.95761585923383,-0.07854009749456825,0.0,0.0
51,106/01/09,8186421,157643033,19.5,19.5,19.15,19.25,-0.14999999999999858,2024,1,69.7825564,63.89799278,52.12886554,59.60239034456014,73.915878077463,-0.04672231161993789,-24.999999999999854,-14.285714285714187
52,106/01/10,4641251,89551812,19.25,19.4,19.25,19.3,0.05000000000000071,1309,0,70.33122808,66.04240455,57.46475749,60.80095314678262,75.39213442174976,-0.015088957096229667,-16.666666666666373,-9.523809523809348
53,106/01/11,2894930,55875299,19.35,19.4,19.2,19.25,-0.05000000000000071,1162,1,69.506533,67.19711403,62.57827609,58.87936235099463,70.59749354213024,0.014017104510982224,-74.99999999999956,-14.285714285714187
54,106/01/12,3776474,72548913,19.25,19.3,19.15,19.3,0.05000000000000071,1226,1,70.14721248,68.18048018,64.24701559,60.26089541926625,72.68225396766223,0.04076709075470595,-66.66666666666588,-9.523809523809348
55,106/01/13,7893946,152532645,19.3,19.4,19.3,19.35,0.05000000000000071,2011,0,71.12378268,69.16158101,65.23717768,61.67718333855664,74.82432637128383,0.065331723200098,0.0,-4.999999999999716
