X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10
0,1999/1/4,3438540,323029609,94.5,95.0,93.3,93.5,0.0,1767,0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
1,1999/1/5,5550830,510151630,93.9,94.5,90.6,91.0,-2.5,3038,0,36.36363636,45.45454545,63.63636364,0.0,0.0,-0.031160968660965217,0.0,0.0
2,1999/1/6,7437021,673467170,91.0,91.9,89.4,90.7,-0.29999999999999716,3595,0,31.98051948,40.96320346,58.92857143,0.0,0.0,-0.05149354234831209,0.0,0.0
3,1999/1/7,5728066,518008895,90.7,91.8,89.8,89.9,-0.7999999999999972,3152,1,24.2965368,35.40764791,57.62987013,0.0,0.0,-0.07432865474976692,0.0,0.0
4,1999/1/8,4353117,391457573,90.0,90.8,89.1,90.5,0.5999999999999943,2359,1,24.10729572,31.64086384,46.7080001,2.6982829108748745,5.908096280087477,-0.08590499189622633,-83.33333333333347,0.0
5,1999/1/11,12782714,1200105760,91.8,95.4,91.3,94.5,4.0,5905,0,44.64295905,35.97489558,18.63876864,18.77133105802047,36.106983655274874,-0.04545423455445342,0.0,0.0
6,1999/1/12,7136929,671587326,94.3,94.9,93.6,94.0,-0.5,2607,0,55.68789863,42.54589659,16.26189253,18.354440940414797,34.44853983555428,0.00472505133576535,-10.869565217391317,0.0
7,1999/1/13,5338689,502366726,93.8,95.3,93.1,93.1,-0.9000000000000057,2571,1,58.28928691,47.79369337,26.80250628,17.58132722398194,31.339310586754404,0.04386078989730031,-30.434782608695816,0.0
8,1999/1/14,5460526,514196671,93.3,94.6,93.1,94.3,1.2000000000000028,2678,1,66.37275212,53.98671295,29.21463461,22.376735025094384,40.00349802289581,0.08796275821252209,-5.000000000000071,0.0
9,1999/1/15,13489892,1309366049,94.4,99.0,94.4,96.5,2.200000000000003,6044,1,69.16432633,59.04591741,38.80909957,30.528316471631236,53.0402202314033,0.15616295310790265,0.0,0.0
10,1999/1/18,13280945,1315363952,96.5,100.5,96.5,100.0,3.5,5419,0,77.98089592,65.35757691,40.11093891,41.313472403066356,66.80886498767177,0.2723458273631644,0.0,0.0
11,1999/1/19,8017109,781090964,100.0,100.5,96.0,96.0,-4.0,3736,0,72.16270254,67.62595212,58.55245129,34.56715364693013,47.649009987475566,0.3586596245494297,-57.97101449275358,-39.603960396039625
12,1999/1/20,7648547,726454028,96.0,96.5,93.8,94.7,-1.2999999999999972,3844,0,64.48273737,66.57821387,70.76916688,32.660490770544634,42.85574160680655,0.40598910785443654,-92.98245614035078,-52.475247524752476
13,1999/1/21,6435224,605765832,94.7,95.4,93.0,93.0,-1.7000000000000028,2882,0,49.14791187,60.7681132,84.00851587,30.25960345401985,37.012973429061965,0.4062791015655897,-100.0,-73.68421052631578
14,1999/1/22,8949546,816111363,92.4,93.5,89.5,89.7,-3.299999999999997,4540,0,33.37133518,51.63585386,88.16489122,26.154262326722687,28.091589672749095,0.337489534725289,-100.0,-100.0
15,1999/1/25,4003801,360933559,89.5,91.5,89.1,89.1,-0.6000000000000085,2311,0,22.24755679,41.83975484,81.02415094,25.463336661464904,26.688083920896037,0.22368282132382158,-100.0,-100.0
16,1999/1/26,9750936,833052138,89.5,90.1,82.9,83.5,-5.599999999999994,4956,1,15.96806816,33.21585928,67.71144151,20.03066282094385,17.11244206875398,0.01821126717270025,-100.0,-100.0
17,1999/1/27,5442330,464836401,84.0,86.6,83.5,85.2,1.7000000000000028,3004,1,15.00143938,27.14438598,51.43027918,25.34913331136333,26.69392259302969,-0.20881741987473446,-82.1052631578947,-89.69696969696967
18,1999/1/28,7839329,678723085,86.6,88.5,84.0,87.1,1.8999999999999915,3663,1,17.95550504,24.08142567,36.33326692,30.991522853343657,36.53344712804901,-0.41077818196715493,-41.93548387096786,-78.18181818181822
19,1999/1/29,5559944,480054575,85.2,88.7,84.6,87.8,0.7000000000000028,2847,0,21.25063972,23.13783035,26.91221161,33.04251715893837,40.08868504222534,-0.5758922930547752,-23.214285714285687,-73.93939393939397
