date,dividend,PE,netWorth,season
099年06月01日,14.90,5.20,2.04,0
099年06月02日,14.61,5.30,2.00,0
099年06月03日,14.96,5.18,2.05,0
099年06月04日,14.86,5.21,2.04,0
099年06月07日,14.92,5.19,2.04,0
099年06月08日,14.69,5.27,2.01,0
099年06月09日,14.04,5.52,1.92,0
099年06月10日,14.25,5.43,1.95,0
099年06月11日,14.24,5.44,1.95,0
099年06月14日,14.22,5.45,1.95,0
099年06月15日,14.31,5.41,1.96,0
099年06月17日,14.12,5.49,1.93,0
099年06月18日,14.02,5.52,1.92,0
099年06月21日,14.12,5.49,1.93,0
099年06月22日,14.43,5.37,1.98,0
099年06月23日,14.43,5.37,1.98,0
099年06月24日,14.39,5.38,1.97,0
099年06月25日,14.06,5.51,1.93,0
099年06月28日,14.00,5.53,1.92,0
099年06月29日,14.00,5.53,1.92,0
099年06月30日,13.94,5.56,1.91,0
099年07月01日,13.75,5.63,1.88,0
099年07月02日,14.04,5.52,1.92,0
099年07月05日,14.20,5.46,1.95,0
099年07月06日,14.45,5.36,1.98,0
099年07月07日,14.22,5.45,1.95,0
099年07月08日,14.35,5.40,1.97,0
099年07月09日,15.35,5.04,2.10,0
099年07月12日,15.27,5.07,2.09,0
099年07月13日,15.18,5.10,2.08,0
099年07月14日,15.73,4.93,2.15,0
099年07月15日,15.49,5.00,2.12,0
099年07月16日,15.33,5.05,2.10,0
099年07月19日,15.29,5.06,2.10,0
099年07月20日,15.61,4.96,2.14,0
099年07月21日,15.37,5.04,2.11,0
099年07月22日,15.16,5.11,2.08,0
099年07月23日,15.37,5.04,2.11,0
099年07月26日,15.51,4.99,2.13,0
099年07月27日,15.22,5.09,2.08,0
099年07月28日,15.25,5.08,2.09,0
099年07月29日,14.22,5.45,1.95,0
099年07月30日,14.33,5.40,1.96,0
099年08月02日,14.41,5.37,1.97,0
099年08月03日,14.33,5.40,1.96,0
099年08月04日,14.37,5.39,1.97,0
099年08月05日,14.16,5.47,1.94,0
099年08月06日,14.27,5.43,1.96,0
099年08月09日,14.35,5.40,1.97,0
099年08月10日,14.31,5.41,1.96,0
099年08月11日,14.35,5.40,1.97,0
099年08月12日,14.43,5.37,1.98,0
099年08月13日,14.51,5.34,1.99,0
099年08月16日,14.53,5.33,1.99,0
099年08月17日,14.35,5.40,1.97,0
099年08月18日,14.51,5.34,1.99,0
099年08月19日,14.57,5.32,2.00,0
099年08月20日,14.53,5.33,1.99,0
099年08月23日,14.37,5.39,1.97,0
099年08月24日,13.62,5.74,1.87,0
099年08月25日,13.27,5.90,1.82,0
099年08月26日,13.27,5.90,1.82,0
099年08月27日,13.17,5.94,1.92,0
099年08月30日,12.59,6.02,1.89,0
099年08月31日,12.15,6.24,1.82,0
099年09月01日,12.09,6.27,1.82,0
099年09月02日,12.19,6.22,1.83,0
099年09月03日,13.03,5.82,1.96,0
099年09月06日,13.24,5.72,1.99,0
099年09月07日,13.13,5.77,1.97,0
099年09月08日,13.13,5.77,1.97,0
099年09月09日,13.07,5.80,1.96,0
099年09月10日,13.21,5.74,1.98,0
099年09月13日,13.28,5.71,1.99,0
099年09月14日,13.38,5.67,2.01,0
099年09月15日,14.17,5.35,2.13,0
099年09月16日,14.20,5.34,2.13,0
099年09月17日,14.18,5.35,2.13,0
099年09月20日,13.92,5.45,2.09,0
099年09月21日,14.01,5.41,2.10,0
099年09月23日,14.20,5.34,2.13,0
099年09月24日,13.90,5.46,2.09,0
099年09月27日,13.95,5.43,2.10,0
099年09月28日,13.72,5.52,2.06,0
099年09月29日,13.78,5.50,2.07,0
099年09月30日,13.86,5.47,2.08,0
099年10月01日,13.84,5.48,2.08,0
099年10月04日,13.59,5.58,2.04,0
099年10月05日,13.51,5.61,2.03,0
099年10月06日,13.65,5.56,2.05,0
099年10月07日,13.59,5.58,2.04,0
099年10月08日,13.37,5.72,2.01,0
099年10月11日,13.31,5.74,2.00,0
099年10月12日,13.35,5.72,2.00,0
099年10月13日,13.31,5.74,2.00,0
099年10月14日,13.37,5.72,2.01,0
099年10月15日,13.29,5.75,1.99,0
099年10月18日,13.29,5.75,1.99,0
099年10月19日,13.15,5.81,1.97,0
099年10月20日,13.91,5.49,2.09,0
099年10月21日,14.02,5.45,2.11,0
099年10月22日,14.00,5.46,2.10,0
099年10月25日,13.98,5.46,2.10,0
099年10月26日,13.91,5.49,2.09,0
099年10月27日,13.73,5.56,2.06,0
099年10月28日,14.16,5.40,2.13,0
099年10月29日,14.04,5.44,2.11,0
099年11月01日,14.10,5.42,2.07,0
099年11月02日,16.59,5.52,2.03,0
099年11月03日,16.01,5.72,1.96,0
099年11月04日,15.92,5.76,1.95,0
099年11月05日,16.52,5.55,2.02,0
099年11月08日,16.03,5.72,1.96,0
099年11月09日,16.17,5.67,1.98,0
099年11月10日,16.17,5.67,1.98,0
099年11月11日,16.03,5.72,1.96,0
099年11月12日,15.85,5.78,1.94,0
099年11月15日,15.96,5.74,1.96,0
099年11月16日,15.96,5.74,1.96,0
099年11月17日,15.82,5.79,1.94,0
099年11月18日,15.96,5.74,1.96,0
099年11月19日,15.99,5.73,1.96,0
099年11月22日,16.01,5.72,1.96,0
099年11月23日,15.96,5.74,1.96,0
099年11月24日,15.82,5.79,1.94,0
099年11月25日,16.06,5.71,1.97,0
099年11月26日,16.13,5.68,1.98,0
099年11月29日,16.26,5.63,1.99,0
099年11月30日,16.54,5.54,2.03,0
099年12月01日,16.59,5.52,2.03,0
099年12月02日,16.47,5.56,2.02,0
099年12月03日,16.82,5.45,2.06,0
099年12月06日,16.61,5.52,2.04,0
099年12月07日,16.71,5.49,2.05,0
099年12月08日,16.75,5.47,2.05,0
099年12月09日,16.64,5.51,2.04,0
099年12月10日,16.59,5.52,2.03,0
099年12月13日,16.64,5.51,2.04,0
099年12月14日,16.47,5.56,2.02,0
099年12月15日,16.52,5.55,2.02,0
099年12月16日,16.45,5.57,2.02,0
099年12月17日,16.50,5.56,2.02,0
099年12月20日,16.82,5.45,2.06,0
099年12月21日,16.80,5.46,2.06,0
099年12月22日,16.94,5.41,2.08,0
099年12月23日,17.05,5.37,2.09,0
099年12月24日,16.73,5.48,2.05,0
099年12月27日,16.52,5.55,2.02,0
099年12月28日,16.45,5.57,2.02,0
099年12月29日,16.06,5.71,1.97,0
099年12月30日,15.94,5.75,1.95,0
099年12月31日,16.15,5.68,1.98,0
100年01月03日,15.92,5.76,1.95,0
100年01月04日,16.13,5.68,1.98,0
100年01月05日,16.33,5.61,2.00,0
100年01月06日,16.36,5.60,2.00,0
100年01月07日,16.06,5.71,1.97,0
100年01月10日,16.01,5.72,1.96,0
100年01月11日,16.10,5.69,1.97,0
100年01月12日,16.03,5.72,1.96,0
100年01月13日,16.06,5.71,1.97,0
100年01月14日,16.08,5.70,1.97,0
100年01月17日,15.96,5.74,1.96,0
100年01月18日,16.01,5.72,1.96,0
100年01月19日,16.01,5.72,1.96,0
100年01月20日,16.10,5.69,1.97,0
100年01月21日,16.10,5.69,1.97,0
100年01月24日,15.96,5.74,1.96,0
100年01月25日,15.85,5.78,1.94,0
100年01月26日,15.94,5.75,1.95,0
100年01月27日,16.06,5.71,1.97,0
100年01月28日,15.87,5.77,1.94,0
100年02月08日,15.24,6.01,1.87,0
100年02月09日,14.50,6.32,1.78,0
100年02月10日,14.45,6.34,1.77,0
100年02月11日,14.15,6.48,1.73,0
100年02月14日,14.15,6.48,1.73,0
100年02月15日,14.22,6.44,1.74,0
100年02月16日,14.13,6.49,1.73,0
100年02月17日,13.69,6.69,1.68,0
100年02月18日,13.74,6.67,1.68,0
100年02月21日,13.92,6.58,1.71,0
100年02月22日,13.39,6.85,1.64,0
100年02月23日,13.41,6.83,1.64,0
100年02月24日,13.18,6.95,1.62,0
100年02月25日,13.50,6.79,1.65,0
100年03月01日,13.50,6.79,1.65,0
100年03月02日,13.50,6.79,1.65,0
100年03月03日,13.57,6.75,1.66,0
100年03月04日,13.41,6.83,1.64,0
100年03月07日,13.13,6.98,1.61,0
100年03月08日,13.29,6.89,1.63,0
100年03月09日,13.48,6.80,1.65,0
100年03月10日,13.39,6.85,1.64,0
100年03月11日,13.48,6.80,1.65,0
100年03月14日,12.92,7.09,1.58,0
100年03月15日,12.06,7.60,1.48,0
100年03月16日,12.23,7.50,1.50,0
100年03月17日,11.97,7.66,1.47,0
100年03月18日,12.25,7.48,1.50,0
100年03月21日,12.37,7.41,1.52,0
100年03月22日,12.74,7.19,1.56,0
100年03月23日,12.60,7.27,1.54,0
100年03月24日,12.62,7.26,1.55,0
100年03月25日,12.44,7.37,1.52,0
100年03月28日,12.18,7.52,1.49,0
100年03月29日,12.11,7.57,1.48,0
100年03月30日,12.11,7.57,1.48,0
100年03月31日,12.25,7.48,1.50,0
100年04月01日,12.48,7.34,1.53,0
100年04月06日,12.62,7.26,1.55,0
100年04月07日,12.76,7.18,1.56,0
100年04月08日,12.65,7.25,1.55,0
100年04月11日,12.44,7.37,1.52,0
100年04月12日,12.32,7.44,1.51,0
100年04月13日,12.44,7.37,1.52,0
100年04月14日,12.62,7.26,1.55,0
100年04月15日,13.06,7.02,1.60,0
100年04月18日,13.60,6.74,1.67,0
100年04月19日,13.29,6.89,1.63,0
100年04月20日,14.08,6.51,1.73,0
100年04月21日,13.92,6.58,1.71,0
100年04月22日,14.15,6.48,1.73,0
100年04月25日,13.76,6.66,1.69,0
100年04月26日,13.81,6.64,1.69,0
100年04月27日,13.39,6.85,1.64,0
100年04月28日,13.81,6.64,1.69,0
100年04月29日,13.23,6.93,1.62,0
100年05月03日,13.57,6.75,1.67,0
100年05月04日,22.80,6.74,1.67,0
100年05月05日,23.31,6.59,1.71,0
100年05月06日,23.11,4.38,1.69,0
100年05月09日,23.23,4.36,1.70,0
100年05月10日,23.07,4.38,1.69,0
100年05月11日,23.00,4.40,1.69,0
100年05月12日,23.31,4.34,1.71,0
100年05月13日,24.90,4.06,1.83,0
100年05月16日,24.90,4.06,1.83,0
100年05月17日,24.90,4.06,1.83,0
100年05月18日,25.02,4.04,1.83,0
100年05月19日,24.36,4.15,1.79,0
100年05月20日,24.01,4.21,1.76,0
100年05月23日,24.12,4.19,1.77,0
100年05月24日,24.51,4.13,1.80,0
100年05月25日,23.93,4.23,1.75,0
100年05月26日,24.05,4.21,1.76,0
100年05月27日,24.32,4.16,1.78,0
100年05月30日,24.51,4.13,1.80,0
100年05月31日,25.02,4.04,1.83,0
100年06月01日,25.18,4.02,1.85,0
100年06月02日,24.90,4.06,1.83,0
100年06月03日,24.98,4.05,1.83,0
100年06月07日,24.86,4.07,1.82,0
100年06月08日,25.10,4.03,1.84,0
100年06月09日,24.63,4.11,1.81,0
100年06月10日,23.93,4.23,1.75,0
100年06月13日,23.07,4.38,1.69,0
100年06月14日,23.39,4.33,1.71,0
100年06月15日,23.46,4.31,1.72,0
100年06月16日,21.95,4.61,1.61,0
100年06月17日,21.40,4.73,1.57,0
100年06月20日,20.74,4.88,1.52,0
100年06月21日,21.21,4.77,1.55,0
100年06月22日,21.25,4.76,1.56,0
100年06月23日,20.82,4.86,1.53,0
100年06月24日,21.52,4.70,1.58,0
100年06月27日,21.60,4.68,1.58,0
100年06月28日,21.25,4.76,1.56,0
100年06月29日,21.52,4.70,1.58,0
100年06月30日,21.56,4.69,1.58,0
100年07月01日,20.97,4.82,1.54,0
100年07月04日,21.17,4.78,1.55,0
100年07月05日,21.32,4.74,1.56,0
100年07月06日,20.93,4.83,1.53,0
100年07月07日,20.97,4.82,1.54,0
100年07月08日,21.63,4.68,1.59,0
100年07月11日,21.32,4.74,1.56,0
100年07月12日,19.92,5.08,1.46,0
100年07月13日,19.14,5.28,1.40,0
100年07月14日,19.34,5.23,1.42,0
100年07月15日,19.40,5.22,1.42,0
100年07月18日,18.68,5.42,1.37,0
100年07月19日,19.96,5.07,1.46,0
100年07月20日,20.70,4.89,1.52,0
100年07月21日,20.70,4.89,1.52,0
100年07月22日,20.66,4.90,1.51,0
100年07月25日,20.27,4.99,1.49,0
100年07月26日,20.54,4.92,1.51,0
100年07月27日,21.28,4.75,1.56,0
100年07月28日,21.48,4.71,1.57,0
100年07月29日,20.47,4.94,1.50,0
100年08月01日,20.66,4.90,1.51,0
100年08月02日,21.01,4.81,1.54,0
100年08月03日,20.82,4.86,1.53,0
100年08月04日,20.58,4.91,1.51,0
100年08月05日,19.14,5.28,1.40,0
100年08月08日,17.82,5.68,1.31,0
100年08月09日,17.20,5.88,1.26,0
100年08月10日,17.47,5.79,1.28,0
100年08月11日,17.94,5.64,1.31,0
100年08月12日,18.00,5.62,1.32,0
100年08月15日,18.42,5.49,1.35,0
100年08月16日,18.23,5.55,1.34,0
100年08月17日,18.02,5.62,1.32,0
100年08月18日,17.12,5.91,1.25,0
100年08月19日,15.93,6.35,1.17,0
100年08月22日,15.99,6.33,1.17,0
100年08月23日,17.10,5.92,1.25,0
100年08月24日,16.29,6.26,1.20,0
100年08月25日,16.02,6.36,1.18,0
100年08月26日,16.65,6.12,1.22,0
100年08月29日,17.14,5.95,1.26,0
100年08月30日,17.59,5.80,1.34,0
100年08月31日,16.70,5.75,1.35,0
100年09月01日,16.38,5.86,1.33,0
100年09月02日,17.14,5.60,1.39,0
100年09月05日,16.96,5.66,1.37,0
100年09月06日,16.24,5.91,1.31,0
100年09月07日,17.05,5.63,1.38,0
100年09月08日,16.86,5.69,1.36,0
100年09月09日,17.27,5.56,1.40,0
100年09月13日,16.97,5.65,1.37,0
100年09月14日,16.42,5.84,1.33,0
100年09月15日,17.56,5.46,1.42,0
100年09月16日,18.38,5.22,1.49,0
100年09月19日,18.15,5.28,1.47,0
100年09月20日,19.41,4.94,1.57,0
100年09月21日,19.34,4.96,1.56,0
100年09月22日,19.56,4.91,1.58,0
100年09月23日,18.19,5.27,1.47,0
100年09月26日,16.97,5.65,1.37,0
100年09月27日,18.15,5.28,1.47,0
100年09月28日,18.15,5.28,1.47,0
100年09月29日,18.97,5.06,1.53,0
100年09月30日,19.15,5.01,1.55,0
100年10月03日,18.67,5.14,1.51,0
100年10月04日,19.19,5.00,1.55,0
100年10月05日,19.37,4.95,1.57,0
100年10月06日,18.63,5.15,1.51,0
100年10月07日,18.52,5.18,1.50,0
100年10月11日,18.63,5.15,1.51,0
100年10月12日,19.14,5.05,1.54,0
100年10月13日,19.03,5.08,1.53,0
100年10月14日,18.96,5.10,1.53,0
100年10月17日,18.92,5.11,1.53,0
100年10月18日,18.59,5.20,1.50,0
100年10月19日,18.48,5.23,1.49,0
100年10月20日,18.55,5.21,1.50,0
100年10月21日,18.46,5.24,1.49,0
100年10月24日,18.88,5.12,1.52,0
100年10月25日,18.74,5.16,1.51,0
100年10月26日,19.29,5.01,1.56,0
100年10月27日,19.14,5.05,1.54,0
100年10月28日,18.96,5.10,1.53,0
100年10月31日,18.85,5.13,1.47,0
100年11月01日,19.03,5.10,1.48,0
100年11月02日,19.78,4.91,1.54,0
100年11月03日,19.07,5.09,1.48,0
100年11月04日,19.07,5.09,1.48,0
100年11月07日,19.14,5.07,1.49,0
100年11月08日,18.92,5.13,1.47,0
100年11月09日,18.96,5.12,1.47,0
100年11月10日,18.34,5.29,1.42,0
100年11月11日,18.19,5.33,1.41,0
100年11月14日,18.66,5.20,1.45,0
100年11月15日,18.43,5.26,1.43,0
100年11月16日,18.28,5.31,1.42,0
100年11月17日,18.47,5.25,1.43,0
100年11月18日,18.08,5.37,1.40,0
100年11月21日,16.83,5.76,1.31,0
100年11月22日,15.76,6.15,1.22,0
100年11月23日,15.54,6.24,1.21,0
100年11月24日,15.69,6.18,1.22,0
100年11月25日,15.22,6.37,1.18,0
100年11月28日,15.80,6.14,1.23,0
100年11月29日,15.80,6.14,1.23,0
100年11月30日,16.34,5.94,1.27,0
100年12月01日,17.48,5.55,1.36,0
100年12月02日,17.22,5.63,1.34,0
100年12月05日,17.00,5.71,1.32,0
100年12月06日,16.16,6.00,1.25,0
100年12月07日,16.23,5.98,1.26,0
100年12月08日,16.12,6.02,1.25,0
100年12月09日,16.34,5.94,1.27,0
100年12月12日,16.29,5.96,1.26,0
100年12月13日,16.38,5.92,1.27,0
100年12月14日,16.57,5.86,1.29,0
100年12月15日,16.01,6.06,1.24,0
100年12月16日,15.82,6.13,1.23,0
100年12月19日,14.93,6.50,1.16,0
100年12月20日,15.06,6.44,1.17,0
100年12月21日,16.10,6.03,1.25,0
100年12月22日,15.88,6.11,1.23,0
100年12月23日,16.36,5.93,1.27,0
100年12月26日,16.46,5.90,1.28,0
100年12月27日,16.46,5.90,1.28,0
100年12月28日,16.47,5.89,1.28,0
100年12月29日,16.49,5.88,1.28,0
100年12月30日,16.55,5.86,1.28,0
101年01月02日,16.14,6.01,1.25,0
101年01月03日,16.46,5.90,1.28,0
101年01月04日,16.55,5.86,1.28,0
101年01月05日,17.18,5.65,1.33,0
101年01月06日,17.20,5.64,1.34,0
101年01月09日,17.85,5.43,1.39,0
101年01月10日,18.51,5.24,1.44,0
101年01月11日,18.73,5.18,1.45,0
101年01月12日,18.54,5.23,1.44,0
101年01月13日,18.30,5.30,1.42,0
101年01月16日,18.28,5.31,1.42,0
101年01月17日,19.22,5.05,1.49,0
101年01月18日,19.40,5.00,1.51,0
101年01月30日,20.45,4.74,1.59,0
101年01月31日,20.45,4.74,1.59,0
101年02月01日,20.49,4.74,1.59,0
101年02月02日,20.97,4.63,1.63,0
101年02月03日,20.78,4.67,1.61,0
101年02月04日,20.63,4.70,1.60,0
101年02月06日,20.41,4.75,1.58,0
101年02月07日,21.83,4.44,1.69,0
101年02月08日,22.05,4.40,1.71,0
101年02月09日,22.28,4.36,1.73,0
101年02月10日,22.24,4.36,1.73,0
101年02月13日,21.83,4.44,1.69,0
101年02月14日,22.43,4.33,1.74,0
101年02月15日,22.99,4.22,1.78,0
101年02月16日,23.02,4.21,1.79,0
101年02月17日,23.47,4.13,1.82,0
101年02月20日,23.54,4.12,1.83,0
101年02月21日,23.06,4.21,1.79,0
101年02月22日,23.88,4.06,1.85,0
101年02月23日,23.58,4.11,1.83,0
101年02月24日,23.62,4.11,1.83,0
101年02月29日,23.28,4.17,1.81,0
101年03月01日,23.51,4.13,1.83,0
101年03月02日,23.58,4.11,1.83,0
101年03月03日,22.76,4.26,1.77,0
101年03月05日,21.27,4.56,1.65,0
101年03月06日,21.60,4.49,1.68,0
101年03月07日,21.42,4.53,1.66,0
101年03月08日,21.53,4.51,1.67,0
101年03月09日,21.57,4.50,1.67,0
101年03月12日,21.12,4.59,1.64,0
101年03月13日,21.34,4.55,1.66,0
101年03月14日,21.57,4.50,1.67,0
101年03月15日,22.01,4.41,1.71,0
101年03月16日,21.57,4.50,1.67,0
101年03月19日,21.64,4.48,1.68,0
101年03月20日,21.31,4.55,1.65,0
101年03月21日,21.53,4.51,1.67,0
101年03月22日,21.72,4.47,1.69,0
101年03月23日,21.75,4.46,1.69,0
101年03月26日,21.38,4.54,1.66,0
101年03月27日,21.23,4.57,1.65,0
101年03月28日,21.16,4.59,1.64,0
101年03月29日,19.89,4.88,1.54,0
101年03月30日,20.11,4.82,1.54,0
101年04月02日,16.27,4.93,1.50,0
101年04月03日,16.36,4.91,1.51,0
101年04月05日,16.98,4.73,1.57,0
101年04月06日,17.01,4.72,1.57,0
101年04月09日,17.13,4.68,1.58,0
101年04月10日,17.28,4.64,1.60,0
101年04月11日,17.47,4.59,1.61,0
101年04月12日,17.59,4.56,1.62,0
101年04月13日,17.59,4.56,1.62,0
101年04月16日,17.44,4.60,1.61,0
101年04月17日,17.41,4.61,1.61,0
101年04月18日,17.69,4.54,1.63,0
101年04月19日,17.96,4.47,1.66,0
101年04月20日,16.91,4.74,1.56,0
101年04月23日,17.19,4.67,1.59,0
101年04月24日,17.41,4.61,1.61,0
101年04月25日,17.96,4.47,1.66,0
101年04月26日,18.83,4.26,1.74,0
101年04月27日,18.98,4.23,1.75,0
101年04月30日,19.57,4.10,1.77,0
101年05月02日,17.35,3.93,1.84,0
101年05月03日,17.35,3.93,1.84,0
101年05月04日,16.96,3.72,1.80,0
101年05月07日,16.90,3.73,1.79,0
101年05月08日,16.90,3.73,1.79,0
101年05月09日,16.48,3.82,1.75,0
101年05月10日,16.67,3.78,1.77,0
101年05月11日,16.69,3.77,1.77,0
101年05月14日,16.14,3.90,1.71,0
101年05月15日,16.72,3.77,1.77,0
101年05月16日,16.22,3.88,1.72,0
101年05月17日,15.88,3.97,1.69,0
101年05月18日,15.33,4.11,1.63,0
101年05月21日,14.88,4.23,1.58,0
101年05月22日,15.01,4.20,1.59,0
101年05月23日,14.72,4.28,1.56,0
101年05月24日,14.25,4.42,1.51,0
101年05月25日,14.04,4.49,1.49,0
101年05月28日,14.38,4.38,1.53,0
101年05月29日,15.33,4.11,1.63,0
101年05月30日,14.86,4.24,1.58,0
101年05月31日,15.59,4.04,1.65,0
101年06月01日,14.75,4.27,1.57,0
101年06月04日,13.73,4.59,1.46,0
101年06月05日,13.88,4.54,1.47,0
101年06月06日,14.12,4.46,1.50,0
101年06月07日,13.78,4.57,1.46,0
101年06月08日,13.67,4.61,1.45,0
101年06月11日,14.09,4.47,1.50,0
101年06月12日,14.04,4.49,1.49,0
101年06月13日,13.99,4.50,1.48,0
101年06月14日,14.04,4.49,1.49,0
101年06月15日,14.28,4.41,1.52,0
101年06月18日,14.78,4.26,1.57,0
101年06月19日,14.20,4.44,1.51,0
101年06月20日,14.51,4.34,1.54,0
101年06月21日,14.25,4.42,1.51,0
101年06月22日,14.23,4.43,1.51,0
101年06月25日,14.02,4.49,1.49,0
101年06月26日,13.86,4.55,1.47,0
101年06月27日,13.91,4.53,1.48,0
101年06月28日,13.86,4.55,1.47,0
101年06月29日,14.20,4.44,1.51,0
101年07月02日,14.28,4.41,1.52,0
101年07月03日,14.62,4.31,1.55,0
101年07月04日,15.01,4.20,1.59,0
101年07月05日,14.78,4.26,1.57,0
101年07月06日,14.70,4.29,1.56,0
101年07月09日,14.67,4.29,1.56,0
101年07月10日,14.54,4.33,1.54,0
101年07月11日,15.51,4.06,1.65,0
101年07月12日,15.09,4.17,1.60,0
101年07月13日,14.49,4.35,1.54,0
101年07月16日,14.30,4.40,1.52,0
101年07月17日,14.17,4.44,1.50,0
101年07月18日,13.86,4.55,1.47,0
101年07月19日,14.04,4.49,1.49,0
101年07月20日,14.04,4.49,1.49,0
101年07月23日,13.81,4.56,1.47,0
101年07月24日,13.23,4.76,1.40,0
101年07月25日,13.33,4.72,1.42,0
101年07月26日,13.33,4.72,1.42,0
101年07月27日,13.62,4.62,1.45,0
101年07月30日,13.65,4.62,1.45,0
101年07月31日,13.67,4.61,1.45,0
101年08月01日,13.91,4.53,1.48,0
101年08月03日,13.75,4.58,1.46,0
101年08月06日,13.86,4.55,1.47,0
101年08月07日,13.91,4.53,1.48,0
101年08月08日,14.28,4.41,1.52,0
101年08月09日,14.75,4.27,1.57,0
101年08月10日,14.88,4.23,1.58,0
101年08月13日,14.96,4.21,1.59,0
101年08月14日,14.70,4.29,1.56,0
101年08月15日,14.70,4.29,1.56,0
101年08月16日,15.04,4.19,1.60,0
101年08月17日,15.01,4.20,1.59,0
101年08月20日,14.91,4.23,1.58,0
101年08月21日,15.30,4.12,1.62,0
101年08月22日,14.93,4.26,1.58,0
101年08月23日,15.01,4.24,1.59,0
101年08月24日,15.07,4.23,1.60,0
101年08月27日,15.28,4.17,1.62,0
101年08月28日,15.12,4.21,1.60,0
101年08月29日,15.20,4.19,1.61,0
101年08月30日,14.67,4.34,1.56,0
101年08月31日,14.96,4.26,1.63,0
101年09月03日,15.99,4.07,1.70,0
101年09月04日,15.88,4.10,1.69,0
