date,dividend,PE,netWorth,season
100年11月10日,62.68,5.84,1.65,0
100年11月11日,63.05,5.80,1.66,0
100年11月14日,64.88,5.64,1.70,0
100年11月15日,64.39,5.68,1.69,0
100年11月16日,64.88,5.64,1.70,0
100年11月17日,64.88,5.64,1.70,0
100年11月18日,63.17,5.79,1.66,0
100年11月21日,58.78,6.22,1.54,0
100年11月22日,54.88,6.67,1.44,0
100年11月23日,53.66,6.82,1.41,0
100年11月24日,53.66,6.82,1.41,0
100年11月25日,53.66,6.82,1.41,0
100年11月28日,54.88,6.67,1.44,0
100年11月29日,56.59,6.47,1.49,0
100年11月30日,54.76,6.68,1.44,0
100年12月01日,58.54,6.25,1.54,0
100年12月02日,58.78,6.22,1.54,0
100年12月05日,60.24,6.07,1.58,0
100年12月06日,60.00,6.10,1.58,0
100年12月07日,59.39,6.16,1.56,0
100年12月08日,58.78,6.22,1.54,0
100年12月09日,58.78,6.22,1.54,0
100年12月12日,58.54,6.25,1.54,0
100年12月13日,58.41,6.26,1.53,0
100年12月14日,59.15,6.19,1.55,0
100年12月15日,57.80,6.33,1.52,0
100年12月16日,57.68,6.34,1.52,0
100年12月19日,59.51,6.15,1.56,0
100年12月20日,63.66,5.75,1.67,0
100年12月21日,67.07,5.45,1.76,0
100年12月22日,66.83,5.47,1.76,0
100年12月23日,68.66,5.33,1.80,0
100年12月26日,70.98,5.15,1.86,0
100年12月27日,70.37,5.20,1.85,0
100年12月28日,69.39,5.27,1.82,0
100年12月29日,70.85,5.16,1.86,0
100年12月30日,70.37,5.20,1.85,0
101年01月02日,68.54,5.34,1.80,0
101年01月03日,73.29,4.99,1.93,0
101年01月04日,75.49,4.85,1.98,0
101年01月05日,80.49,4.55,2.11,0
101年01月06日,81.59,4.48,2.14,0
101年01月09日,83.29,4.39,2.19,0
101年01月10日,82.93,4.41,2.18,0
101年01月11日,86.46,4.23,2.27,0
101年01月12日,85.61,4.27,2.25,0
101年01月13日,81.71,4.48,2.15,0
101年01月16日,84.88,4.31,2.23,0
101年01月17日,90.73,4.03,2.38,0
101年01月18日,96.34,3.80,2.53,0
101年01月30日,99.88,3.66,2.62,0
101年01月31日,102.20,3.58,2.68,0
101年02月01日,101.46,3.61,2.66,0
101年02月02日,104.88,3.49,2.75,0
101年02月03日,111.71,3.28,2.93,0
101年02月04日,108.78,3.36,2.86,0
101年02月06日,103.41,3.54,2.72,0
101年02月07日,110.37,3.31,2.90,0
101年02月08日,111.46,3.28,2.93,0
101年02月09日,111.83,3.27,2.94,0
101年02月10日,113.90,3.21,2.99,0
101年02月13日,121.83,3.00,3.20,0
101年02月14日,121.83,3.00,3.20,0
101年02月15日,123.41,2.96,3.24,0
101年02月16日,114.88,3.18,3.02,0
101年02月17日,112.93,3.24,2.97,0
101年02月20日,112.44,3.25,2.95,0
101年02月21日,117.44,3.12,3.08,0
101年02月22日,117.44,3.12,3.08,0
101年02月23日,118.17,3.10,3.10,0
101年02月24日,119.15,3.07,3.13,0
101年02月29日,119.02,3.07,3.13,0
101年03月01日,127.32,2.87,3.34,0
101年03月02日,124.63,2.94,3.27,0
101年03月03日,119.88,3.05,3.15,0
101年03月05日,116.10,3.15,3.05,0
101年03月06日,110.98,3.30,2.92,0
101年03月07日,110.00,3.33,2.89,0
101年03月08日,110.61,3.31,2.91,0
101年03月09日,112.20,3.26,2.95,0
101年03月12日,107.20,3.41,2.82,0
101年03月13日,106.83,3.42,2.81,0
101年03月14日,111.22,3.29,2.92,0
101年03月15日,111.59,3.28,2.93,0
101年03月16日,108.66,3.37,2.86,0
101年03月19日,108.29,3.38,2.85,0
101年03月20日,109.39,3.34,2.88,0
101年03月21日,107.32,3.41,2.82,0
101年03月22日,111.46,3.28,2.93,0
101年03月23日,119.15,3.07,3.13,0
101年03月26日,123.17,2.97,3.20,0
101年03月27日,165.67,3.02,3.15,0
101年03月28日,163.83,3.05,3.11,0
101年03月29日,152.50,3.28,2.90,0
101年03月30日,156.00,3.21,2.96,0
101年04月02日,151.00,3.31,2.87,0
101年04月03日,141.67,3.53,2.69,0
101年04月05日,146.33,3.42,2.78,0
101年04月06日,156.50,3.19,2.97,0
101年04月09日,154.00,3.25,2.92,0
101年04月10日,152.33,3.28,2.89,0
101年04月11日,156.00,3.21,2.96,0
101年04月12日,161.00,3.11,3.06,0
101年04月13日,161.00,3.11,3.06,0
101年04月16日,160.33,3.12,3.04,0
101年04月17日,160.67,3.11,3.05,0
101年04月18日,152.17,3.29,2.89,0
101年04月19日,149.33,3.35,2.84,0
101年04月20日,139.00,3.60,2.64,0
101年04月23日,136.50,3.66,2.59,0
101年04月24日,137.33,3.64,2.61,0
101年04月25日,141.00,3.55,2.68,0
101年04月26日,136.50,3.66,2.59,0
101年04月27日,134.33,3.72,2.55,0
101年04月30日,136.50,3.66,2.46,0
101年05月02日,69.03,3.50,2.57,0
101年05月03日,67.74,3.57,2.53,0
101年05月04日,70.08,3.45,2.62,0
101年05月07日,68.55,3.53,2.56,0
101年05月08日,68.06,3.55,2.54,0
101年05月09日,67.74,3.57,2.53,0
101年05月10日,65.32,3.70,2.44,0
101年05月11日,64.19,3.77,2.40,0
101年05月14日,64.03,3.78,2.39,0
101年05月15日,65.73,3.68,2.45,0
101年05月16日,63.39,3.82,2.37,0
101年05月17日,61.45,3.94,2.30,0
101年05月18日,57.26,4.23,2.14,0
101年05月21日,57.02,4.24,2.13,0
101年05月22日,59.68,4.05,2.23,0
101年05月23日,58.63,4.13,2.19,0
101年05月24日,57.58,4.20,2.15,0
101年05月25日,56.45,4.29,2.11,0
101年05月28日,57.26,4.23,2.14,0
101年05月29日,61.21,3.95,2.29,0
101年05月30日,61.77,3.92,2.31,0
101年05月31日,60.48,4.00,2.26,0
101年06月01日,58.79,4.12,2.20,0
101年06月04日,54.68,4.42,2.04,0
101年06月05日,56.64,4.34,2.10,0
101年06月06日,59.34,4.14,2.20,0
101年06月07日,60.25,4.08,2.23,0
101年06月08日,60.49,4.07,2.24,0
101年06月11日,62.95,3.91,2.33,0
101年06月12日,61.72,3.98,2.29,0
101年06月13日,64.26,3.83,2.38,0
101年06月14日,63.20,3.89,2.34,0
101年06月15日,65.08,3.78,2.41,0
101年06月18日,66.72,3.69,2.47,0
101年06月19日,65.08,3.78,2.41,0
101年06月20日,65.90,3.73,2.44,0
101年06月21日,64.43,3.82,2.39,0
101年06月22日,64.02,3.84,2.37,0
101年06月25日,62.54,3.93,2.32,0
101年06月26日,63.44,3.88,2.35,0
101年06月27日,65.41,3.76,2.43,0
101年06月28日,65.25,3.77,2.42,0
101年06月29日,67.38,3.65,2.50,0
101年07月02日,67.87,3.62,2.52,0
101年07月03日,69.18,3.55,2.57,0
101年07月04日,69.67,3.53,2.58,0
101年07月05日,68.03,3.61,2.52,0
101年07月06日,67.05,3.67,2.49,0
101年07月09日,67.21,3.66,2.49,0
101年07月10日,64.26,3.83,2.38,0
101年07月11日,66.07,3.72,2.45,0
101年07月12日,64.92,3.79,2.41,0
101年07月13日,64.75,3.80,2.40,0
101年07月16日,62.21,3.95,2.31,0
101年07月17日,62.70,3.92,2.33,0
101年07月18日,61.89,3.97,2.29,0
101年07月19日,62.38,3.94,2.31,0
101年07月20日,63.28,3.89,2.35,0
101年07月23日,61.48,4.00,2.28,0
101年07月24日,62.21,3.95,2.31,0
101年07月25日,61.39,4.01,2.28,0
101年07月26日,63.11,3.90,2.34,0
101年07月27日,65.16,3.77,2.42,0
101年07月30日,64.59,3.81,2.40,0
101年07月31日,67.21,3.66,2.49,0
101年08月01日,68.20,3.61,2.53,0
101年08月03日,66.89,3.68,2.48,0
101年08月06日,66.07,3.72,2.45,0
101年08月07日,66.07,3.72,2.45,0
101年08月08日,67.05,3.67,2.49,0
101年08月09日,69.34,3.55,2.57,0
101年08月10日,68.11,3.61,2.53,0
101年08月13日,68.85,3.57,2.55,0
101年08月14日,68.85,3.57,2.55,0
101年08月15日,68.69,3.58,2.55,0
101年08月16日,66.89,3.68,2.48,0
101年08月17日,67.87,3.62,2.52,0
101年08月20日,69.34,3.55,2.57,0
101年08月21日,69.02,3.56,2.56,0
101年08月22日,68.61,3.58,2.54,0
101年08月23日,69.02,3.56,2.68,0
101年08月24日,33.00,3.50,2.73,0
101年08月27日,32.42,3.56,2.68,0
101年08月28日,31.19,3.70,2.58,0
101年08月29日,31.58,3.65,2.61,0
101年08月30日,31.58,3.65,2.61,0
101年08月31日,32.65,3.53,2.70,0
101年09月03日,33.85,3.41,2.80,0
101年09月04日,33.81,3.41,2.80,0
