date,yield,dividend,PE,netWorth,season
100年05月30日,16.97,4.99,2.42,0
100年05月31日,17.48,4.85,2.49,0
100年06月01日,17.58,4.82,2.51,0
100年06月02日,17.37,4.88,2.48,0
100年06月03日,17.37,4.88,2.48,0
100年06月07日,17.22,4.92,2.46,0
100年06月08日,17.37,4.88,2.48,0
100年06月09日,17.18,4.93,2.45,0
100年06月10日,16.86,5.03,2.41,0
100年06月13日,16.67,5.08,2.38,0
100年06月14日,16.80,5.04,2.40,0
100年06月15日,17.25,4.91,2.46,0
100年06月16日,17.06,4.97,2.43,0
100年06月17日,16.97,4.99,2.42,0
100年06月20日,17.06,4.97,2.43,0
100年06月21日,17.25,4.91,2.46,0
100年06月22日,16.99,4.99,2.42,0
100年06月23日,16.95,5.00,2.42,0
100年06月24日,16.99,4.99,2.42,0
100年06月27日,17.01,4.98,2.43,0
100年06月28日,17.12,4.95,2.44,0
100年06月29日,17.33,4.89,2.47,0
100年06月30日,17.63,4.81,2.52,0
100年07月01日,17.84,4.75,2.55,0
100年07月04日,17.71,4.78,2.53,0
100年07月05日,18.09,4.68,2.58,0
100年07月06日,17.88,4.74,2.55,0
100年07月07日,17.94,4.72,2.56,0
100年07月08日,19.05,4.45,2.72,0
100年07月11日,18.88,4.49,2.69,0
100年07月12日,18.81,4.50,2.68,0
100年07月13日,18.98,4.46,2.71,0
100年07月14日,19.07,4.44,2.72,0
100年07月15日,19.49,4.35,2.78,0
100年07月18日,20.25,4.18,2.89,0
100年07月19日,19.98,4.24,2.85,0
100年07月20日,20.23,4.19,2.89,0
100年07月21日,20.32,4.17,2.90,0
100年07月22日,20.76,4.08,2.96,0
100年07月25日,20.36,4.16,2.91,0
100年07月26日,20.38,4.16,2.91,0
100年07月27日,20.42,4.15,2.91,0
100年07月28日,20.44,4.15,2.92,0
100年07月29日,20.04,4.23,2.86,0
100年08月01日,20.34,4.17,2.90,0
100年08月02日,20.06,4.22,2.86,0
100年08月03日,19.62,4.32,2.80,0
100年08月04日,19.03,4.45,2.71,0
100年08月05日,18.07,4.69,2.58,0
100年08月08日,18.24,4.65,2.60,0
100年08月09日,18.25,4.91,2.61,0
100年08月10日,19.35,4.63,2.76,0
100年08月11日,19.15,4.68,2.74,0
100年08月12日,18.83,4.76,2.69,0
100年08月15日,19.82,4.52,2.83,0
100年08月16日,20.18,4.44,2.88,0
100年08月17日,20.18,4.44,2.88,0
