X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J
0,1999/1/4,14352601,224300884,15.6,15.9,15.3,15.6,0.05,2647,0,15.3,15.9,50,50,50,50
1,1999/1/5,13230116,207780930,15.9,16.1,15.35,15.5,-0.1,2357,0,15.3,16.1,25,41.66666667,47.22222222,58.33333333
2,1999/1/6,10000437,154081295,15.5,15.7,15.2,15.4,-0.1,1792,0,15.2,16.1,22.22222222,35.18518519,43.20987654,59.25925926
3,1999/1/7,12326175,192573967,15.9,15.9,15.3,15.35,-0.05,2658,0,15.2,16.1,16.66666667,29.01234568,38.47736626,57.40740741
4,1999/1/8,11191094,169667167,15.45,15.5,14.9,15.2,-0.15,2184,0,14.9,16.1,25,27.67489712,34.87654321,49.27983539
5,1999/1/11,6438854,97399546,15.15,15.3,15,15.1,-0.1,1247,1,14.9,16.1,16.66666667,24.00548697,31.2528578,45.74759945
6,1999/1/12,8578532,130051980,15.1,15.3,14.95,15.25,0.15,1610,0,14.9,16.1,29.16666667,25.7258802,29.41053193,36.77983539
7,1999/1/13,6513443,99061529,15.2,15.35,15.05,15.15,-0.1,1138,0,14.9,16.1,20.83333333,24.09503125,27.63869837,34.72603262
8,1999/1/14,9119356,139994444,15.25,15.5,15.15,15.15,0,1691,0,14.9,16.1,20.83333333,23.00779861,26.09506512,32.26959813
9,1999/1/15,7247818,109945120,15.25,15.35,15.05,15.05,-0.1,1347,1,14.9,16.1,12.5,19.50519907,23.8984431,32.68493116
10,1999/1/18,11109728,170918742,15.05,15.65,15.05,15.35,0.3,2123,0,14.9,15.9,45,28.00346605,25.26678408,19.79342015
11,1999/1/19,9961221,155212022,15.6,15.8,15.35,15.35,0,2177,0,14.9,15.9,45,33.66897737,28.06751518,16.8645908
12,1999/1/20,5776832,88592705,15.4,15.6,15.1,15.2,-0.15,1192,0,14.9,15.8,33.33333333,33.55709602,29.89737546,22.57793433
13,1999/1/21,5952975,88688773,15.2,15.2,14.65,14.7,-0.5,1379,0,14.65,15.8,4.347826087,23.82067271,27.87180788,35.97407821
