stockID,profit
1210,10.13000000000001
1231,-40.79000000000001
2344,17.890000000000015
2449,16.645000000000003
2603,94.64000000000001
2633,2.3249999999999815
3596,92.18000000000006
1215,11.25
1232,-131.14999999999998
2345,238.35000000000002
2454,298.1999999999996
2607,53.125000000000014
2634,-22.475000000000005
3682,11.546999999999997
1216,-49.21999999999997
1434,38.639999999999986
2379,808.0500000000001
2455,-11.399999999999977
2609,223.865
2637,92.6100000000001
4904,-53.86000000000001
1218,9.559999999999999
1702,14.904999999999994
2408,132.59
2459,11.960000000000022
2610,38.343999999999994
3034,263.19999999999993
5388,33.379999999999995
1227,-46.56000000000001
2330,191.40000000000043
2412,7.350000000000023
2468,-8.774999999999995
2615,306.71000000000004
3035,-5.42999999999995
1229,12.580000000000034
2337,-6.375000000000007
2439,187.95
2498,-5.195000000000036
2618,22.505000000000006
3045,12.479999999999961
stockID,profit
1210,10.775000000000006
1231,-40.849999999999994
2344,13.760000000000005
2449,17.24000000000001
2603,235.83000000000004
2633,2.399999999999981
3596,91.80000000000004
1215,9.860000000000028
1232,-110.55000000000001
2345,235.24999999999994
2454,314.39999999999986
2607,53.725000000000016
2634,-22.310000000000002
3682,11.515
1216,-48.589999999999975
1434,38.869999999999976
2379,-116.64999999999998
2455,-12.769999999999953
2609,216.96499999999997
2637,86.24000000000011
4904,-54.050000000000004
1218,36.41499999999998
1702,15.825000000000003
2408,131.18
2459,11.345000000000013
2610,37.84599999999999
3034,277.59999999999985
5388,32.00000000000004
1227,-45.82000000000003
2330,192.70000000000027
2412,6.449999999999989
2468,-8.865000000000004
2615,340.68000000000006
3035,-7.615000000000009
1229,13.230000000000032
2337,-7.369999999999997
2439,186.12
2498,-4.5100000000000335
2618,24.93000000000001
3045,12.319999999999979
stockID,profit
1210,10.775000000000006
1231,-40.849999999999994
2344,13.760000000000005
2449,17.24000000000001
2603,235.83000000000004
2633,2.399999999999981
3596,91.80000000000004
1215,9.860000000000028
1232,-110.55000000000001
2345,235.24999999999994
2454,314.39999999999986
2607,53.725000000000016
2634,-22.310000000000002
3682,11.515
1216,-48.589999999999975
1434,38.869999999999976
2379,-116.64999999999998
2455,-12.769999999999953
2609,216.96499999999997
2637,86.24000000000011
4904,-54.050000000000004
1218,36.41499999999998
1702,15.825000000000003
2408,131.18
2459,11.345000000000013
2610,37.84599999999999
3034,277.59999999999985
5388,32.00000000000004
1227,-45.82000000000003
2330,192.70000000000027
2412,6.449999999999989
2468,-8.865000000000004
2615,340.68000000000006
3035,-7.615000000000009
1229,13.230000000000032
2337,-7.369999999999997
2439,186.12
2498,-4.5100000000000335
2618,24.93000000000001
3045,12.319999999999979
