data,volume,price,open,high,low,close,diff,times,result
105/10/27,79716801,1762148850,20.60,24.80,20.50,24.05,X0.00,26176,0
105/10/28,49799509,1150206748,24.50,24.50,22.05,22.15,-1.90,20184,0
105/10/31,20287411,426853504,21.80,21.80,20.65,20.85,-1.30,7930,0
105/11/01,13016520,270558774,20.80,21.20,20.10,20.40,-0.45,5570,0
105/11/02,19289510,373167831,20.00,20.05,19.00,19.05,-1.35,7994,0
105/11/03,10086548,197745413,19.15,20.00,19.15,19.60,+0.55,4585,1
105/11/04,4551205,88126292,19.60,19.60,19.20,19.35,-0.25,2089,0
105/11/07,6248331,119784034,19.35,19.40,19.10,19.20,-0.15,2787,0
105/11/08,3767780,72278287,19.10,19.45,19.10,19.10,-0.10,1656,0
105/11/09,14353745,265831967,19.10,19.20,18.20,18.45,-0.65,5339,0
105/11/10,5802598,108427775,18.70,18.95,18.50,18.60,+0.15,2373,1
105/11/11,5445900,99165366,18.40,18.50,18.15,18.20,-0.40,2154,0
105/11/14,3097917,57007107,18.20,18.60,18.20,18.50,+0.30,1424,1
105/11/15,2390376,44298945,18.50,18.65,18.35,18.50,0.00,1085,0
105/11/16,4346156,82464586,18.65,19.20,18.60,18.95,+0.45,2094,1
105/11/17,2019568,38045345,19.05,19.05,18.75,18.75,-0.20,1168,0
105/11/18,2071003,38996082,18.80,18.95,18.65,18.80,+0.05,1076,1
105/11/21,2171960,40820224,18.85,18.90,18.70,18.75,-0.05,981,0
105/11/22,2529675,47429707,18.80,18.80,18.70,18.75,0.00,1082,0
105/11/23,2775450,51822828,18.75,18.80,18.60,18.65,-0.10,1313,0
105/11/24,6059205,115363795,19.00,19.20,18.90,19.00,+0.35,2853,1
105/11/25,2623900,49497920,19.00,19.00,18.80,18.80,-0.20,1428,0
105/11/28,2697280,50614913,18.80,18.85,18.65,18.75,-0.05,1182,0
105/11/29,3676046,69618602,18.75,19.15,18.70,19.00,+0.25,1433,1
105/11/30,2546522,48536318,19.05,19.20,19.00,19.05,+0.05,1020,1
105/12/01,2528882,48232746,19.15,19.20,19.00,19.05,0.00,1380,0
105/12/02,1448564,27448570,19.05,19.05,18.85,18.90,-0.15,732,0
105/12/05,2111109,40102171,18.90,19.05,18.90,19.00,+0.10,955,1
105/12/06,2875700,54308438,19.00,19.00,18.80,18.90,-0.10,1571,0
105/12/07,1644037,30996022,18.85,18.95,18.80,18.85,-0.05,707,0
105/12/08,2304843,43615887,18.90,19.00,18.85,18.90,+0.05,790,1
105/12/09,2128500,40442281,19.10,19.15,18.90,18.95,+0.05,918,1
105/12/12,2557718,48151433,18.95,19.00,18.75,18.75,-0.20,953,0
105/12/13,2739701,51390329,18.85,18.90,18.70,18.70,-0.05,1168,0
105/12/14,1256560,23532010,18.70,18.80,18.65,18.70,0.00,544,0
105/12/15,2351800,43823700,18.65,18.70,18.60,18.65,-0.05,936,0
105/12/16,5472521,100874872,18.65,18.65,18.30,18.50,-0.15,2027,0
105/12/19,2134350,39061490,18.45,18.50,18.20,18.25,-0.25,1019,0
105/12/20,1685955,30806468,18.25,18.40,18.20,18.25,0.00,770,0
105/12/21,1856163,34165444,18.30,18.50,18.30,18.45,+0.20,801,1
105/12/22,2620039,47814556,18.40,18.45,18.20,18.20,-0.25,899,0
105/12/23,1607880,29322001,18.20,18.30,18.15,18.25,+0.05,719,1
105/12/26,1365924,25016893,18.35,18.40,18.25,18.35,+0.10,526,1
105/12/27,1098396,20154635,18.35,18.40,18.30,18.35,0.00,572,0
105/12/28,1205900,22121554,18.35,18.40,18.30,18.35,0.00,523,0
105/12/29,1009087,18509297,18.30,18.40,18.30,18.35,0.00,498,0
105/12/30,1839367,33813622,18.30,18.45,18.30,18.40,+0.05,791,1
106/01/03,4731840,88870527,18.40,19.00,18.40,18.85,+0.45,1832,1
106/01/04,7970370,148774338,18.85,18.85,18.65,18.80,-0.05,925,0
106/01/05,13423711,258979728,18.85,19.70,18.85,19.20,+0.40,4794,1
106/01/06,5951855,115040984,19.20,19.40,19.20,19.40,+0.20,2021,1
106/01/09,8186421,157643033,19.50,19.50,19.15,19.25,-0.15,2024,0
106/01/10,4641251,89551812,19.25,19.40,19.25,19.30,+0.05,1309,1
106/01/11,2894930,55875299,19.35,19.40,19.20,19.25,-0.05,1162,0
106/01/12,3776474,72548913,19.25,19.30,19.15,19.30,+0.05,1226,1
106/01/13,7893946,152532645,19.30,19.40,19.30,19.35,+0.05,2011,1
106/01/16,3911403,75599762,19.40,19.45,19.25,19.35,0.00,1232,0
106/01/17,3601018,69547191,19.35,19.40,19.25,19.30,-0.05,977,0
106/01/18,4844207,92747647,19.30,19.35,19.05,19.15,-0.15,1389,0
106/01/19,1967067,37483072,19.20,19.20,19.00,19.00,-0.15,786,0
106/01/20,2987952,56748388,19.00,19.05,18.95,19.00,0.00,913,0
106/01/23,3544513,67628247,19.00,19.15,19.00,19.10,+0.10,1000,1
106/01/24,3378049,64540129,19.10,19.15,19.05,19.10,0.00,1125,0
106/02/02,4536202,86559888,19.15,19.25,19.00,19.00,-0.10,1631,0
106/02/03,4527255,86430660,19.00,19.20,19.00,19.10,+0.10,1448,1
106/02/06,4055601,77552767,19.20,19.20,19.05,19.20,+0.10,1332,1
106/02/07,6025665,115964432,19.20,19.35,19.10,19.30,+0.10,1990,1
106/02/08,11251466,220268758,19.35,19.75,19.30,19.65,+0.35,3578,1
106/02/09,7417060,145585580,19.70,19.80,19.55,19.65,0.00,3337,0
106/02/10,8347130,161769374,19.45,19.55,19.15,19.35,-0.30,3031,0
106/02/13,3974998,76970473,19.35,19.45,19.25,19.40,+0.05,1524,1
106/02/14,4605840,89548973,19.45,19.50,19.35,19.50,+0.10,1656,1
106/02/15,4424674,86516262,19.50,19.60,19.40,19.55,+0.05,1987,1
106/02/16,3739059,73196120,19.65,19.65,19.50,19.60,+0.05,1739,1
106/02/17,8197981,162832830,19.60,20.00,19.60,19.90,+0.30,2995,1
106/02/18,2720649,54051992,19.90,19.95,19.80,19.85,-0.05,1069,0
106/02/20,4036550,80459008,19.95,20.00,19.85,19.95,+0.10,1522,1
106/02/21,14446266,293651989,19.95,20.50,19.95,20.50,+0.55,4900,1
106/02/22,27909520,594640238,20.60,21.85,20.60,21.45,+0.95,9654,1
106/02/23,10750298,228201036,21.50,21.60,21.00,21.20,-0.25,4437,0
