data,volume,price,open,high,low,close,diff,times,result
99/01/04,5207078,90440885,17.50,17.50,17.20,17.40,+0.25,1674,1
99/01/05,6181976,108752171,17.40,17.80,17.30,17.50,+0.10,1572,1
99/01/06,3201514,55933930,17.80,17.80,17.30,17.50,0.00,1221,0
99/01/07,4460999,77942369,17.50,17.65,17.30,17.30,-0.20,1363,0
99/01/08,4285927,75003764,17.30,17.75,17.25,17.55,+0.25,1278,1
99/01/11,4459544,79190709,17.40,17.95,17.35,17.80,+0.25,1309,1
99/01/12,3925382,68651072,17.80,17.95,17.30,17.35,-0.45,1102,0
99/01/13,1976818,34156594,17.20,17.35,17.20,17.35,0.00,695,0
99/01/14,3084309,54098547,17.35,17.75,17.35,17.65,+0.30,1082,1
99/01/15,3399523,60635765,17.90,17.95,17.65,17.85,+0.20,1244,1
99/01/18,1581389,27996741,17.50,17.95,17.50,17.85,0.00,617,0
99/01/19,3009183,53438096,17.85,17.90,17.55,17.60,-0.25,930,0
99/01/20,2229529,39198147,17.80,17.85,17.40,17.50,-0.10,1163,0
99/01/21,1920092,33240127,17.45,17.50,17.20,17.30,-0.20,772,0
99/01/22,3263441,54617922,17.00,17.10,16.50,16.50,-0.80,1376,0
99/01/25,1865089,30497813,16.15,16.65,16.15,16.50,0.00,842,0
99/01/26,5120553,81091366,16.60,16.60,15.35,15.45,-1.05,1754,0
99/01/27,3187958,49538991,15.40,15.75,15.40,15.50,+0.05,762,1
99/01/28,1992579,31294394,15.50,15.95,15.50,15.60,+0.10,676,1
99/01/29,3331283,52467843,15.60,16.00,15.45,16.00,+0.40,1286,1
99/02/01,2193794,34462359,16.00,16.05,15.50,15.60,-0.40,861,0
99/02/02,2533240,39736662,15.80,15.90,15.50,15.80,+0.20,756,1
99/02/03,1413618,22434412,15.85,16.00,15.60,15.90,+0.10,468,1
99/02/04,1099070,17238989,15.90,15.90,15.60,15.70,-0.20,449,0
99/02/05,2462860,37553567,15.50,15.60,15.10,15.10,-0.60,844,0
99/02/06,1135000,17036995,14.90,15.30,14.90,15.10,0.00,414,0
99/02/08,2359818,35401253,15.05,15.25,14.90,15.05,-0.05,1206,0
99/02/09,1618390,24537712,15.05,15.30,14.90,15.30,+0.25,552,1
99/02/10,1640638,25093204,15.55,15.55,15.15,15.40,+0.10,667,1
99/02/22,2896963,46203099,15.60,16.30,15.45,16.00,+0.60,1094,1
99/02/23,2419768,39267258,16.30,16.45,15.90,16.10,+0.10,1205,1
99/02/24,2779780,44678752,16.00,16.30,15.90,16.20,+0.10,1279,1
99/02/25,2261218,36461574,16.20,16.40,15.90,16.05,-0.15,957,0
99/02/26,1544731,24913886,16.05,16.25,15.80,16.25,+0.20,515,1
