data,volume,price,open,high,low,close,diff,times,result
99/01/04,38976974,704948374,18.30,18.40,17.85,18.00,-0.30,9684,0
99/01/05,37418830,673948841,18.15,18.40,17.70,17.80,-0.20,8747,0
99/01/06,46836627,843636187,17.80,18.20,17.70,17.90,+0.10,9793,1
99/01/07,33424575,599751600,18.00,18.20,17.65,17.65,-0.25,7715,0
99/01/08,33334692,587007793,17.70,17.85,17.40,17.55,-0.10,8229,0
99/01/11,23362168,408892303,17.55,17.70,17.35,17.40,-0.15,5958,0
99/01/12,44306409,790342216,17.50,18.10,17.45,18.00,+0.60,11121,1
99/01/13,44620537,802926025,17.70,18.15,17.70,17.90,-0.10,8601,0
99/01/14,21344248,384497249,18.00,18.20,17.90,17.90,0.00,5205,0
99/01/15,21832348,390402176,17.90,18.05,17.80,17.80,-0.10,5309,0
99/01/18,27260129,483010934,17.60,17.95,17.55,17.70,-0.10,5680,0
99/01/19,70878162,1282055616,17.75,18.30,17.75,18.05,+0.35,12788,1
99/01/20,68706978,1253251657,18.30,18.45,18.05,18.20,+0.15,13338,1
99/01/21,29692966,532833997,18.15,18.20,17.75,17.80,-0.40,5976,0
99/01/22,34844574,619200004,17.60,17.90,17.55,17.85,+0.05,6234,1
99/01/25,34694971,625279145,17.80,18.25,17.70,18.15,+0.30,7777,1
99/01/26,46038888,808438133,18.15,18.15,16.95,17.30,-0.85,10270,0
99/01/27,30418402,520783987,17.40,17.50,16.75,16.85,-0.45,6462,0
99/01/28,23633267,404733715,16.90,17.35,16.90,17.20,+0.35,5135,1
99/01/29,57228845,1008752507,17.20,18.10,16.90,17.85,+0.65,12298,1
99/02/01,23211078,410547351,18.00,18.00,17.45,17.45,-0.40,5817,0
99/02/02,19737794,342914237,17.75,17.75,17.05,17.05,-0.40,4860,0
99/02/03,13172387,228571994,17.30,17.55,17.15,17.35,+0.30,3387,1
99/02/04,14021360,245216853,17.40,17.65,17.35,17.55,+0.20,3618,1
99/02/05,28326936,476287583,16.90,17.20,16.40,16.55,-1.00,6758,0
99/02/06,14384959,236197335,16.65,16.75,16.00,16.35,-0.20,3819,0
99/02/08,10604304,176404931,16.45,16.80,16.40,16.70,+0.35,3462,1
99/02/09,14283136,241982712,16.70,17.10,16.60,17.00,+0.30,3737,1
99/02/10,16427681,284231139,17.20,17.45,17.15,17.20,+0.20,4030,1
99/02/22,17408424,307173214,17.80,17.90,17.35,17.35,+0.15,4625,1
99/02/23,13573617,238320339,17.65,17.70,17.40,17.50,+0.15,3835,1
