data,volume,price,open,high,low,close,diff,times,result
99/01/04,9025258,243844072,26.50,27.50,26.30,27.20,+1.20,2784,1
99/01/05,5223984,139306668,27.90,27.95,26.00,26.10,-1.10,1840,0
99/01/06,2708468,70520940,26.25,26.60,25.65,25.65,-0.45,1022,0
99/01/07,3778479,96910817,26.00,26.30,24.90,25.00,-0.65,1299,0
99/01/08,3016625,76010418,25.50,25.60,24.80,25.45,+0.45,1030,1
99/01/11,1989255,51197506,25.60,26.00,25.50,25.60,+0.15,696,1
99/01/12,2276489,58589362,25.90,26.10,25.00,25.40,-0.20,766,0
99/01/13,1816208,46157508,25.20,25.80,25.10,25.40,0.00,696,0
99/01/14,2493910,64676134,25.50,26.25,25.40,25.70,+0.30,954,1
99/01/15,2345660,60912042,26.00,26.20,25.65,25.70,0.00,887,0
99/01/18,5610820,147707890,25.50,27.00,25.50,27.00,+1.30,1500,1
99/01/19,13161277,363270939,27.40,28.15,26.80,26.80,-0.20,3834,0
99/01/20,3346233,87727476,26.95,26.95,25.90,26.10,-0.70,1267,0
99/01/21,3351568,84858161,25.80,26.10,25.00,25.10,-1.00,1089,0
99/01/22,1697890,41719682,24.50,24.80,24.30,24.70,-0.40,680,0
99/01/25,1156796,28790207,24.10,25.15,24.10,24.85,+0.15,473,1
99/01/26,2461409,60234742,25.10,25.40,23.50,23.95,-0.90,869,0
99/01/27,1429299,34569697,23.95,24.60,23.60,24.15,+0.20,612,1
99/01/28,1097988,27100205,24.30,24.90,24.20,24.65,+0.50,484,1
99/01/29,1788907,42587384,24.00,24.20,23.50,23.60,-1.05,673,0
99/02/01,1252748,28991699,23.60,23.85,22.80,22.80,-0.80,544,0
99/02/02,1629824,36689428,23.25,23.35,21.70,21.85,-0.95,674,0
99/02/03,1064022,23408283,22.60,22.60,21.55,22.10,+0.25,446,1
99/02/04,570007,12714157,22.10,22.55,22.00,22.30,+0.20,263,1
99/02/05,1514108,32013608,21.60,21.95,20.75,21.00,-1.30,550,0
99/02/06,1234000,24611199,20.50,21.00,19.55,20.00,-1.00,519,0
99/02/08,630731,12637164,20.20,20.30,19.55,20.00,0.00,363,0
99/02/09,1303597,26893944,19.45,21.25,19.45,21.00,+1.00,494,1
99/02/10,1436709,31578028,21.60,22.30,21.60,22.00,+1.00,522,1
99/02/22,877068,19425514,23.00,23.00,21.70,21.80,-0.20,358,0
99/02/23,707599,15578347,21.90,22.30,21.80,22.25,+0.45,278,1
99/02/24,984507,22112729,22.25,22.80,22.00,22.25,0.00,435,0
99/02/25,687801,15295152,22.30,22.55,21.80,21.90,-0.35,460,0
99/02/26,327331,7181779,22.00,22.50,21.65,22.00,+0.10,217,1
99/03/01,410571,9176059,22.00,22.50,22.00,22.35,+0.35,181,1
99/03/02,765413,17154417,22.35,22.60,22.25,22.30,-0.05,271,0
99/03/03,950712,21495418,22.50,22.80,22.35,22.60,+0.30,356,1
99/03/04,1550040,35293851,22.60,23.00,22.40,22.75,+0.15,486,1
99/03/05,818347,18709325,22.95,23.15,22.70,22.75,0.00,307,0
99/03/08,1062262,24420472,22.85,23.20,22.85,22.90,+0.15,341,1
99/03/09,811039,18390591,22.80,22.85,22.50,22.60,-0.30,300,0
99/03/10,1409102,31952603,22.30,22.95,22.30,22.70,+0.10,440,1
99/03/11,1255263,28880620,22.95,23.20,22.80,23.00,+0.30,478,1
99/03/12,532114,12164835,23.00,23.10,22.80,22.85,-0.15,213,0
99/03/15,4445589,99404643,22.70,23.10,22.25,22.50,-0.35,261,0
