X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2649,109/10/22,311646,13847314,44.05,44.75,44.05,44.2,0.3000000000000042,221,1,74.78958058,76.101255,78.72460382,78.36650780088094,84.3202666783047,0.6517620664111234,0.0,0.0,1
2650,109/10/23,451257,20236471,44.55,45.0,44.55,44.95,0.75,313,0,82.48383386,78.22878129,69.71867613,83.21642629285853,90.05346043226636,0.6868054792582712,0.0,0.0,1
2651,109/10/26,303830,13626135,45.1,45.25,44.3,44.5,-0.4500000000000028,210,1,77.90588924,78.1211506,78.55167333,72.49054235782101,71.28637009687793,0.7184771210786347,-39.130434782608745,-20.93023255813961,1
2652,109/10/27,193001,8633842,44.55,44.95,44.5,44.8,0.2999999999999971,132,0,78.45241101,78.23157074,77.7898902,74.86619879372462,75.38943275708763,0.7495238924367468,-14.285714285714768,-8.108108108108409,1
2653,109/10/28,213098,9549797,45.0,45.0,44.6,44.7,-0.0999999999999943,120,1,77.30160734,77.92158294,79.16153414,72.56835596283004,71.31327997224756,0.7752477258785222,-33.33333333333333,-13.513513513513503,1
2654,109/10/29,177727,7917928,44.55,44.8,44.0,44.8,0.0999999999999943,127,0,77.89099404,77.91138664,77.95217184,73.4642538776352,73.06111652017212,0.7961152543128196,-33.33333333333439,-8.108108108108409,1
2655,109/10/30,307090,13702786,45.0,45.0,44.35,44.55,-0.25,251,0,74.40794952,76.74357427,81.41482376,67.40996058185193,61.77039810278679,0.8070419228374687,-83.33333333333412,-22.85714285714318,1
2656,109/11/02,373000,16435700,44.55,44.7,43.65,43.75,-0.7999999999999972,289,1,51.68863301,68.39192718,101.7985155,52.25221122859123,38.76578017061173,0.7965621143842073,-100.0,-100.0,1
2657,109/11/03,206941,9092622,44.0,44.15,43.7,44.1,0.3500000000000014,144,1,43.83408867,60.20598101,92.94976569,56.91462940824971,48.78031595995965,0.776983029147164,-66.66666666666644,-70.83333333333329,0
2658,109/11/04,152260,6721638,44.1,44.3,43.9,44.3,0.1999999999999957,110,0,42.76439245,54.39211816,77.64756957,59.40619517568586,53.94513751511612,0.7541470432053117,-47.61904761904775,-54.166666666667005,1
2659,109/11/05,102925,4570782,44.45,44.6,44.2,44.3,0.0,84,1,42.05126163,50.27849932,66.73297468,59.40619517568586,53.94513751511612,0.7287479414563584,-31.25000000000011,-54.166666666667005,0
2660,109/11/06,159502,7123478,44.5,44.8,44.5,44.65,0.3500000000000014,115,1,52.72553245,51.09417703,47.83146618,63.834708098019945,63.27680792076256,0.7069968728739383,0.0,-14.285714285714189,1
2661,109/11/09,158544,7097772,44.75,44.95,44.55,44.85,0.2000000000000028,127,0,64.77998459,55.65611288,37.40836946,66.15552348189581,67.75669122132032,0.6902520420700226,0.0,0.0,1
2662,109/11/10,191615,8549027,45.0,45.0,44.45,44.45,-0.3999999999999986,132,1,62.93974282,58.08398953,48.37248295,57.97118671280798,52.41172403529559,0.6695678254097156,-72.72727272727191,-36.36363636363619,1
2663,109/11/11,353083,15639993,44.45,44.65,44.15,44.65,0.1999999999999957,230,0,66.65118657,60.93972187,49.51679248,60.64874340951093,58.10459589475756,0.6491635815067207,-36.3636363636366,-18.18181818181841,1
2664,109/11/12,107711,4801901,44.65,44.75,44.45,44.45,-0.1999999999999957,72,1,64.1872108,62.02221818,57.69223295,56.676915355642585,50.81057808960316,0.6253339849804157,-100.0,-36.36363636363619,1
2665,109/11/13,111606,4950861,44.45,44.5,44.25,44.5,0.0499999999999971,68,1,63.30429438,62.44957691,60.74014199,57.44333896049697,52.5958087235232,0.5999790887702694,-87.50000000000067,-31.818181818181905,1
2666,109/11/16,246675,11096424,44.55,45.15,44.55,45.0,0.5,160,1,71.53619625,65.47845003,53.36295758,64.37579824585652,66.97758870026395,0.5816070440951796,0.0,0.0,1
2667,109/11/17,591894,27112923,45.35,46.2,45.15,46.1,1.1000000000000014,398,1,79.39811457,70.11833821,51.55878548,74.4485927068828,81.66378855136003,0.5847990658715365,0.0,0.0,1
2668,109/11/18,352687,16306390,46.2,46.5,45.85,46.45,0.3500000000000014,269,1,85.55618986,75.26428876,54.68048656,76.74952917106988,84.32544750594585,0.6055908658984226,0.0,0.0,1
2669,109/11/19,998685,47785584,46.8,48.8,46.8,47.3,0.8499999999999943,777,0,79.61810507,76.71556086,70.91047245,81.25816768294565,88.98511474617172,0.6485049149335809,0.0,0.0,1
2670,109/11/20,481703,22480872,47.35,47.35,46.4,46.75,-0.5499999999999972,266,0,71.71672954,75.04928376,81.71439218,71.40294906505447,72.29706987089595,0.6927821330502941,-23.91304347826077,-19.298245614035025,1
2671,109/11/23,241651,11291822,46.5,46.95,46.45,46.7,-0.0499999999999971,174,0,66.09072292,72.06309681,84.00784459,70.54733123359098,70.847624184408,0.7332159627856801,-49.99999999999971,-21.052631578947214,1
2672,109/11/24,82158,3832648,46.7,46.85,46.6,46.65,-0.0500000000000042,76,1,61.64289953,68.58969772,82.48329409,69.62952751912233,69.18320327641541,0.7666523546827436,-76.47058823529446,-22.807017543859644,1
2673,109/11/25,141182,6613053,46.75,46.95,46.75,46.8,0.1499999999999985,99,0,59.77658503,65.65199349,77.4028104,70.87972503889259,71.5862842440626,0.7945959037903972,-76.92307692307709,-17.543859649122844,1
2674,109/11/26,107256,5015898,46.8,46.9,46.65,46.75,-0.0499999999999971,83,0,57.10595865,62.80331521,74.19802833,69.825788733488,69.42091852408645,0.8150230328402607,-33.33333333333176,-19.64285714285706,1
2675,109/11/27,178048,8374473,46.75,47.55,46.65,46.75,0.0,156,0,52.68251125,59.42971389,72.92411917,69.825788733488,69.42091852408645,0.8278105892020821,-33.33333333333176,-23.91304347826077,1
