X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2650,109/10/22,7457945,77884610.0,10.55,10.6,10.3,10.334999999999999,-0.1000000000000014,1716,1,73.16163561,74.14635759,76.11580153,58.61374390941146,59.97178582912789,0.2187207104300333,-75.00000000000044,-25.00000000000007,1
2651,109/10/23,33704435,365185551.0,10.5,11.1,10.4,10.43,0.5500000000000007,6753,1,79.3299793,75.87423149,68.96273587,69.12368717551115,79.43869254706843,0.2295142086766906,0.0,0.0,0
2652,109/10/26,111521718,1334968386.0,11.15,12.1,11.1,10.64,1.0999999999999996,15536,0,86.2199862,79.32281639,65.52847678,80.1907920069809,90.51246229981504,0.2608932010872696,0.0,0.0,1
2653,109/10/27,73994936,866224138.0,11.9,12.0,11.4,10.815000000000001,-0.0999999999999996,14536,0,89.10392242,82.58318507,69.54171036,77.4159451980241,85.48965094925778,0.3013397738250232,-6.0606060606060375,-5.263157894736822,1
2654,109/10/28,43601226,505534053.0,11.95,12.0,11.3,10.94,-0.5500000000000007,9072,1,81.33243951,82.16626988,83.83393063,64.01458658200875,62.57229512045861,0.3358877109916762,-39.39393939393941,-38.23529411764709,0
2655,109/10/29,42348274,474464362.0,11.05,11.65,10.9,11.06,0.1500000000000003,7384,0,78.78302985,81.0385232,85.54950992,65.79113997744184,65.59107779633594,0.3665550440606037,-45.45454545454547,-29.41176470588237,0
2656,109/10/30,50815960,590961575.0,11.7,12.0,11.3,11.17,-0.0999999999999996,9834,1,75.32903744,79.13536128,86.74800897,63.49247616272261,61.61534211209083,0.3907515626987146,-92.3076923076922,-36.36363636363634,0
2657,109/11/02,32654403,381400581.0,11.7,11.85,11.4,11.285,0.0999999999999996,5857,1,74.29343237,77.52138498,83.9772902,64.84362988135327,64.21800842928889,0.4103287184653731,-72.72727272727269,-30.303030303030297,0
2658,109/11/03,29608928,347585439.0,11.7,11.95,11.5,11.4,0.1500000000000003,5825,1,76.38080676,77.14119224,78.66196319,66.8669638026238,68.11012739875959,0.4274422204639453,0.0,-21.212121212121183,0
2659,109/11/04,65400435,786277268.0,11.95,12.6,11.6,11.594999999999999,0.75,12626,0,82.73871966,79.00703471,71.54366482,74.83321452977883,80.70366386150695,0.4531060186388028,0.0,0.0,1
2660,109/11/05,58581950,720066215.0,12.4,12.6,12.05,11.775,-0.25,12380,1,81.62973468,79.88126804,76.38433475,68.77050988992177,69.69452009864561,0.4777623138434446,-25.0,-16.666666666666664,0
2661,109/11/06,69864715,885637668.0,12.35,13.2,12.2,11.965,0.6500000000000004,15964,1,83.40533036,81.05595548,76.35720571,74.6453457331944,78.74214117899925,0.509776055383449,0.0,0.0,1
2662,109/11/09,115298067,1569394546.0,13.0,14.15,12.85,12.165,1.1999999999999993,24432,0,88.4240664,83.51199245,73.68784456,81.65397862122558,87.20483072888669,0.5627065049152965,0.0,0.0,1
2663,109/11/10,117678333,1624342355.0,14.15,14.5,12.95,12.325,-0.5,32664,0,83.9493776,83.6577875,83.0746073,72.47216827864091,72.72836019242645,0.6167127102388459,-27.027027027027035,-18.867924528301884,1
