X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2659,109/10/21,1588395,596854020,379.0,379.0,373.5,375.5,-1.0,1199,0,23.48562695,37.89554795,66.71538996,49.0183611696794,45.821117104512,0.5303289267268811,-62.5,-92.6829268292683,0
2660,109/10/22,5620301,2048795069,374.0,374.0,360.0,364.5,-11.0,4452,1,19.27154246,31.68754612,56.51955344,40.16999614092306,29.017453892976185,0.3506239028964502,-100.0,-100.0,0
2661,109/10/23,2599526,950921768,369.5,370.5,363.0,365.0,0.5,2002,0,17.47732461,26.95080562,45.89776764,40.70516533964275,30.409478624022725,0.0515326046670611,-95.83333333333334,-98.33333333333331,0
2662,109/10/26,1533609,562009643,368.5,369.5,363.0,364.0,-1.0,1427,1,16.17132375,23.35764499,37.73028748,39.91960243483541,29.042563444396464,-0.3227807065654234,-100.0,-100.0,0
2663,109/10/27,1749607,634529685,361.0,366.0,358.0,365.5,1.5,1460,0,21.41918037,22.71149012,25.29610962,41.773708268903206,34.35401547270486,-0.6999522895037436,-86.95652173913044,-91.66666666666666,0
2664,109/10/28,1571436,570629677,363.0,366.0,360.5,364.0,-1.5,1404,0,23.37036267,22.9311143,22.05261757,40.40219697130173,31.522510133504404,-1.0814797152273077,-100.0,-100.0,0
2665,109/10/29,1476858,528606297,359.0,359.5,355.0,359.0,-5.0,1483,0,20.91357511,22.25860124,24.94865349,36.06103510860455,23.7067409754232,-1.523044169461563,-100.0,-100.0,0
2666,109/10/30,1800956,641477929,357.5,358.0,355.0,355.5,-3.5,1343,0,14.60905008,19.70875085,29.9081524,33.30548985200986,19.620372966845203,-2.0314602618122706,-100.0,-100.0,0
2667,109/11/02,3755105,1306177272,352.0,355.0,344.5,348.0,-7.5,3161,1,13.12100923,17.51283698,26.29649248,28.222187554699257,13.59466003621613,-2.670153664923419,-100.0,-100.0,0
2668,109/11/03,3143419,1112305942,348.0,358.0,348.0,353.5,5.5,2601,1,18.91683101,17.98083499,16.10884294,36.09062979081056,31.97829423044292,-3.263185890878197,-65.625,-80.0,0
2669,109/11/04,7096865,2485201288,353.5,359.5,342.0,358.5,5.0,5271,0,31.90946629,22.62371209,4.05220369,42.40438791853102,44.79215838932847,-3.709301305879484,-4.545454545454546,-40.0,1
2670,109/11/05,3734263,1323699944,356.5,357.0,352.5,353.0,-5.5,2602,1,34.60631086,26.61791168,10.64111332,37.87665881398144,35.87217183566075,-4.119241042560287,-52.38095238095239,-71.42857142857143,0
2671,109/11/06,5052141,1831551513,353.0,368.0,353.0,361.5,8.5,4127,1,48.07087391,33.76889909,5.164949452,47.42071957982756,53.16803010162904,-4.340015727333716,0.0,-22.857142857142858,1
2672,109/11/09,3844320,1399431780,362.5,372.0,360.5,362.0,0.5,2915,0,54.26947149,40.60242322,13.26832668,47.93825593983805,54.04297324942652,-4.412783066804248,0.0,-20.0,0
2673,109/11/10,7527581,2648917728,362.0,367.0,346.0,348.5,-13.5,5642,0,43.40186988,41.53557211,37.80297656,37.09425916048384,33.66499855173765,-4.594294675601438,-100.0,-96.875,1
2674,109/11/11,8297633,2871739702,348.5,351.5,344.0,348.0,-0.5,4809,1,35.60124659,39.5574636,47.46989763,36.75552522781574,33.1101173824358,-4.831955828300401,-100.0,-100.0,1
2675,109/11/12,3617318,1274815398,350.0,356.0,349.0,353.0,5.0,2780,1,35.95638662,38.35710461,43.15854059,42.52847052935194,44.15554830140572,-5.001566752469699,-64.28571428571429,-64.28571428571429,1
2676,109/11/13,3388441,1217162455,352.5,363.0,352.0,362.5,9.5,2980,1,46.74870219,41.1543038,29.96550703,51.73602373696448,59.42990942738752,-4.956667292926125,0.0,0.0,0
2677,109/11/16,3336197,1224829743,367.5,369.0,364.5,369.0,6.5,2802,1,61.16580146,47.82480302,21.14280614,56.929453910884185,66.86996130168433,-4.664669633395191,0.0,0.0,1
2678,109/11/17,4318845,1620517498,374.0,380.5,371.0,372.0,3.0,3920,1,66.34797723,53.99919442,29.30162881,59.16051780716698,69.9246682772139,-4.174607635492246,0.0,0.0,1
2679,109/11/18,3469418,1304105664,373.5,378.0,372.0,378.0,6.0,2799,1,75.28221313,61.09353399,32.71617572,63.33848235219443,75.37409744351325,-3.480851336196652,0.0,0.0,1
2680,109/11/19,3568630,1361469209,381.5,386.0,378.0,381.0,3.0,2999,0,79.55322145,67.24676314,42.63384653,65.2914016137408,77.78880108744694,-2.639994434427264,0.0,0.0,1
