X,data,volume,price,open,high,low,close,diff,times,result,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2658,109/10/21,29906921,13561798906,453.5,456.0,451.0,453.0,2.0,15490,1,52.69335591,64.72787935,88.79692623,56.73959395603948,54.604093331121206,5.792446449160997,-52.94117647058824,-47.368421052631575,1
2659,109/10/22,25285547,11435937453,450.0,455.0,449.5,455.0,2.0,10354,0,48.26021707,59.23865859,81.19554163,58.40580343959859,58.0270303029734,5.842274191390999,-29.411764705882355,-53.84615384615385,1
2660,109/10/23,18777385,8516604326,458.0,458.0,451.5,452.0,-3.0,9909,0,39.24418512,52.5738341,79.23313206,54.91584220293665,51.09257287837473,5.808834893832171,-84.61538461538461,-76.92307692307693,1
2661,109/10/26,15800622,7136001014,455.0,455.0,450.0,450.0,-2.0,17664,0,30.16279008,45.10348609,74.98487812,52.61048446262146,46.63419746079755,5.6798100304798265,-100.0,-92.3076923076923,0
2662,109/10/27,31795010,14213282507,447.5,448.5,445.5,447.0,-3.0,30644,0,24.10852672,38.1051663,66.09844547,49.2023958785227,40.3037195762325,5.436828998998509,-100.0,-100.0,0
2663,109/10/28,26221663,11660544725,445.0,447.0,443.0,444.0,-3.0,35598,0,18.29457337,31.50163532,57.91575923,45.929564810488905,34.658028738267674,5.074905035299743,-100.0,-100.0,0
2664,109/10/29,43075387,18832675652,436.5,439.5,435.5,437.0,-7.0,55027,0,14.41860447,25.80729171,48.58466618,39.23160042664391,24.894070548349735,4.534154951418595,-100.0,-100.0,0
2665,109/10/30,49770771,21614729093,437.0,437.0,432.0,432.0,-5.0,46871,1,9.612402979,20.40899546,42.00218043,35.19849772711984,20.05198341171932,3.8195607967173775,-100.0,-100.0,0
2666,109/11/02,34539576,14901775161,433.0,435.5,428.0,435.5,3.5,35704,1,14.74160199,18.5198643,26.07638894,39.951785209538535,31.279912797031,3.0805996569127805,-76.66666666666667,-84.78260869565217,0
2667,109/11/03,31461727,13852498196,439.5,443.0,438.0,441.0,5.5,21031,1,24.2721791,20.43730257,12.76754951,46.7087581333014,45.66853698630093,2.445831304926207,-25.0,-60.86956521739131,0
2668,109/11/04,37929652,16969841989,444.5,451.5,443.0,450.0,9.0,30087,1,40.62589718,27.16683411,0.248707961,55.68466984960608,61.498354920314,2.0476597790153663,0.0,-21.73913043478261,0
2669,109/11/05,36539446,16404944484,451.5,451.5,445.5,451.0,1.0,24764,1,55.47899318,36.60422046,-1.145324969,56.57854583718249,62.93811702084567,1.829942754501136,0.0,-5.0,0
2670,109/11/06,32644190,14788989058,455.0,455.5,450.0,452.5,1.5,20999,1,66.68296515,46.63046869,6.525475778,57.97714349366591,65.27544997785485,1.7565050158977584,0.0,0.0,1
2671,109/11/09,43415670,19865414906,458.0,460.0,454.0,458.5,6.0,27868,0,76.22614343,56.49569361,17.03479395,63.1934828038114,73.34448239014154,1.869071531647592,0.0,0.0,1
2672,109/11/10,36786882,16610287996,452.0,454.5,448.5,451.0,-7.5,31009,1,74.77576229,62.58904983,38.21562492,53.98014475646112,54.38730637246157,1.9684028760087813,-88.23529411764706,-28.30188679245283,1
2673,109/11/11,40355804,18326545251,448.5,457.0,448.5,457.0,6.0,23150,1,80.05884153,68.41231373,45.11925814,59.213111370006885,63.45514312428179,2.145471665547882,-20.0,-5.660377358490567,1
2674,109/11/12,57993774,26690353577,463.0,463.5,457.5,458.0,1.0,28011,1,81.5415751,72.78873419,55.28305236,60.04603284347589,64.85260853451959,2.373046993204305,-6.666666666666667,-1.8867924528301887,1
2675,109/11/13,31483881,14478873331,459.0,462.0,456.5,462.0,4.0,21663,1,85.73359909,77.10368915,59.84386929,63.34006509963929,70.30343394661948,2.678757975454397,0.0,0.0,1
2676,109/11/16,83380911,39658459663,470.0,484.5,469.0,484.0,22.0,67363,1,90.08745963,81.43161265,64.11991868,75.54041709835033,85.32458990369148,3.3623087171256727,0.0,0.0,1
2677,109/11/17,75763870,37446278783,502.0,506.0,485.5,485.5,1.5,68560,1,82.09687391,81.6533664,80.76635138,76.13605747457811,85.90780091701743,4.2631174828773295,0.0,0.0,1
