StockName,precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,Matthew,10F-Score-mean,10F-Score-std
1210,0.7739130434782608,0.7444444444444445,0.7559322033898305,0.7591787439613527,0.7579300745107672,0.6592592592592592,0.8375,0.7559322033898305,0.7483796296296297,0.7559322033898305,0.7119999999999999,0.788235294117647,0.7559322033898305,0.7501176470588234,0.753347956131605,135.0,160.0,0.7559322033898305,295.0,295.0,0.5074434763911874,0.7534160293295711,0.043213695542064966
1231,0.5188679245283019,0.7671957671957672,0.6779661016949152,0.6430318458620345,0.6838586267751603,0.5555555555555556,0.7397959183673469,0.6779661016949152,0.6476757369614512,0.6779661016949152,0.5365853658536586,0.7532467532467533,0.6779661016949152,0.6449160595502059,0.6805366605283927,99.0,196.0,0.6779661016949152,295.0,295.0,0.29067048867494377,0.7766426343079434,0.04263051245973579
2344,0.6190476190476191,0.7578947368421053,0.7084745762711865,0.6884711779448622,0.7056505670957054,0.5855855855855856,0.782608695652174,0.7084745762711865,0.6840971406188798,0.7084745762711865,0.6018518518518519,0.7700534759358288,0.7084745762711865,0.6859526638938404,0.7067640512805019,111.0,184.0,0.7084745762711865,295.0,295.0,0.37254264157930267,0.7855060036307643,0.026622218572849115
2449,0.6695652173913044,0.8722222222222222,0.7932203389830509,0.7708937198067634,0.8035249324490298,0.77,0.8051282051282052,0.7932203389830509,0.7875641025641026,0.7932203389830509,0.7162790697674418,0.8373333333333333,0.7932203389830509,0.7768062015503876,0.7962979897516751,100.0,195.0,0.7932203389830509,295.0,295.0,0.5582089552362389,0.7496762744102264,0.04942589091631846
2603,0.6881720430107527,0.8465346534653465,0.7966101694915254,0.7673533482380497,0.795536524674884,0.6736842105263158,0.855,0.7966101694915254,0.7643421052631578,0.7966101694915254,0.6808510638297872,0.8507462686567164,0.7966101694915254,0.7657986662432519,0.7960342535429596,95.0,200.0,0.7966101694915254,295.0,295.0,0.5316869263858204,0.791815036604873,0.01946372805854792
2633,0.8032786885245902,0.7230769230769231,0.7619047619047619,0.7631778058007566,0.7657238935927462,0.7313432835820896,0.7966101694915254,0.7619047619047619,0.7639767265368075,0.7619047619047619,0.765625,0.7580645161290323,0.7619047619047619,0.7618447580645161,0.7620847734254992,67.0,59.0,0.7619047619047619,126.0,126.0,0.5271539269413569,0.7627064760376704,0.02554765308293083
3596,0.7659574468085106,0.8571428571428571,0.8135593220338984,0.8115501519756838,0.8169594559785688,0.8307692307692308,0.8,0.8135593220338984,0.8153846153846154,0.8135593220338984,0.7970479704797049,0.8275862068965518,0.8135593220338984,0.8123170886881284,0.8141286789840431,130.0,165.0,0.8135593220338984,295.0,295.0,0.626923041062839,0.8059215380617578,0.025177796305629423
1215,0.6904761904761905,0.8165680473372781,0.7627118644067796,0.7535221189067343,0.7661313045928431,0.7372881355932204,0.7796610169491526,0.7627118644067796,0.7584745762711864,0.7627118644067796,0.7131147540983607,0.7976878612716763,0.7627118644067796,0.7554013076850186,0.76385861840235,118.0,177.0,0.7627118644067796,295.0,295.0,0.5119727424767514,0.7810756642246568,0.029868220948970143
1232,0.6716417910447762,0.7391304347826086,0.7084745762711865,0.7053861129136925,0.7089321263982226,0.6818181818181818,0.7300613496932515,0.7084745762711865,0.7059397657557167,0.7084745762711865,0.6766917293233083,0.7345679012345679,0.7084745762711865,0.7056298152789382,0.7086707666844451,132.0,163.0,0.7084745762711865,295.0,295.0,0.4113255060553527,0.7262441351915909,0.03744636281463756
2345,0.8217054263565892,0.7108433734939759,0.7593220338983051,0.7662743999252826,0.7687171231239502,0.6883116883116883,0.8368794326241135,0.7593220338983051,0.7625955604679009,0.7593220338983051,0.7491166077738516,0.7687296416938111,0.7593220338983051,0.7589231247338313,0.7584909731389848,154.0,141.0,0.7593220338983051,295.0,295.0,0.5288571651651647,0.723438104152855,0.03017449141690105
2454,0.6981132075471698,0.8042328042328042,0.7661016949152543,0.751173005889987,0.7643030576832943,0.6666666666666666,0.8260869565217391,0.7661016949152543,0.7463768115942029,0.7661016949152543,0.6820276497695852,0.8150134048257373,0.7661016949152543,0.7485205272976612,0.7649746969910495,111.0,184.0,0.7661016949152543,295.0,295.0,0.4975267001868621,0.7980963708216745,0.029171283888227845
2607,0.7428571428571429,0.896774193548387,0.823728813559322,0.819815668202765,0.8341638678434742,0.8666666666666667,0.7942857142857143,0.823728813559322,0.8304761904761905,0.823728813559322,0.8,0.8424242424242423,0.823728813559322,0.8212121212121212,0.8251669234720082,120.0,175.0,0.823728813559322,295.0,295.0,0.6502044714772334,0.7705417271336467,0.022525618356817056
2634,0.7888888888888889,0.8666666666666667,0.8277777777777777,0.8277777777777777,0.8308024691358024,0.8554216867469879,0.8041237113402062,0.8277777777777777,0.8297726990435971,0.8277777777777777,0.8208092485549133,0.8342245989304814,0.8277777777777777,0.8275169237426974,0.8280386318128584,83.0,97.0,0.8277777777777777,180.0,180.0,0.6575474506506436,0.7449351180968289,0.07794376279325917
3682,0.8699186991869918,0.8658536585365854,0.8682926829268293,0.8678861788617886,0.8681935355938925,0.9067796610169492,0.8160919540229885,0.8682926829268293,0.8614358075199688,0.8682926829268293,0.8879668049792531,0.8402366863905325,0.8682926829268293,0.8641017456848927,0.8677106083098937,118.0,87.0,0.8682926829268293,205.0,205.0,0.7292934611865,0.767351774987539,0.02490996600668844
1216,0.7226277372262774,0.759493670886076,0.7423728813559322,0.7410607040561767,0.7423728813559322,0.7226277372262774,0.759493670886076,0.7423728813559322,0.7410607040561767,0.7423728813559322,0.7226277372262774,0.759493670886076,0.7423728813559322,0.7410607040561767,0.7423728813559322,137.0,158.0,0.7423728813559322,295.0,295.0,0.4821214081123533,0.746304989715511,0.033912419467748534
1434,0.8275862068965517,0.7619047619047619,0.7945205479452054,0.7947454844006567,0.7967699124997188,0.7741935483870968,0.8175182481751825,0.7945205479452054,0.7958558982811397,0.7945205479452054,0.7999999999999999,0.7887323943661972,0.7945205479452054,0.7943661971830986,0.7947134863978391,155.0,137.0,0.7945205479452054,292.0,292.0,0.5906003388135362,0.7692009422976184,0.033453882424994946
2379,0.7235772357723578,0.8662790697674418,0.8067796610169492,0.7949281527698998,0.8121007463523591,0.7946428571428571,0.8142076502732241,0.8067796610169492,0.8044252537080405,0.8067796610169492,0.7574468085106382,0.83943661971831,0.8067796610169492,0.7984417141144741,0.8083082846157363,112.0,183.0,0.8067796610169492,295.0,295.0,0.5992781582291165,0.7466922545653362,0.047521409266043174
2455,0.8064516129032258,0.8132530120481928,0.8103448275862069,0.8098523124757093,0.8101806558827077,0.7633587786259542,0.8490566037735849,0.8103448275862069,0.8062076911997695,0.8103448275862069,0.784313725490196,0.8307692307692308,0.8103448275862069,0.8075414781297134,0.8097841576949083,131.0,159.0,0.8103448275862069,290.0,290.0,0.6160492227609625,0.7895924658565436,0.03410465846392328
2609,0.5986394557823129,0.9455782312925171,0.7721088435374149,0.772108843537415,0.8322921005136749,0.9166666666666666,0.702020202020202,0.7721088435374149,0.8093434343434343,0.7721088435374149,0.7242798353909465,0.8057971014492754,0.7721088435374149,0.765038468420111,0.779179218654719,96.0,198.0,0.7721088435374149,294.0,294.0,0.5802588531856594,0.8068122174491208,0.0375800502303806
2637,0.5040650406504065,0.7718120805369127,0.6507352941176471,0.6379385605936596,0.6773131252828516,0.6458333333333334,0.6534090909090909,0.6507352941176471,0.6496212121212122,0.6507352941176471,0.5662100456621004,0.7076923076923077,0.6507352941176471,0.636951176677204,0.6577573916816464,96.0,176.0,0.6507352941176471,272.0,272.0,0.2873223599671882,0.7733219538453872,0.02044307638406107
4904,0.6962962962962963,0.7658227848101266,0.7337883959044369,0.7310595405532114,0.734737562983124,0.7175572519083969,0.7469135802469136,0.7337883959044369,0.7322354160776552,0.7337883959044369,0.706766917293233,0.7562500000000001,0.7337883959044369,0.7315084586466165,0.7341261643870769,131.0,162.0,0.7337883959044369,293.0,293.0,0.4632934644006407,0.7131082615185728,0.08171348393006521
